"Id","ID4932","ID4167","ID4163","ID0998","ID4882","ID3846","ID4618","ID4132","ID4794","ID4219","ID4529","ID0997","ID4287","ID4820","ID4528","ID4641","ID4429","ID4493","ID4718","ID4872","ID0937","ID4355","ID4360","ID3641","ID3767","ID4291","ID4491","ID4799","ID4622","ID4385","ID4445","ID4890","ID4851","ID4861","ID4109","ID4326","ID4783","ID0420","ID3998","remainingTime"
"195","0","0","0","4","6","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","488040.0"
"198","2","0","0","0","0","0","0","0","0","0","4","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6039240.0"
"199","0","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","7498080.0"
"20","0","4","0","0","0","0","2","0","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3173460.0"
"200","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","4","0","2","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0"
"201","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3954240.0"
"203","0","0","0","4","4","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","780.0"
"206","0","0","0","4","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1015500.0"
"207","0","0","0","0","0","0","0","0","2","0","7","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1659600.0"
"208","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3239220.0"
"209","0","0","0","0","0","0","1","0","4","0","2","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","493320.0"
"21","5","2","0","0","0","0","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3294000.0"
"210","0","0","0","0","0","0","2","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","925200.0"
"211","0","0","0","2","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","133020.0"
"212","0","0","0","0","0","0","3","0","8","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1041060.0"
"214","0","2","0","0","0","0","2","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1439520.0"
"215","0","0","0","3","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","760140.0"
"218","0","0","0","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","5160.0"
"219","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","695700.0"
"22","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","349800.0"
"223","0","0","0","0","0","0","0","0","0","0","2","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1965600.0"
"225","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6026880.0"
"228","0","0","0","0","1","0","6","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","296940.0"
"229","0","0","0","3","0","0","0","0","0","0","2","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","390060.0"
"23","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3096540.0"
"230","0","0","0","0","0","0","2","0","9","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4435800.0"
"231","0","0","3","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","413400.0"
"232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","537360.0"
"233","2","0","0","3","0","4","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","845100.0"
"234","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4413180.0"
"235","0","0","5","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2496600.0"
"236","0","0","0","0","0","0","3","0","0","0","0","0","0","0","8","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54420.0"
"237","0","2","0","2","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4344600.0"
"238","0","4","0","0","0","0","1","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3859860.0"
"239","0","0","0","0","0","0","5","0","4","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","555240.0"
"24","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2809140.0"
"240","0","0","0","0","1","0","0","0","4","0","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","781200.0"
"241","0","2","0","0","0","0","0","0","4","0","0","0","3","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","237600.0"
"242","0","2","0","0","0","0","0","0","6","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","604500.0"
"243","0","0","0","3","0","0","2","0","2","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410700.0"
"244","0","0","0","0","0","0","0","0","0","0","0","0","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303720.0"
"245","0","0","2","0","0","8","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2410140.0"
"246","0","0","0","2","3","2","0","0","0","0","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","349200.0"
"248","0","0","0","3","2","4","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","669060.0"
"249","2","0","0","0","0","0","0","0","0","0","0","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","519900.0"
"25","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2860200.0"
"250","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","210480.0"
"251","4","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","772080.0"
"252","0","0","0","1","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","234000.0"
"253","0","0","0","3","0","2","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","482760.0"
"254","0","0","0","6","2","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60.0"
"256","2","0","0","0","0","0","0","0","2","3","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2991060.0"
"257","2","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6685320.0"
"258","0","0","0","0","0","0","0","0","5","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1486200.0"
"259","0","0","0","0","0","0","0","5","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6066660.0"
"26","4","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3503280.0"
"260","0","0","0","0","0","0","1","0","2","0","8","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4515480.0"
"261","0","0","0","1","2","0","4","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","510600.0"
"262","0","2","0","3","0","0","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","183900.0"
"263","0","0","0","0","0","0","0","0","0","11","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1534320.0"
"264","0","2","0","0","0","0","2","0","2","0","2","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155220.0"
"265","0","0","0","1","0","0","2","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","272940.0"
"266","2","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7285200.0"
"267","0","4","0","0","0","0","2","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7149600.0"
"268","0","0","0","0","0","0","4","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1774860.0"
"269","0","0","0","0","0","0","0","0","0","0","0","10","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1632360.0"
"27","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","263880.0"
"271","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6565500.0"
"272","0","0","0","2","0","4","3","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345780.0"
"273","0","0","0","5","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","194400.0"
"274","0","0","0","0","0","0","0","0","0","6","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131400.0"
"277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","104340.0"
"28","0","4","0","0","0","0","4","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2939040.0"
"29","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2957640.0"
"3","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","207180.0"
"31","6","0","4","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2687580.0"
"32","0","2","0","0","0","0","0","0","2","0","2","0","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2386680.0"
"33","0","2","0","0","0","0","3","0","6","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1906020.0"
"34","2","0","0","1","0","4","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1784400.0"
"35","0","0","4","0","0","0","0","0","2","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2315940.0"
"36","4","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1457340.0"
"37","0","0","0","0","0","0","0","0","2","0","0","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1758060.0"
"38","8","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4765380.0"
"39","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","431040.0"
"4","4","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14580.0"
"40","2","0","0","0","0","8","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1141080.0"
"41","0","0","0","2","0","6","2","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1321080.0"
"42","0","2","0","0","0","0","3","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410340.0"
"43","0","0","0","1","0","0","4","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124320.0"
"44","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2052840.0"
"45","0","0","0","0","0","0","5","0","2","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2220.0"
"46","0","0","0","1","0","0","0","0","4","0","2","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123000.0"
"47","0","0","0","0","0","0","3","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1274760.0"
"48","4","4","0","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3105960.0"
"49","0","0","2","0","0","0","3","0","0","0","0","4","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","595980.0"
"50","0","0","0","3","0","0","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","261120.0"
"52","0","0","0","0","0","0","0","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","573480.0"
"53","0","0","0","0","0","0","0","0","0","10","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","842400.0"
"54","4","4","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","181800.0"
"55","0","0","0","0","0","2","0","4","0","0","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3089820.0"
"56","0","0","0","3","0","0","2","0","0","2","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3180.0"
"58","0","0","0","2","0","0","2","0","0","0","0","0","0","1","6","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3600.0"
"59","0","0","0","0","0","0","2","0","2","0","2","0","0","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","135180.0"
"6","0","0","0","0","0","0","1","0","0","4","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1621500.0"
"60","0","0","0","2","0","0","0","0","0","4","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115200.0"
"61","2","0","0","0","0","8","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3413160.0"
