Id,concept:name_1,lifecycle:transition_1,org:resource_1,Activity_1,Resource_1,Work_Order_Qty_1,Part_Desc__1,Worker_ID_1,Report_Type_1,Qty_Completed_1,Qty_Rejected_1,Qty_for_MRB_1,concept:name_2,lifecycle:transition_2,org:resource_2,Activity_2,Resource_2,Work_Order_Qty_2,Part_Desc__2,Worker_ID_2,Report_Type_2,Qty_Completed_2,Qty_Rejected_2,Qty_for_MRB_2,concept:name_3,lifecycle:transition_3,org:resource_3,Activity_3,Resource_3,Work_Order_Qty_3,Part_Desc__3,Worker_ID_3,Report_Type_3,Qty_Completed_3,Qty_Rejected_3,Qty_for_MRB_3,concept:name_4,lifecycle:transition_4,org:resource_4,Activity_4,Resource_4,Work_Order_Qty_4,Part_Desc__4,Worker_ID_4,Report_Type_4,Qty_Completed_4,Qty_Rejected_4,Qty_for_MRB_4,concept:name_5,lifecycle:transition_5,org:resource_5,Activity_5,Resource_5,Work_Order_Qty_5,Part_Desc__5,Worker_ID_5,Report_Type_5,Qty_Completed_5,Qty_Rejected_5,Qty_for_MRB_5,concept:name_6,lifecycle:transition_6,org:resource_6,Activity_6,Resource_6,Work_Order_Qty_6,Part_Desc__6,Worker_ID_6,Report_Type_6,Qty_Completed_6,Qty_Rejected_6,Qty_for_MRB_6,concept:name_7,lifecycle:transition_7,org:resource_7,Activity_7,Resource_7,Work_Order_Qty_7,Part_Desc__7,Worker_ID_7,Report_Type_7,Qty_Completed_7,Qty_Rejected_7,Qty_for_MRB_7,concept:name_8,lifecycle:transition_8,org:resource_8,Activity_8,Resource_8,Work_Order_Qty_8,Part_Desc__8,Worker_ID_8,Report_Type_8,Qty_Completed_8,Qty_Rejected_8,Qty_for_MRB_8,concept:name_9,lifecycle:transition_9,org:resource_9,Activity_9,Resource_9,Work_Order_Qty_9,Part_Desc__9,Worker_ID_9,Report_Type_9,Qty_Completed_9,Qty_Rejected_9,Qty_for_MRB_9,concept:name_10,lifecycle:transition_10,org:resource_10,Activity_10,Resource_10,Work_Order_Qty_10,Part_Desc__10,Worker_ID_10,Report_Type_10,Qty_Completed_10,Qty_Rejected_10,Qty_for_MRB_10,concept:name_11,lifecycle:transition_11,org:resource_11,Activity_11,Resource_11,Work_Order_Qty_11,Part_Desc__11,Worker_ID_11,Report_Type_11,Qty_Completed_11,Qty_Rejected_11,Qty_for_MRB_11,concept:name_12,lifecycle:transition_12,org:resource_12,Activity_12,Resource_12,Work_Order_Qty_12,Part_Desc__12,Worker_ID_12,Report_Type_12,Qty_Completed_12,Qty_Rejected_12,Qty_for_MRB_12,concept:name_13,lifecycle:transition_13,org:resource_13,Activity_13,Resource_13,Work_Order_Qty_13,Part_Desc__13,Worker_ID_13,Report_Type_13,Qty_Completed_13,Qty_Rejected_13,Qty_for_MRB_13,concept:name_14,lifecycle:transition_14,org:resource_14,Activity_14,Resource_14,Work_Order_Qty_14,Part_Desc__14,Worker_ID_14,Report_Type_14,Qty_Completed_14,Qty_Rejected_14,Qty_for_MRB_14,concept:name_15,lifecycle:transition_15,org:resource_15,Activity_15,Resource_15,Work_Order_Qty_15,Part_Desc__15,Worker_ID_15,Report_Type_15,Qty_Completed_15,Qty_Rejected_15,Qty_for_MRB_15,concept:name_16,lifecycle:transition_16,org:resource_16,Activity_16,Resource_16,Work_Order_Qty_16,Part_Desc__16,Worker_ID_16,Report_Type_16,Qty_Completed_16,Qty_Rejected_16,Qty_for_MRB_16,remainingTime,prediction
192,162,10,161,162,163,154,130,161,6,7,7,7,162,1,161,162,163,154,130,161,6,7,7,7,17,10,52,17,18,154,130,52,6,7,7,7,17,1,52,17,18,154,130,52,6,7,7,7,23,10,24,23,25,154,130,24,12,13,7,7,23,1,24,23,25,154,130,24,12,13,7,7,17,10,52,17,18,154,130,52,6,7,7,7,23,10,24,23,25,154,130,24,12,7,7,7,17,1,52,17,18,154,130,52,6,7,7,7,23,1,24,23,25,154,130,24,12,7,7,7,23,10,24,23,25,154,130,24,6,41,7,7,23,1,24,23,25,154,130,24,6,41,7,7,23,10,72,23,25,154,130,72,6,7,7,7,23,1,72,23,25,154,130,72,6,7,7,7,17,10,52,17,18,154,130,52,6,7,7,7,23,10,24,23,25,154,130,24,6,28,7,7,1493520.0,1470369.6
201,170,10,88,170,18,141,169,88,6,63,7,7,17,10,88,17,18,141,169,88,6,63,7,7,170,1,88,170,18,141,169,88,6,63,7,7,17,1,88,17,18,141,169,88,6,63,7,7,128,10,38,128,134,141,169,38,6,7,7,7,128,1,38,128,134,141,169,38,6,7,7,7,128,10,38,128,134,141,169,38,12,13,7,7,128,1,38,128,134,141,169,38,12,13,7,7,128,10,38,128,134,141,169,38,6,67,7,7,128,1,38,128,134,141,169,38,6,67,7,7,128,10,38,128,134,141,169,38,12,7,7,7,128,1,38,128,134,141,169,38,12,7,7,7,128,10,38,128,134,141,169,38,6,13,7,7,128,1,38,128,134,141,169,38,6,13,7,7,128,10,38,128,134,141,169,38,50,7,7,7,128,1,38,128,134,141,169,38,50,7,7,7,3933300.0,2308522.8
211,17,10,30,17,18,179,27,30,6,7,7,7,17,1,30,17,18,179,27,30,6,7,7,7,21,10,125,21,22,179,27,125,6,99,7,7,21,1,125,21,22,179,27,125,6,99,7,7,21,10,147,21,22,179,27,147,6,181,7,7,21,1,147,21,22,179,27,147,6,181,7,7,0,10,2,0,3,179,27,2,6,7,7,7,0,1,2,0,3,179,27,2,6,7,7,7,0,10,20,0,3,179,27,20,6,182,7,7,0,1,20,0,3,179,27,20,6,182,7,7,56,10,30,56,18,179,27,30,6,7,7,7,56,1,30,56,18,179,27,30,6,7,7,7,56,10,30,56,18,179,27,30,6,183,7,7,56,1,30,56,18,179,27,30,6,183,7,7,59,10,58,59,59,179,27,58,6,93,7,7,59,10,58,59,59,179,27,58,6,180,7,7,3600.0,1780375.2
219,0,10,20,0,3,80,5,20,6,61,7,7,0,1,20,0,3,80,5,20,6,61,7,7,0,10,20,0,3,80,5,20,6,61,7,7,0,1,20,0,3,80,5,20,6,61,7,7,124,10,125,124,126,80,5,125,12,7,7,7,124,1,125,124,126,80,5,125,12,7,7,7,124,10,144,124,126,80,5,144,12,7,7,7,124,1,144,124,126,80,5,144,12,7,7,7,124,10,125,124,126,80,5,125,12,13,7,7,124,1,125,124,126,80,5,125,12,13,7,7,124,10,125,124,126,80,5,125,6,61,7,7,124,1,125,124,126,80,5,125,6,61,7,7,124,10,147,124,126,80,5,147,6,55,7,7,124,1,147,124,126,80,5,147,6,55,7,7,56,10,88,56,18,80,5,88,6,7,13,7,56,1,88,56,18,80,5,88,6,7,13,7,562260.0,2043678.0
22,23,10,72,23,25,109,37,72,6,35,7,7,23,1,72,23,25,109,37,72,6,35,7,7,23,10,29,23,25,109,37,29,12,67,7,7,23,1,29,23,25,109,37,29,12,67,7,7,23,10,29,23,25,109,37,29,6,28,7,7,23,1,29,23,25,109,37,29,6,28,7,7,23,10,29,23,25,109,37,29,12,7,7,7,23,1,29,23,25,109,37,29,12,7,7,7,23,10,72,23,25,109,37,72,12,13,7,7,23,1,72,23,25,109,37,72,12,13,7,7,17,10,88,17,18,109,37,88,6,35,13,7,17,1,88,17,18,109,37,88,6,35,13,7,21,10,20,21,22,109,37,20,6,35,7,7,21,1,20,21,22,109,37,20,6,35,7,7,0,10,20,0,3,109,37,20,6,35,7,7,0,1,20,0,3,109,37,20,6,35,7,7,339420.0,1235470.8
230,76,10,33,76,77,199,27,33,50,7,7,7,76,10,33,76,77,199,27,33,12,7,7,7,76,1,33,76,77,199,27,33,50,7,7,7,76,1,33,76,77,199,27,33,12,7,7,7,76,10,33,76,77,199,27,33,12,13,7,7,76,1,33,76,77,199,27,33,12,13,7,7,76,10,33,76,77,199,27,33,6,55,7,7,17,10,30,17,18,199,27,30,6,109,7,7,17,1,30,17,18,199,27,30,6,109,7,7,76,1,33,76,77,199,27,33,6,55,7,7,76,10,42,76,77,199,27,42,6,121,7,7,76,1,42,76,77,199,27,42,6,121,7,7,76,10,33,76,77,199,27,33,6,121,7,7,17,10,30,17,18,199,27,30,6,7,7,7,17,1,30,17,18,199,27,30,6,7,7,7,76,1,33,76,77,199,27,33,6,121,7,7,4403580.0,1658013.6
236,95,10,64,95,96,141,27,64,12,7,7,7,95,1,64,95,96,141,27,64,12,7,7,7,95,10,64,95,96,141,27,64,6,7,7,7,95,1,64,95,96,141,27,64,6,7,7,7,17,10,30,17,18,141,27,30,6,7,7,7,95,10,100,95,96,141,27,100,6,7,7,7,17,1,30,17,18,141,27,30,6,7,7,7,95,1,100,95,96,141,27,100,6,7,7,7,95,10,64,95,96,141,27,64,6,70,7,7,95,1,64,95,96,141,27,64,6,70,7,7,95,10,64,95,96,141,27,64,6,35,7,7,95,1,64,95,96,141,27,64,6,35,7,7,56,10,30,56,18,141,27,30,6,141,7,7,56,1,30,56,18,141,27,30,6,141,7,7,59,10,139,59,59,141,27,139,6,141,7,7,59,1,139,59,59,141,27,139,6,141,7,7,0.0,1241373.6
25,110,10,86,110,111,63,112,86,12,35,7,7,110,1,86,110,111,63,112,86,12,35,7,7,110,10,86,110,111,63,112,86,6,19,7,7,110,1,86,110,111,63,112,86,6,19,7,7,110,10,86,110,111,63,112,86,12,7,7,7,110,1,86,110,111,63,112,86,12,7,7,7,110,10,42,110,111,63,112,42,12,13,7,7,110,1,42,110,111,63,112,42,12,13,7,7,110,10,42,110,111,63,112,42,6,41,7,7,110,1,42,110,111,63,112,42,6,41,7,7,110,10,86,110,111,63,112,86,6,109,7,7,110,1,86,110,111,63,112,86,6,109,7,7,17,10,16,17,18,63,112,16,6,63,7,7,17,1,16,17,18,63,112,16,6,63,7,7,21,10,20,21,22,63,112,20,6,63,7,7,21,1,20,21,22,63,112,20,6,63,7,7,2678640.0,1643761.2
259,71,10,72,71,73,229,137,72,12,7,7,7,71,1,72,71,73,229,137,72,12,7,7,7,71,10,72,71,73,229,137,72,6,67,7,7,71,1,72,71,73,229,137,72,6,67,7,7,71,10,24,71,73,229,137,24,6,36,7,7,71,1,24,71,73,229,137,24,6,36,7,7,71,10,33,71,73,229,137,33,6,32,7,7,71,1,33,71,73,229,137,33,6,32,7,7,71,10,72,71,73,229,137,72,6,35,7,7,71,1,72,71,73,229,137,72,6,35,7,7,71,10,24,71,73,229,137,24,12,13,7,7,71,1,24,71,73,229,137,24,12,13,7,7,71,10,24,71,73,229,137,24,6,13,7,7,71,1,24,71,73,229,137,24,6,13,7,7,71,10,33,71,73,229,137,33,6,133,7,7,71,1,33,71,73,229,137,33,6,133,7,7,6028200.0,1074238.8
261,39,10,46,39,40,129,217,46,12,7,7,7,39,1,46,39,40,129,217,46,12,7,7,7,39,10,46,39,40,129,217,46,6,80,7,7,39,1,46,39,40,129,217,46,6,80,7,7,17,10,30,17,18,129,217,30,6,7,7,7,17,1,30,17,18,129,217,30,6,7,7,7,39,10,38,39,40,129,217,38,6,80,7,7,39,1,38,39,40,129,217,38,6,80,7,7,17,10,30,17,18,129,217,30,6,129,7,7,17,1,30,17,18,129,217,30,6,129,7,7,44,10,2,44,45,129,217,2,6,7,7,7,44,1,2,44,45,129,217,2,6,7,7,7,21,10,20,21,22,129,217,20,6,129,7,7,21,1,20,21,22,129,217,20,6,129,7,7,44,10,2,44,45,129,217,2,6,129,7,7,44,1,2,44,45,129,217,2,6,129,7,7,497580.0,1875840.0
269,39,10,46,39,40,93,37,46,12,7,7,7,39,1,46,39,40,93,37,46,12,7,7,7,39,10,46,39,40,93,37,46,12,104,7,7,17,10,52,17,18,93,37,52,6,7,7,7,39,10,46,39,40,93,37,46,12,13,7,7,39,1,46,39,40,93,37,46,12,13,7,7,17,1,52,17,18,93,37,52,6,7,7,7,39,1,46,39,40,93,37,46,12,104,7,7,39,10,46,39,40,93,37,46,6,109,7,7,39,1,46,39,40,93,37,46,6,109,7,7,17,10,52,17,18,93,37,52,6,93,7,7,39,10,46,39,40,93,37,46,12,13,7,7,39,10,46,39,40,93,37,46,6,43,7,7,17,1,52,17,18,93,37,52,6,93,7,7,39,1,46,39,40,93,37,46,12,13,7,7,17,10,52,17,18,93,37,52,6,7,7,7,1624860.0,835917.6
28,76,10,33,76,77,146,37,33,12,7,7,7,76,1,33,76,77,146,37,33,12,7,7,7,76,10,33,76,77,146,37,33,12,28,7,7,76,1,33,76,77,146,37,33,12,28,7,7,76,10,14,76,77,146,37,14,12,67,7,7,17,10,30,17,18,146,37,30,6,7,7,7,17,1,30,17,18,146,37,30,6,7,7,7,76,1,14,76,77,146,37,14,12,67,7,7,17,10,30,17,18,146,37,30,6,7,7,7,17,1,30,17,18,146,37,30,6,7,7,7,76,10,14,76,77,146,37,14,12,28,7,7,76,1,14,76,77,146,37,14,12,28,7,7,76,10,46,76,77,146,37,46,6,70,7,7,76,1,46,76,77,146,37,46,6,70,7,7,17,10,30,17,18,146,37,30,6,7,7,7,76,10,86,76,77,146,37,86,50,7,7,7,2914380.0,1312479.6
32,110,10,33,110,111,152,48,33,12,7,7,7,110,1,33,110,111,152,48,33,12,7,7,7,110,10,86,110,111,152,48,86,12,7,7,7,110,1,86,110,111,152,48,86,12,7,7,7,110,10,42,110,111,152,48,42,12,7,7,7,110,1,42,110,111,152,48,42,12,7,7,7,110,10,86,110,111,152,48,86,12,28,7,7,110,1,86,110,111,152,48,86,12,28,7,7,110,10,14,110,111,152,48,14,12,13,7,7,110,1,14,110,111,152,48,14,12,13,7,7,110,10,86,110,111,152,48,86,12,109,7,7,17,10,88,17,18,152,48,88,6,7,7,7,17,1,88,17,18,152,48,88,6,7,7,7,17,10,88,17,18,152,48,88,6,7,7,7,110,1,86,110,111,152,48,86,12,109,7,7,17,1,88,17,18,152,48,88,6,7,7,7,2358000.0,2542888.8
34,71,10,24,71,73,141,48,24,12,13,7,7,71,1,24,71,73,141,48,24,12,13,7,7,71,10,29,71,73,141,48,29,12,13,7,7,71,1,29,71,73,141,48,29,12,13,7,7,71,10,29,71,73,141,48,29,6,104,7,7,71,1,29,71,73,141,48,29,6,104,7,7,71,10,8,71,73,141,48,8,6,4,7,7,71,1,8,71,73,141,48,8,6,4,7,7,71,10,24,71,73,141,48,24,6,67,7,7,17,10,52,17,18,141,48,52,6,141,7,7,71,1,24,71,73,141,48,24,6,67,7,7,17,1,52,17,18,141,48,52,6,141,7,7,21,10,20,21,22,141,48,20,6,141,7,7,21,1,20,21,22,141,48,20,6,141,7,7,0,10,20,0,3,141,48,20,6,13,7,7,0,1,20,0,3,141,48,20,6,13,7,7,1777200.0,1834501.2
35,110,10,86,110,111,61,5,86,12,7,7,7,110,1,86,110,111,61,5,86,12,7,7,7,110,10,33,110,111,61,5,33,12,7,7,7,110,1,33,110,111,61,5,33,12,7,7,7,110,10,42,110,111,61,5,42,12,67,7,7,110,10,86,110,111,61,5,86,6,63,7,7,110,1,42,110,111,61,5,42,12,67,7,7,110,1,86,110,111,61,5,86,6,63,7,7,17,10,16,17,18,61,5,16,6,55,13,7,17,10,16,17,18,61,5,16,6,7,7,7,17,1,16,17,18,61,5,16,6,55,13,7,17,1,16,17,18,61,5,16,6,7,7,7,21,10,147,21,22,61,5,147,6,55,7,7,21,1,147,21,22,61,5,147,6,55,7,7,0,10,20,0,3,61,5,20,6,55,7,7,0,1,20,0,3,61,5,20,6,55,7,7,1274940.0,1814014.8
41,23,10,29,23,25,141,27,29,12,13,7,7,23,1,29,23,25,141,27,29,12,13,7,7,23,10,29,23,25,141,27,29,12,7,7,7,17,10,30,17,18,141,27,30,6,7,7,7,23,1,29,23,25,141,27,29,12,7,7,7,23,10,29,23,25,141,27,29,6,19,7,7,17,1,30,17,18,141,27,30,6,7,7,7,23,1,29,23,25,141,27,29,6,19,7,7,23,10,72,23,25,141,27,72,6,4,7,7,23,1,72,23,25,141,27,72,6,4,7,7,241,10,20,241,45,141,27,20,6,141,7,7,241,1,20,241,45,141,27,20,6,141,7,7,17,10,88,17,18,141,27,88,6,141,7,7,17,1,88,17,18,141,27,88,6,141,7,7,21,10,20,21,22,141,27,20,6,141,7,7,21,1,20,21,22,141,27,20,6,141,7,7,617820.0,1312717.2
