Id,concept:name_1,lifecycle:transition_1,org:resource_1,Activity_1,Resource_1,Work_Order_Qty_1,Part_Desc__1,Worker_ID_1,Report_Type_1,Qty_Completed_1,Qty_Rejected_1,Qty_for_MRB_1,concept:name_2,lifecycle:transition_2,org:resource_2,Activity_2,Resource_2,Work_Order_Qty_2,Part_Desc__2,Worker_ID_2,Report_Type_2,Qty_Completed_2,Qty_Rejected_2,Qty_for_MRB_2,concept:name_3,lifecycle:transition_3,org:resource_3,Activity_3,Resource_3,Work_Order_Qty_3,Part_Desc__3,Worker_ID_3,Report_Type_3,Qty_Completed_3,Qty_Rejected_3,Qty_for_MRB_3,concept:name_4,lifecycle:transition_4,org:resource_4,Activity_4,Resource_4,Work_Order_Qty_4,Part_Desc__4,Worker_ID_4,Report_Type_4,Qty_Completed_4,Qty_Rejected_4,Qty_for_MRB_4,concept:name_5,lifecycle:transition_5,org:resource_5,Activity_5,Resource_5,Work_Order_Qty_5,Part_Desc__5,Worker_ID_5,Report_Type_5,Qty_Completed_5,Qty_Rejected_5,Qty_for_MRB_5,concept:name_6,lifecycle:transition_6,org:resource_6,Activity_6,Resource_6,Work_Order_Qty_6,Part_Desc__6,Worker_ID_6,Report_Type_6,Qty_Completed_6,Qty_Rejected_6,Qty_for_MRB_6,concept:name_7,lifecycle:transition_7,org:resource_7,Activity_7,Resource_7,Work_Order_Qty_7,Part_Desc__7,Worker_ID_7,Report_Type_7,Qty_Completed_7,Qty_Rejected_7,Qty_for_MRB_7,concept:name_8,lifecycle:transition_8,org:resource_8,Activity_8,Resource_8,Work_Order_Qty_8,Part_Desc__8,Worker_ID_8,Report_Type_8,Qty_Completed_8,Qty_Rejected_8,Qty_for_MRB_8,concept:name_9,lifecycle:transition_9,org:resource_9,Activity_9,Resource_9,Work_Order_Qty_9,Part_Desc__9,Worker_ID_9,Report_Type_9,Qty_Completed_9,Qty_Rejected_9,Qty_for_MRB_9,concept:name_10,lifecycle:transition_10,org:resource_10,Activity_10,Resource_10,Work_Order_Qty_10,Part_Desc__10,Worker_ID_10,Report_Type_10,Qty_Completed_10,Qty_Rejected_10,Qty_for_MRB_10,concept:name_11,lifecycle:transition_11,org:resource_11,Activity_11,Resource_11,Work_Order_Qty_11,Part_Desc__11,Worker_ID_11,Report_Type_11,Qty_Completed_11,Qty_Rejected_11,Qty_for_MRB_11,concept:name_12,lifecycle:transition_12,org:resource_12,Activity_12,Resource_12,Work_Order_Qty_12,Part_Desc__12,Worker_ID_12,Report_Type_12,Qty_Completed_12,Qty_Rejected_12,Qty_for_MRB_12,concept:name_13,lifecycle:transition_13,org:resource_13,Activity_13,Resource_13,Work_Order_Qty_13,Part_Desc__13,Worker_ID_13,Report_Type_13,Qty_Completed_13,Qty_Rejected_13,Qty_for_MRB_13,concept:name_14,lifecycle:transition_14,org:resource_14,Activity_14,Resource_14,Work_Order_Qty_14,Part_Desc__14,Worker_ID_14,Report_Type_14,Qty_Completed_14,Qty_Rejected_14,Qty_for_MRB_14,concept:name_15,lifecycle:transition_15,org:resource_15,Activity_15,Resource_15,Work_Order_Qty_15,Part_Desc__15,Worker_ID_15,Report_Type_15,Qty_Completed_15,Qty_Rejected_15,Qty_for_MRB_15,concept:name_16,lifecycle:transition_16,org:resource_16,Activity_16,Resource_16,Work_Order_Qty_16,Part_Desc__16,Worker_ID_16,Report_Type_16,Qty_Completed_16,Qty_Rejected_16,Qty_for_MRB_16,remainingTime,prediction
240,76,10,33,76,77,216,217,33,12,7,7,7,76,1,33,76,77,216,217,33,12,7,7,7,76,10,42,76,77,216,217,42,12,13,7,7,76,1,42,76,77,216,217,42,12,13,7,7,76,10,86,76,77,216,217,86,6,70,7,7,76,1,86,76,77,216,217,86,6,70,7,7,76,10,33,76,77,216,217,33,6,53,7,7,76,1,33,76,77,216,217,33,6,53,7,7,76,10,42,76,77,216,217,42,6,102,7,7,76,1,42,76,77,216,217,42,6,102,7,7,76,10,86,76,77,216,217,86,6,70,7,7,76,1,86,76,77,216,217,86,6,70,7,7,44,10,2,44,45,216,217,2,6,7,7,7,44,1,2,44,45,216,217,2,6,7,7,7,17,10,30,17,18,216,217,30,6,65,7,7,17,1,30,17,18,216,217,30,6,65,7,7,725880.0,1122035.65206
244,0,10,64,0,3,109,5,64,6,67,7,7,0,1,64,0,3,109,5,64,6,67,7,7,0,10,64,0,3,109,5,64,6,28,7,7,0,1,64,0,3,109,5,64,6,28,7,7,107,10,64,107,108,109,5,64,12,7,7,7,107,1,64,107,108,109,5,64,12,7,7,7,107,10,64,107,108,109,5,64,6,7,7,7,107,1,64,107,108,109,5,64,6,7,7,7,107,10,64,107,108,109,5,64,6,13,7,7,56,10,52,56,18,109,5,52,6,7,7,7,107,1,64,107,108,109,5,64,6,13,7,7,107,10,64,107,108,109,5,64,50,7,7,7,107,1,64,107,108,109,5,64,50,7,7,7,107,10,64,107,108,109,5,64,6,35,7,7,56,1,52,56,18,109,5,52,6,7,7,7,107,1,64,107,108,109,5,64,6,35,7,7,298500.0,5521079.99242
245,23,10,29,23,25,109,5,29,12,7,7,7,23,10,29,23,25,109,5,29,50,7,7,7,23,1,29,23,25,109,5,29,50,7,7,7,17,10,16,17,18,109,5,16,12,7,7,7,17,1,16,17,18,109,5,16,12,7,7,7,23,1,29,23,25,109,5,29,12,7,7,7,23,10,29,23,25,109,5,29,12,13,7,7,23,1,29,23,25,109,5,29,12,13,7,7,23,10,29,23,25,109,5,29,6,35,7,7,23,1,29,23,25,109,5,29,6,35,7,7,23,10,72,23,25,109,5,72,12,13,7,7,23,1,72,23,25,109,5,72,12,13,7,7,23,10,72,23,25,109,5,72,6,35,7,7,23,1,72,23,25,109,5,72,6,35,7,7,17,10,88,17,18,109,5,88,6,109,7,7,17,1,88,17,18,109,5,88,6,109,7,7,2391420.0,1097112.75016
249,39,10,46,39,40,219,37,46,12,13,7,7,39,1,46,39,40,219,37,46,12,13,7,7,39,10,46,39,40,219,37,46,12,7,7,7,39,1,46,39,40,219,37,46,12,7,7,7,17,10,52,17,18,219,37,52,6,7,7,7,17,1,52,17,18,219,37,52,6,7,7,7,39,10,46,39,40,219,37,46,6,36,7,7,39,1,46,39,40,219,37,46,6,36,7,7,39,10,46,39,40,219,37,46,6,221,7,7,39,1,46,39,40,219,37,46,6,221,7,7,39,10,8,39,40,219,37,8,6,104,7,7,39,1,8,39,40,219,37,8,6,104,7,7,17,10,52,17,18,219,37,52,6,220,7,7,17,1,52,17,18,219,37,52,6,220,7,7,44,10,20,44,45,219,37,20,6,220,7,7,44,1,20,44,45,219,37,20,6,220,7,7,487020.0,3425265.59688
251,110,10,86,110,111,109,5,86,12,7,7,7,110,1,86,110,111,109,5,86,12,7,7,7,110,10,8,110,111,109,5,8,12,13,7,7,110,1,8,110,111,109,5,8,12,13,7,7,110,10,8,110,111,109,5,8,6,35,7,7,110,1,8,110,111,109,5,8,6,35,7,7,17,10,16,17,18,109,5,16,6,109,7,7,17,1,16,17,18,109,5,16,6,109,7,7,21,10,20,21,22,109,5,20,6,109,7,7,21,1,20,21,22,109,5,20,6,109,7,7,17,10,16,17,18,109,5,16,6,7,7,7,17,1,16,17,18,109,5,16,6,7,7,7,0,10,2,0,3,109,5,2,6,109,7,7,0,1,2,0,3,109,5,2,6,109,7,7,214,10,213,214,215,109,5,213,6,109,7,7,214,1,213,214,215,109,5,213,6,109,7,7,309960.0,4731912.41001
253,23,10,72,23,25,70,226,72,12,13,7,7,23,1,72,23,25,70,226,72,12,13,7,7,23,10,72,23,25,70,226,72,6,67,7,7,23,1,72,23,25,70,226,72,6,67,7,7,17,10,30,17,18,70,226,30,6,7,7,7,23,10,29,23,25,70,226,29,6,63,7,7,17,1,30,17,18,70,226,30,6,7,7,7,17,10,30,17,18,70,226,30,6,61,13,7,23,1,29,23,25,70,226,29,6,63,7,7,17,1,30,17,18,70,226,30,6,61,13,7,21,10,20,21,22,70,226,20,6,61,7,7,21,1,20,21,22,70,226,20,6,61,7,7,0,10,20,0,3,70,226,20,6,7,7,7,0,10,20,0,3,70,226,20,6,61,7,7,44,10,20,44,45,70,226,20,6,61,7,7,44,1,20,44,45,70,226,20,6,61,7,7,478860.0,3448241.86104
273,23,10,29,23,25,93,27,29,12,13,7,7,23,1,29,23,25,93,27,29,12,13,7,7,23,10,29,23,25,93,27,29,6,28,7,7,23,10,24,23,25,93,27,24,6,15,7,7,23,1,24,23,25,93,27,24,6,15,7,7,17,10,30,17,18,93,27,30,6,93,7,7,23,1,29,23,25,93,27,29,6,28,7,7,17,1,30,17,18,93,27,30,6,93,7,7,44,10,20,44,45,93,27,20,6,93,7,7,44,1,20,44,45,93,27,20,6,93,7,7,21,10,20,21,22,93,27,20,6,93,7,7,21,1,20,21,22,93,27,20,6,93,7,7,0,10,20,0,3,93,27,20,6,93,7,7,0,1,20,0,3,93,27,20,6,93,7,7,95,10,64,95,96,93,27,64,12,7,7,7,95,1,64,95,96,93,27,64,12,7,7,7,173700.0,-1611382.16836
34,71,10,24,71,73,141,48,24,12,13,7,7,71,1,24,71,73,141,48,24,12,13,7,7,71,10,29,71,73,141,48,29,12,13,7,7,71,1,29,71,73,141,48,29,12,13,7,7,71,10,29,71,73,141,48,29,6,104,7,7,71,1,29,71,73,141,48,29,6,104,7,7,71,10,8,71,73,141,48,8,6,4,7,7,71,1,8,71,73,141,48,8,6,4,7,7,71,10,24,71,73,141,48,24,6,67,7,7,17,10,52,17,18,141,48,52,6,141,7,7,71,1,24,71,73,141,48,24,6,67,7,7,17,1,52,17,18,141,48,52,6,141,7,7,21,10,20,21,22,141,48,20,6,141,7,7,21,1,20,21,22,141,48,20,6,141,7,7,0,10,20,0,3,141,48,20,6,13,7,7,0,1,20,0,3,141,48,20,6,13,7,7,1777200.0,4747671.14934
38,9,10,14,9,11,176,5,14,12,7,7,7,9,1,14,9,11,176,5,14,12,7,7,7,110,10,86,110,111,176,5,86,12,13,7,7,110,1,86,110,111,176,5,86,12,13,7,7,9,10,8,9,11,176,5,8,12,7,7,7,9,1,8,9,11,176,5,8,12,7,7,7,9,10,8,9,11,176,5,8,6,67,7,7,9,1,8,9,11,176,5,8,6,67,7,7,9,10,8,9,11,176,5,8,12,7,7,7,9,1,8,9,11,176,5,8,12,7,7,7,9,10,8,9,11,176,5,8,6,70,7,7,9,1,8,9,11,176,5,8,6,70,7,7,110,10,46,110,111,176,5,46,6,7,7,7,9,10,46,9,11,176,5,46,6,67,7,7,9,1,46,9,11,176,5,46,6,67,7,7,110,1,46,110,111,176,5,46,6,7,7,7,4760880.0,-6354559.28926
4,240,10,8,240,111,61,5,8,12,7,7,7,240,1,8,240,111,61,5,8,12,7,7,7,110,10,42,110,111,61,5,42,12,13,7,7,17,10,88,17,18,61,5,88,6,13,7,7,110,1,42,110,111,61,5,42,12,13,7,7,110,10,42,110,111,61,5,42,6,7,7,7,17,1,88,17,18,61,5,88,6,13,7,7,110,1,42,110,111,61,5,42,6,7,7,7,110,10,86,110,111,61,5,86,6,19,7,7,110,1,86,110,111,61,5,86,6,19,7,7,110,10,8,110,111,61,5,8,6,109,7,7,110,1,8,110,111,61,5,8,6,109,7,7,17,10,88,17,18,61,5,88,6,7,7,7,17,1,88,17,18,61,5,88,6,7,7,7,21,10,20,21,22,61,5,20,6,13,7,7,21,1,20,21,22,61,5,20,6,13,7,7,4920.0,-4247641.07412
