Id,concept:name_1,lifecycle:transition_1,org:resource_1,Activity_1,Resource_1,Work_Order_Qty_1,Part_Desc__1,Worker_ID_1,Report_Type_1,Qty_Completed_1,Qty_Rejected_1,Qty_for_MRB_1,concept:name_2,lifecycle:transition_2,org:resource_2,Activity_2,Resource_2,Work_Order_Qty_2,Part_Desc__2,Worker_ID_2,Report_Type_2,Qty_Completed_2,Qty_Rejected_2,Qty_for_MRB_2,concept:name_3,lifecycle:transition_3,org:resource_3,Activity_3,Resource_3,Work_Order_Qty_3,Part_Desc__3,Worker_ID_3,Report_Type_3,Qty_Completed_3,Qty_Rejected_3,Qty_for_MRB_3,concept:name_4,lifecycle:transition_4,org:resource_4,Activity_4,Resource_4,Work_Order_Qty_4,Part_Desc__4,Worker_ID_4,Report_Type_4,Qty_Completed_4,Qty_Rejected_4,Qty_for_MRB_4,concept:name_5,lifecycle:transition_5,org:resource_5,Activity_5,Resource_5,Work_Order_Qty_5,Part_Desc__5,Worker_ID_5,Report_Type_5,Qty_Completed_5,Qty_Rejected_5,Qty_for_MRB_5,concept:name_6,lifecycle:transition_6,org:resource_6,Activity_6,Resource_6,Work_Order_Qty_6,Part_Desc__6,Worker_ID_6,Report_Type_6,Qty_Completed_6,Qty_Rejected_6,Qty_for_MRB_6,concept:name_7,lifecycle:transition_7,org:resource_7,Activity_7,Resource_7,Work_Order_Qty_7,Part_Desc__7,Worker_ID_7,Report_Type_7,Qty_Completed_7,Qty_Rejected_7,Qty_for_MRB_7,concept:name_8,lifecycle:transition_8,org:resource_8,Activity_8,Resource_8,Work_Order_Qty_8,Part_Desc__8,Worker_ID_8,Report_Type_8,Qty_Completed_8,Qty_Rejected_8,Qty_for_MRB_8,concept:name_9,lifecycle:transition_9,org:resource_9,Activity_9,Resource_9,Work_Order_Qty_9,Part_Desc__9,Worker_ID_9,Report_Type_9,Qty_Completed_9,Qty_Rejected_9,Qty_for_MRB_9,remainingTime,prediction
17,117,1,30,117,132,69,91,30,13,9,9,9,117,14,30,117,132,69,91,30,13,9,9,9,117,1,30,117,132,69,91,30,13,9,9,9,117,14,30,117,132,69,91,30,13,9,9,9,117,1,30,117,132,69,91,30,39,9,9,9,117,14,30,117,132,69,91,30,39,9,9,9,117,1,30,117,132,69,91,30,6,9,9,9,117,1,137,117,132,69,91,137,6,82,9,9,117,14,30,117,132,69,91,30,6,9,9,9,2732640.0,1244096.4
174,71,1,34,71,72,78,29,34,13,9,9,9,71,14,34,71,72,78,29,34,13,9,9,9,71,1,18,71,72,78,29,18,13,8,9,9,0,1,40,0,3,78,29,40,13,9,9,9,71,14,18,71,72,78,29,18,13,8,9,9,71,1,18,71,72,78,29,18,6,33,9,9,0,14,40,0,3,78,29,40,13,9,9,9,71,14,18,71,72,78,29,18,6,33,9,9,71,1,83,71,72,78,29,83,6,102,9,9,927420.0,1022040.0
179,147,1,93,147,89,135,5,93,6,9,9,9,147,14,93,147,89,135,5,93,6,9,9,9,121,1,2,121,3,135,5,2,6,4,9,9,121,14,2,121,3,135,5,2,6,4,9,9,95,1,94,95,95,135,5,94,6,4,9,9,95,14,94,95,95,135,5,94,6,4,9,9,148,1,88,148,149,135,5,88,6,9,9,9,148,14,88,148,149,135,5,88,6,9,9,9,121,1,2,121,3,135,5,2,6,9,9,9,81600.0,5340604.8
190,95,1,94,95,95,112,157,94,6,33,9,9,95,14,94,95,95,112,157,94,6,33,9,9,121,1,46,121,3,112,157,46,6,33,9,9,121,14,46,121,3,112,157,46,6,33,9,9,0,1,46,0,3,112,157,46,6,9,9,9,0,14,46,0,3,112,157,46,6,9,9,9,121,1,46,121,3,112,157,46,6,9,9,9,121,14,46,121,3,112,157,46,6,9,9,9,0,1,46,0,3,112,157,46,6,9,9,9,6720.0,1421660.4
198,48,1,51,48,49,69,5,51,13,9,9,9,48,14,51,48,49,69,5,51,13,9,9,9,48,1,34,48,49,69,5,34,13,8,9,9,48,14,34,48,49,69,5,34,13,8,9,9,48,1,34,48,49,69,5,34,6,160,9,9,48,14,34,48,49,69,5,34,6,160,9,9,0,1,40,0,3,69,5,40,6,9,8,9,48,1,51,48,49,69,5,51,13,8,9,9,48,14,51,48,49,69,5,51,13,8,9,9,6071400.0,1608266.4
200,165,1,104,165,68,62,5,104,6,8,9,9,165,14,104,165,68,62,5,104,6,8,9,9,147,1,93,147,89,62,5,93,6,9,9,9,147,14,93,147,89,62,5,93,6,9,9,9,121,1,46,121,3,62,5,46,6,8,9,9,121,14,46,121,3,62,5,46,6,8,9,9,121,1,46,121,3,62,5,46,6,9,8,9,121,14,46,121,3,62,5,46,6,9,8,9,95,1,94,95,95,62,5,94,6,8,9,9,1300500.0,3228727.2
208,67,1,70,67,68,52,5,70,13,9,9,9,67,14,70,67,68,52,5,70,13,9,9,9,67,1,23,67,68,52,5,23,13,9,9,9,67,14,23,67,68,52,5,23,13,9,9,9,67,1,70,67,68,52,5,70,13,9,9,9,67,14,70,67,68,52,5,70,13,9,9,9,67,1,70,67,68,52,5,70,6,65,9,9,67,14,70,67,68,52,5,70,6,65,9,9,67,1,26,67,68,52,5,26,13,65,9,9,3288000.0,883311.6
210,71,1,34,71,72,176,21,34,6,8,9,9,71,14,34,71,72,176,21,34,6,8,9,9,71,1,18,71,72,176,21,18,13,8,9,9,71,14,18,71,72,176,21,18,13,8,9,9,71,1,18,71,72,176,21,18,6,82,9,9,71,14,18,71,72,176,21,18,6,82,9,9,71,1,34,71,72,176,21,34,6,60,9,9,71,14,34,71,72,176,21,34,6,60,9,9,71,1,18,71,72,176,21,18,6,28,9,9,967920.0,1589888.4
229,31,1,42,31,32,41,29,42,13,9,9,9,25,1,40,25,3,41,29,40,13,9,9,9,25,14,40,25,3,41,29,40,13,9,9,9,31,14,42,31,32,41,29,42,13,9,9,9,31,1,34,31,32,41,29,34,6,82,9,9,31,14,34,31,32,41,29,34,6,82,9,9,31,1,42,31,32,41,29,42,6,102,9,9,31,14,42,31,32,41,29,42,6,102,9,9,25,1,40,25,3,41,29,40,6,41,9,9,572520.0,1215639.6
233,196,1,70,196,19,41,29,70,6,9,9,9,196,1,23,196,19,41,29,23,13,65,9,9,196,14,70,196,19,41,29,70,6,9,9,9,196,14,23,196,19,41,29,23,13,65,9,9,196,1,23,196,19,41,29,23,6,33,9,9,196,14,23,196,19,41,29,23,6,33,9,9,196,1,10,196,19,41,29,10,6,7,9,9,196,14,10,196,19,41,29,10,6,7,9,9,0,1,40,0,3,41,29,40,6,60,65,9,924180.0,3522064.8
234,25,1,40,25,3,118,199,40,6,9,9,9,25,14,40,25,3,118,199,40,6,9,9,9,25,1,40,25,3,118,199,40,6,120,8,9,25,14,40,25,3,118,199,40,6,120,8,9,197,1,126,197,198,118,199,126,6,9,9,9,197,14,126,197,198,118,199,126,6,9,9,9,197,1,200,197,198,118,199,200,6,9,9,9,197,14,200,197,198,118,199,200,6,9,9,9,197,1,126,197,198,118,199,126,6,9,9,9,4755960.0,1120095.6
245,17,1,23,17,19,101,5,23,13,9,9,9,17,1,23,17,19,101,5,23,39,9,9,9,17,14,23,17,19,101,5,23,39,9,9,9,0,1,2,0,3,101,5,2,13,9,9,9,0,14,2,0,3,101,5,2,13,9,9,9,17,14,23,17,19,101,5,23,13,9,9,9,17,1,23,17,19,101,5,23,13,8,9,9,17,14,23,17,19,101,5,23,13,8,9,9,17,1,23,17,19,101,5,23,6,102,9,9,2642100.0,2119087.2
259,67,1,70,67,68,224,134,70,13,9,9,9,67,14,70,67,68,224,134,70,13,9,9,9,67,1,70,67,68,224,134,70,6,65,9,9,67,14,70,67,68,224,134,70,6,65,9,9,67,1,26,67,68,224,134,26,6,28,9,9,67,14,26,67,68,224,134,26,6,28,9,9,67,1,18,67,68,224,134,18,6,27,9,9,67,14,18,67,68,224,134,18,6,27,9,9,67,1,70,67,68,224,134,70,6,102,9,9,6112200.0,1784218.8
26,11,1,15,11,12,52,103,15,13,9,9,9,11,14,15,11,12,52,103,15,13,9,9,9,11,1,18,11,12,52,103,18,13,8,9,9,11,14,18,11,12,52,103,18,13,8,9,9,11,1,18,11,12,52,103,18,39,9,9,9,11,14,18,11,12,52,103,18,39,9,9,9,11,1,10,11,12,52,103,10,13,9,9,9,11,14,10,11,12,52,103,10,13,9,9,9,11,1,10,11,12,52,103,10,6,86,9,9,3554760.0,1781986.8
264,71,1,83,71,72,227,211,83,13,65,9,9,71,14,83,71,72,227,211,83,13,65,9,9,71,1,83,71,72,227,211,83,6,65,9,9,71,1,34,71,72,227,211,34,6,102,9,9,71,14,83,71,72,227,211,83,6,65,9,9,71,14,34,71,72,227,211,34,6,102,9,9,71,1,18,71,72,227,211,18,6,106,9,9,71,14,18,71,72,227,211,18,6,106,9,9,0,1,24,0,3,227,211,24,6,9,9,9,192840.0,2092753.2
271,48,1,10,48,49,135,5,10,13,9,9,9,48,1,10,48,49,135,5,10,13,9,9,9,48,14,10,48,49,135,5,10,13,9,9,9,48,14,10,48,49,135,5,10,13,9,9,9,48,1,10,48,49,135,5,10,6,85,9,9,48,14,10,48,49,135,5,10,6,85,9,9,48,1,51,48,49,135,5,51,39,9,9,9,0,1,46,0,3,135,5,46,6,9,9,9,48,14,51,48,49,135,5,51,39,9,9,9,6625020.0,4453333.2
34,67,1,26,67,68,82,37,26,13,8,9,9,67,14,26,67,68,82,37,26,13,8,9,9,67,1,23,67,68,82,37,23,13,8,9,9,67,14,23,67,68,82,37,23,13,8,9,9,67,1,23,67,68,82,37,23,6,108,9,9,67,14,23,67,68,82,37,23,6,108,9,9,67,1,10,67,68,82,37,10,6,4,9,9,67,14,10,67,68,82,37,10,6,4,9,9,67,1,26,67,68,82,37,26,6,65,9,9,1965480.0,1573252.8
40,99,1,23,99,19,162,21,23,13,9,9,9,99,14,23,99,19,162,21,23,13,9,9,9,99,1,70,99,19,162,21,70,13,8,9,9,99,14,70,99,19,162,21,70,13,8,9,9,99,1,23,99,19,162,21,23,13,8,9,9,99,14,23,99,19,162,21,23,13,8,9,9,99,1,23,99,19,162,21,23,6,102,9,9,99,14,23,99,19,162,21,23,6,102,9,9,99,1,23,99,19,162,21,23,39,9,9,9,1189440.0,2584532.4
45,71,1,18,71,72,60,21,18,13,8,9,9,71,14,18,71,72,60,21,18,13,8,9,9,71,1,34,71,72,60,21,34,13,8,9,9,71,14,34,71,72,60,21,34,13,8,9,9,71,1,34,71,72,60,21,34,6,52,9,9,71,14,34,71,72,60,21,34,6,52,9,9,0,1,24,0,3,60,21,24,6,9,9,9,0,14,24,0,3,60,21,24,6,9,9,9,238,1,42,238,32,60,21,42,6,9,9,9,150420.0,1021628.4
54,11,1,51,11,12,41,29,51,13,9,9,9,11,14,51,11,12,41,29,51,13,9,9,9,11,1,15,11,12,41,29,15,13,9,9,9,11,14,15,11,12,41,29,15,13,9,9,9,11,1,10,11,12,41,29,10,13,9,9,9,11,14,10,11,12,41,29,10,13,9,9,9,11,1,10,11,12,41,29,10,6,35,9,9,0,1,40,0,3,41,29,40,13,9,9,9,0,14,40,0,3,41,29,40,13,9,9,9,244320.0,1531336.8
56,117,1,30,117,32,41,21,30,39,9,9,9,117,14,30,117,32,41,21,30,39,9,9,9,117,1,42,117,32,41,21,42,13,9,9,9,95,1,94,95,95,41,21,94,6,41,9,9,95,14,94,95,95,41,21,94,6,41,9,9,117,14,42,117,32,41,21,42,13,9,9,9,117,1,42,117,32,41,21,42,6,41,9,9,117,14,42,117,32,41,21,42,6,41,9,9,25,1,24,25,3,41,21,24,6,41,9,9,18420.0,1135734.0
59,71,1,18,71,72,4,29,18,13,65,9,9,71,14,18,71,72,4,29,18,13,65,9,9,71,1,51,71,72,4,29,51,6,33,9,9,71,14,51,71,72,4,29,51,6,33,9,9,71,1,34,71,72,4,29,34,6,8,9,9,71,14,34,71,72,4,29,34,6,8,9,9,0,1,24,0,3,4,29,24,6,33,9,9,0,14,24,0,3,4,29,24,6,33,9,9,58,1,83,58,59,4,29,83,6,33,9,9,168120.0,877629.6
7,11,1,15,11,12,16,211,15,13,9,9,9,11,14,15,11,12,16,211,15,13,9,9,9,249,1,10,249,12,16,211,10,13,9,9,9,249,14,10,249,12,16,211,10,13,9,9,9,11,1,15,11,12,16,211,15,13,8,9,9,11,14,15,11,12,16,211,15,13,8,9,9,11,1,51,11,12,16,211,51,6,101,9,9,11,14,51,11,12,16,211,51,6,101,9,9,11,1,10,11,12,16,211,10,13,9,9,9,277920.0,3085708.8
70,17,1,23,17,19,47,250,23,13,9,9,9,17,1,23,17,19,47,250,23,39,9,9,9,17,14,23,17,19,47,250,23,39,9,9,9,17,14,23,17,19,47,250,23,13,9,9,9,17,1,23,17,19,47,250,23,13,8,9,9,17,14,23,17,19,47,250,23,13,8,9,9,17,1,23,17,19,47,250,23,13,9,9,9,17,14,23,17,19,47,250,23,13,9,9,9,17,1,23,17,19,47,250,23,13,8,9,9,3112140.0,2107582.8
77,17,1,70,17,19,97,168,70,13,9,9,9,17,14,70,17,19,97,168,70,13,9,9,9,17,1,70,17,19,97,168,70,13,9,9,9,17,14,70,17,19,97,168,70,13,9,9,9,17,1,23,17,19,97,168,23,13,9,9,9,17,14,23,17,19,97,168,23,13,9,9,9,17,1,23,17,19,97,168,23,13,9,9,9,17,14,23,17,19,97,168,23,13,9,9,9,17,1,70,17,19,97,168,70,6,75,9,9,1492020.0,1196560.8
78,48,1,51,48,49,251,5,51,13,65,9,9,48,14,51,48,49,251,5,51,13,65,9,9,48,1,51,48,49,251,5,51,6,86,9,9,48,14,51,48,49,251,5,51,6,86,9,9,48,1,10,48,49,251,5,10,6,213,9,9,48,14,10,48,49,251,5,10,6,213,9,9,48,1,34,48,49,251,5,34,6,252,9,9,48,14,34,48,49,251,5,34,6,252,9,9,48,1,51,48,49,251,5,51,6,27,9,9,2493060.0,3122236.8
80,48,1,34,48,49,28,5,34,13,8,9,9,48,14,34,48,49,28,5,34,13,8,9,9,48,1,34,48,49,28,5,34,6,27,9,9,48,14,34,48,49,28,5,34,6,27,9,9,0,1,40,0,3,28,5,40,6,27,8,9,0,14,40,0,3,28,5,40,6,27,8,9,58,1,57,58,59,28,5,57,6,27,9,9,58,14,57,58,59,28,5,57,6,27,9,9,113,1,54,113,114,28,5,54,6,9,9,9,176400.0,654368.4
86,71,1,18,71,72,240,29,18,13,9,9,9,71,14,18,71,72,240,29,18,13,9,9,9,71,1,83,71,72,240,29,83,13,102,9,9,71,14,83,71,72,240,29,83,13,102,9,9,71,1,34,71,72,240,29,34,6,102,9,9,71,14,34,71,72,240,29,34,6,102,9,9,71,1,18,71,72,240,29,18,6,175,9,9,71,14,18,71,72,240,29,18,6,175,9,9,71,1,83,71,72,240,29,83,6,4,9,9,107760.0,2555269.2
97,0,1,40,0,3,69,29,40,6,69,9,9,0,14,40,0,3,69,29,40,6,69,9,9,58,1,144,58,59,69,29,144,6,260,9,9,58,14,144,58,59,69,29,144,6,260,9,9,58,1,54,58,59,69,29,54,6,261,9,9,58,14,54,58,59,69,29,54,6,261,9,9,113,1,54,113,114,69,29,54,6,9,9,9,113,1,54,113,114,69,29,54,6,9,9,9,113,14,54,113,114,69,29,54,6,9,9,9,890700.0,1529356.8
