id,remainingTime,prediction
Case102,147060.0,153092.975535
Case102,147000.0,152872.45436
Case102,140400.0,152600.235699
Case102,136980.0,145784.991636
Case102,136920.0,142165.552838
Case102,126000.0,141919.375585
Case102,115200.0,130813.74464
Case102,61200.0,119838.478386
Case102,60840.0,65688.7167326
Case102,3600.0,65176.5686391
Case102,0.0,7799.23259567
Case103,748200.0,748200.0
Case103,744120.0,744120.0
Case103,592860.0,592860.0
Case103,583740.0,583740.0
Case103,572160.0,572160.0
Case103,548520.0,607682.264954
Case103,534960.0,576407.415789
Case103,505500.0,558709.691964
Case103,505500.0,526111.310654
Case103,495180.0,521408.234774
Case103,494880.0,508905.309701
Case103,494880.0,507589.34253
Case103,484380.0,494936.164628
Case103,483720.0,494075.086889
Case103,321480.0,491153.915326
Case103,319440.0,323308.892908
Case103,316620.0,331079.019375
Case103,310980.0,317017.163166
Case103,310980.0,311332.788331
Case103,306720.0,311349.051426
Case103,306660.0,305990.100235
Case103,291060.0,306763.890926
Case103,289500.0,291115.513398
Case103,282300.0,289520.839289
Case103,232380.0,282350.980437
Case103,232320.0,232112.319817
Case103,140760.0,232675.368153
Case103,137640.0,140516.946927
Case103,127980.0,138027.249545
Case103,125760.0,128186.306515
Case103,125580.0,125500.055315
Case103,111780.0,125674.441378
Case103,64920.0,111871.856461
Case103,51900.0,64452.0466756
Case103,46620.0,51590.5271692
Case103,46560.0,46500.2939151
Case103,3600.0,46565.0308642
Case103,0.0,3336.96146325
Case104,133560.0,133560.0
Case104,112980.0,112980.0
Case104,112920.0,112920.0
Case104,97680.0,97680.0
Case104,96540.0,96540.0
Case104,86100.0,103468.74586
Case104,81720.0,91509.9582706
Case104,78900.0,85412.3968506
Case104,10440.0,81688.0044824
Case104,7680.0,23591.9228515
Case104,1680.0,15994.1376793
Case104,0.0,7837.84858798
Case105,40380.0,40380.0
Case105,14220.0,14220.0
Case105,11580.0,11580.0
Case105,0.0,0.0
Case106,615060.0,615060.0
Case106,595260.0,595260.0
Case106,591000.0,591000.0
Case106,577620.0,577620.0
Case106,281100.0,281100.0
Case106,279420.0,534542.149747
Case106,271620.0,274283.766005
Case106,267240.0,323925.196766
Case106,253380.0,307878.794761
Case106,251100.0,285534.730779
Case106,77880.0,279053.527572
Case106,68880.0,80582.6814116
Case106,47100.0,66519.0504605
Case106,43500.0,46502.4179535
Case106,4500.0,43639.3779637
Case106,0.0,1544.21553527
Case107,18660.0,18660.0
Case107,0.0,0.0
Case108,979740.0,979740.0
Case108,959520.0,959520.0
Case108,959280.0,959280.0
Case108,959220.0,959220.0
Case108,953220.0,953220.0
Case108,951240.0,962499.171256
Case108,951240.0,957051.054914
Case108,938940.0,955118.145368
Case108,850020.0,943544.135143
Case108,846180.0,878009.368847
Case108,833700.0,859752.430744
Case108,829200.0,843085.611036
Case108,811620.0,828238.42137
Case108,807120.0,817645.531377
Case108,732120.0,812324.051811
Case108,728580.0,739121.153785
Case108,715920.0,734530.834148
Case108,715860.0,715195.315672
Case108,712740.0,715361.536091
Case108,711420.0,712099.725361
Case108,176220.0,710827.3989
Case108,166260.0,230897.009895
Case108,166140.0,208190.193986
Case108,155820.0,201699.849591
Case108,155700.0,186532.075636
Case108,149460.0,183033.872991
Case108,149400.0,173989.206607
Case108,136620.0,171673.837608
Case108,80820.0,156950.763805
Case108,63300.0,99528.4925229
Case108,34020.0,80509.555474
Case108,30420.0,49921.307449
Case108,1620.0,45186.2721039
Case108,0.0,15396.6914776
Case109,1777560.0,1777560.0
Case109,1753680.0,1753680.0
Case109,1753140.0,1753140.0
Case109,1732020.0,1732020.0
Case109,1731600.0,1731600.0
Case109,1731420.0,1739948.71203
Case109,1727520.0,1737030.23866
Case109,1727460.0,1732082.01331
Case109,1727100.0,1731031.0625
Case109,1707420.0,1730067.10982
Case109,1707060.0,1711190.50492
Case109,1706400.0,1709998.52141
Case109,1701540.0,1708841.86391
Case109,1696740.0,1703639.35275
Case109,1694520.0,1698606.72658
Case109,1694220.0,1696141.77625
Case109,827700.0,1695661.03958
Case109,826440.0,1295400.23086
Case109,331020.0,977185.602239
Case109,326280.0,416685.847379
Case109,326220.0,398070.248666
Case109,324660.0,388723.022901
Case109,321960.0,380020.469704
Case109,305520.0,371575.091175
Case109,174000.0,350292.915402
Case109,170820.0,214607.698915
Case109,170760.0,207994.536216
Case109,161520.0,204958.962955
Case109,149700.0,193106.775049
Case109,137400.0,178994.777002
Case109,3600.0,164667.844068
Case109,0.0,29763.9284751
Case11,850020.0,850020.0
Case11,829860.0,829860.0
Case11,803520.0,803520.0
Case11,796260.0,796260.0
Case11,793320.0,793320.0
Case11,793260.0,799704.887582
Case11,793020.0,797882.718441
Case11,769740.0,796673.76786
Case11,763380.0,774337.285177
Case11,743580.0,766890.400934
Case11,743520.0,746621.05903
Case11,718440.0,746170.041496
Case11,703500.0,720928.134603
Case11,699000.0,703180.87754
Case11,630660.0,700809.811081
Case11,624960.0,634482.864089
Case11,624900.0,628186.622184
Case11,624780.0,624522.824601
Case11,620460.0,627024.973959
Case11,620100.0,620078.553668
Case11,620040.0,619734.907805
Case11,619020.0,619689.882942
Case11,614520.0,618716.348348
Case11,599940.0,614273.421847
Case11,541920.0,599665.603421
Case11,537060.0,541619.786522
Case11,537000.0,536808.411991
Case11,511860.0,536750.644711
Case11,511380.0,511588.887134
Case11,499800.0,511135.675801
Case11,256200.0,499580.243119
Case11,254280.0,263113.246951
Case11,190020.0,260725.213911
Case11,189960.0,195682.203464
Case11,84600.0,195316.52336
Case11,79500.0,89611.0058631
Case11,51060.0,84244.6010069
Case11,47460.0,55456.1457415
Case11,10800.0,51641.1809019
Case11,120.0,14695.0754921
Case11,60.0,3810.18153886
Case11,0.0,3591.77400713
Case110,2529540.0,2529540.0
Case110,2519580.0,2519580.0
Case110,2518260.0,2518260.0
Case110,2507280.0,2507280.0
Case110,2503680.0,2503680.0
Case110,2497920.0,2507288.34273
Case110,2497860.0,2500390.26109
Case110,2486520.0,2499649.2257
Case110,2470320.0,2488378.19393
Case110,2433660.0,2472298.43719
Case110,2432580.0,2437292.94246
Case110,2410860.0,2432348.27398
Case110,2323680.0,2413460.79722
Case110,2285520.0,2330378.56873
Case110,2282520.0,2291291.87484
Case110,2259720.0,2287533.89146
Case110,2257680.0,2264014.88056
Case110,2255820.0,2261484.56465
Case110,2084760.0,2259203.85156
Case110,2084400.0,2093201.89046
Case110,2084340.0,2092039.10854
Case110,2084340.0,2091267.9555
Case110,1934400.0,2090636.22897
Case110,1923060.0,1941860.02682
Case110,1912620.0,1929839.17948
Case110,1896660.0,1918816.15033
Case110,1896660.0,1902321.86158
Case110,1881360.0,1901922.54565
Case110,1881240.0,1886214.35753
Case110,1853280.0,1885763.01771
Case110,1845600.0,1857494.10694
Case110,1827480.0,1849530.81007
Case110,1827420.0,1831156.92178
Case110,1824960.0,1830868.51485
Case110,1823340.0,1828196.59344
Case110,1807260.0,1826381.4516
Case110,1718880.0,1810140.41742
Case110,1681320.0,1721921.02402
Case110,1655580.0,1684218.58509
Case110,1654380.0,1658327.97974
Case110,1654200.0,1656988.24564
Case110,1651560.0,1656677.23982
Case110,1650360.0,1653913.54291
Case110,1645860.0,1652597.58995
Case110,1640040.0,1647990.15158
Case110,1621140.0,1642070.85852
Case110,1621020.0,1623092.52583
Case110,1606560.0,1622881.87215
Case110,1564080.0,1608349.81368
Case110,1563600.0,1565850.64708
Case110,1563300.0,1565293.7321
Case110,1558800.0,1564920.90832
Case110,1558800.0,1560354.69986
Case110,1558500.0,1560289.19556
Case110,1250280.0,1559927.37417
Case110,1222860.0,1253520.1155
Case110,1222200.0,1225961.51526
Case110,1221300.0,1225193.26343
Case110,1216560.0,1224188.77344
Case110,1201140.0,1219345.49262
Case110,1112640.0,1203823.06555
Case110,1074840.0,1115291.55699
Case110,1065720.0,1077395.7939
Case110,1033080.0,1068190.21525
Case110,943140.0,1035465.19113
Case110,930120.0,945493.268413
Case110,929040.0,932397.883603
Case110,924300.0,931252.450354
Case110,910740.0,926446.959523
Case110,906960.0,912821.143902
Case110,876960.0,908980.973112
Case110,875520.0,878922.124901
Case110,866640.0,877427.482709
Case110,866520.0,868493.166936
Case110,859920.0,868322.381743
Case110,858600.0,861672.390453
Case110,857700.0,860304.652787
Case110,855780.0,859358.436954
Case110,855420.0,857393.717292
Case110,852420.0,856990.35397
Case110,701700.0,853948.74288
Case110,687480.0,703369.557448
Case110,686520.0,689107.2678
Case110,686220.0,688107.094546
Case110,686220.0,687768.010887
Case110,684780.0,687730.010594
Case110,680280.0,686253.116418
Case110,679560.0,681717.517598
Case110,676500.0,680962.713499
Case110,669960.0,677869.227592
Case110,669960.0,671297.393918
Case110,669480.0,671265.513457
Case110,665460.0,670754.620772
Case110,644280.0,666705.379636
Case110,642480.0,645503.039768
Case110,637980.0,643675.095643
Case110,617100.0,639148.587574
Case110,616560.0,618248.87917
Case110,615840.0,617683.008015
Case110,600600.0,616937.936593
Case110,600540.0,601678.300652
Case110,596760.0,601594.416379
Case110,566940.0,597792.23211
Case110,530880.0,567961.858878
Case110,507300.0,531894.310757
Case110,473820.0,508300.227127
Case110,453180.0,474810.594333
Case110,423000.0,454155.432594
Case110,383280.0,423964.131526
Case110,378780.0,384236.660625
Case110,357900.0,379718.252984
Case110,357120.0,358824.069734
Case110,296880.0,358026.044923
Case110,292380.0,297790.046987
Case110,175260.0,293273.157728
Case110,175200.0,176198.327916
Case110,163260.0,176121.256521
Case110,160380.0,164165.452646
Case110,159300.0,161269.294945
Case110,153060.0,160173.33781
Case110,152820.0,153918.24678
Case110,137940.0,153662.919637
Case110,137760.0,138769.855308
Case110,124080.0,138575.21382
Case110,124080.0,124882.702369
Case110,120480.0,124868.71737
Case110,120480.0,121255.411076
Case110,104520.0,121241.966174
Case110,104280.0,105271.4061
Case110,99480.0,105018.533506
Case110,98940.0,100206.590838
Case110,94140.0,99654.315438
Case110,94080.0,94842.9339936
Case110,94020.0,94771.0978583
Case110,90480.0,94699.5348374
Case110,89520.0,91148.7198088
Case110,88200.0,90177.7790379
Case110,86340.0,88847.0940033
Case110,85740.0,86976.7510615
Case110,67500.0,86366.4607091
Case110,66540.0,68120.1759568
Case110,59700.0,67150.3098524
Case110,37680.0,60301.7668977
Case110,34080.0,38277.0738923
Case110,11220.0,34668.2345924
Case110,0.0,11803.9422528
Case111,1331160.0,1331160.0
Case111,1320180.0,1320180.0
Case111,1320180.0,1320180.0
Case111,1297020.0,1297020.0
Case111,1295160.0,1295160.0
Case111,1262760.0,1302186.36107
Case111,1262520.0,1272492.04931
Case111,1250040.0,1268503.49829
Case111,1249920.0,1254659.46899
Case111,1210260.0,1253499.21715
Case111,1209480.0,1209700.9518
Case111,1195020.0,1213350.34146
Case111,1184760.0,1194560.83982
Case111,1180260.0,1184344.30806
Case111,502920.0,1182725.80124
Case111,479160.0,727600.428751
Case111,471360.0,577087.764078
Case111,431760.0,544118.037497
Case111,431760.0,490009.809947
Case111,431220.0,481264.443803
Case111,411300.0,474279.199687
Case111,411300.0,449448.581252
Case111,347100.0,445338.138543
Case111,320700.0,378551.211363
Case111,313440.0,349311.938885
Case111,313380.0,339487.184908
Case111,288240.0,337168.211531
Case111,259860.0,310356.801473
Case111,258600.0,280519.258864
Case111,228240.0,277679.491748
Case111,212520.0,246235.232584
Case111,173580.0,229367.380528
Case111,171300.0,189614.523689
Case111,164040.0,186255.618614
Case111,141240.0,178066.919592
Case111,140160.0,154562.890866
Case111,140040.0,152655.956925
Case111,133980.0,151775.949782
Case111,108300.0,145074.955351
Case111,86160.0,118983.840609
Case111,86160.0,96416.4952697
Case111,84060.0,95845.5289043
Case111,83040.0,93236.0071022
Case111,72000.0,91737.7356962
Case111,71820.0,80335.9339346
Case111,71160.0,79734.0191218
Case111,63000.0,78686.2698741
Case111,0.0,70225.8181605
Case112,1826460.0,1826460.0
Case112,1824180.0,1824180.0
Case112,1366380.0,1366380.0
Case112,1352760.0,1352760.0
Case112,1339560.0,1339560.0
Case112,1333440.0,1442312.61991
Case112,1305240.0,1416605.48383
Case112,1300740.0,1306908.74229
Case112,1299240.0,1357340.74216
Case112,1297920.0,1354027.4673
Case112,1297920.0,1334773.66758
Case112,1282380.0,1300148.25782
Case112,1272240.0,1285568.08557
Case112,1266180.0,1274839.76797
Case112,1255860.0,1269420.97815
Case112,1219560.0,1258667.8972
Case112,1213920.0,1250677.84172
Case112,1209060.0,1237186.81245
Case112,1209000.0,1223360.07905
Case112,1181520.0,1222246.96761
Case112,1168200.0,1185883.20099
Case112,1133220.0,1172133.24998
Case112,972960.0,1138155.83405
Case112,960240.0,981861.038433
Case112,941640.0,966938.762194
Case112,941640.0,947145.072063
Case112,939660.0,946757.387337
Case112,939660.0,944125.988567
Case112,939120.0,942776.261015
Case112,931140.0,941982.892632
Case112,928260.0,933432.795182
Case112,919440.0,931039.33559
Case112,906960.0,921207.707319
Case112,897300.0,909285.531122
Case112,897300.0,899421.213805
Case112,887040.0,903329.181334
Case112,886920.0,888779.551036
Case112,874080.0,888157.886437
Case112,871680.0,875594.787285
Case112,838500.0,873136.540912
Case112,821760.0,839969.130684
Case112,787560.0,826451.336162
Case112,785640.0,788656.148954
Case112,770640.0,786817.101937
Case112,763440.0,774908.52868
Case112,754440.0,767509.470862
Case112,752460.0,758338.505576
Case112,747720.0,756155.606271
Case112,734640.0,749282.035336
Case112,725640.0,738062.190217
Case112,725640.0,726470.076765
Case112,722040.0,728772.202014
Case112,722040.0,722847.850976
Case112,713100.0,724893.478518
Case112,694980.0,713944.813064
Case112,689640.0,695475.794792
Case112,689580.0,692279.423197
Case112,680520.0,691072.038783
Case112,669780.0,681202.466569
Case112,661860.0,670473.902401
Case112,651900.0,662619.314384
Case112,619320.0,652412.13362
Case112,611520.0,621645.407491
Case112,607920.0,612077.037843
Case112,606720.0,610102.88204
Case112,603240.0,607251.44858
Case112,594720.0,603833.880019
Case112,586860.0,595216.825926
Case112,344700.0,588798.276707
Case112,322260.0,347761.313213
Case112,34440.0,325239.394709
Case112,30840.0,38338.7013294
Case112,2040.0,34608.8680123
Case112,0.0,5678.53470237
Case113,117000.0,117000.0
Case113,103800.0,103800.0
Case113,102780.0,102780.0
Case113,70980.0,70980.0
Case113,16560.0,16560.0
Case113,2100.0,15982.5415938
Case113,1440.0,1015.0922191
Case113,0.0,9208.17668661
Case114,626460.0,626460.0
Case114,609060.0,609060.0
Case114,608880.0,608880.0
Case114,608040.0,608040.0
Case114,604980.0,604980.0
Case114,603900.0,611387.051274
Case114,560880.0,608459.31792
Case114,533760.0,585402.460125
Case114,201840.0,541901.53589
Case114,197340.0,314657.821736
Case114,138240.0,258381.052199
Case114,138180.0,181046.392956
Case114,480.0,137883.345211
Case114,0.0,30376.2141255
Case115,1783140.0,1783140.0
Case115,1760340.0,1760340.0
Case115,1731300.0,1731300.0
Case115,1708260.0,1708260.0
Case115,1706460.0,1706460.0
Case115,1700700.0,1714230.04697
Case115,1700700.0,1706288.27871
Case115,1696320.0,1705022.60196
Case115,1696260.0,1699959.00007
Case115,1693800.0,1699356.62907
Case115,1688400.0,1696491.26485
Case115,1688400.0,1690748.06677
Case115,1685400.0,1690551.32017
Case115,1681920.0,1687252.23254
Case115,1505640.0,1683617.58639
Case115,1501680.0,1535886.25554
Case115,1472400.0,1519463.41807
Case115,1467900.0,1484282.814
Case115,1439700.0,1466601.09894
Case115,1435380.0,1438686.16275
Case115,1274400.0,1434605.99382
Case115,1270800.0,1284754.27676
Case115,1264440.0,1280062.63213
Case115,1259160.0,1272744.91689
Case115,1225140.0,1266670.43094
Case115,1217460.0,1231874.44599
Case115,1217400.0,1223610.48249
Case115,1213800.0,1223072.13293
Case115,1213740.0,1213329.65633
Case115,1188000.0,1218584.86237
Case115,1188000.0,1192529.78133
Case115,1188000.0,1187310.34146
Case115,1184940.0,1187425.3999
Case115,1156500.0,1184281.65413
Case115,1155180.0,1160011.38814
Case115,1151700.0,1158471.09245
Case115,1151640.0,1151194.54553
Case115,1147440.0,1154545.8758
Case115,396180.0,1146984.66372
Case115,390000.0,422102.662549
Case115,389940.0,413858.436625
Case115,383760.0,412222.027829
Case115,57600.0,404525.194682
Case115,54000.0,75392.2804095
Case115,3600.0,70952.7237201
Case115,0.0,19251.5246724
Case116,608940.0,608940.0
Case116,592200.0,592200.0
Case116,592200.0,592200.0
Case116,573720.0,573720.0
Case116,573600.0,573600.0
Case116,562860.0,580244.034615
Case116,547140.0,568201.533131
Case116,543540.0,551301.029784
Case116,521880.0,546498.008736
Case116,519540.0,524888.007654
Case116,515940.0,521847.825156
Case116,514500.0,517938.943708
Case116,514440.0,516125.25229
Case116,490320.0,515976.885157
Case116,231000.0,491997.655075
Case116,202080.0,269519.831392
Case116,143940.0,226352.605888
Case116,117000.0,143940.00006
Case116,58440.0,132360.083177
Case116,53580.0,71188.7347578
Case116,28740.0,64958.8089127
Case116,25140.0,38783.2674009
Case116,3540.0,34240.0568466
Case116,0.0,11750.348378
Case117,39660.0,39660.0
Case117,39660.0,39660.0
Case117,36060.0,36060.0
Case117,36060.0,36060.0
Case117,4500.0,4500.0
Case117,0.0,30282.5296472
Case118,474060.0,474060.0
Case118,469560.0,469560.0
Case118,142260.0,142260.0
Case118,135000.0,135000.0
Case118,134940.0,134940.0
Case118,123120.0,207778.125175
Case118,4980.0,179935.280012
Case118,0.0,73308.4717426
Case119,813960.0,813960.0
Case119,782460.0,782460.0
Case119,700980.0,700980.0
Case119,697680.0,697680.0
Case119,640800.0,640800.0
Case119,603000.0,666664.285487
Case119,576120.0,619838.376751
Case119,556020.0,588350.742798
Case119,381540.0,564824.865018
Case119,343980.0,401811.151017
Case119,290880.0,341967.136056
Case119,256680.0,289065.632516
Case119,205260.0,255012.188916
Case119,171060.0,203787.672664
Case119,157320.0,169924.477398
Case119,133020.0,156184.546866
Case119,122280.0,131941.158697
Case119,85260.0,121271.619455
Case119,72240.0,84330.2839045
Case119,38160.0,71384.1299604
Case119,36000.0,37384.2592606
Case119,0.0,35337.6134388
Case12,1894920.0,1894920.0
Case12,1879200.0,1879200.0
Case12,1874580.0,1874580.0
Case12,1867860.0,1867860.0
Case12,1864140.0,1864140.0
Case12,1861380.0,1868110.53041
Case12,1861200.0,1864096.64435
Case12,1830660.0,1863231.17822
Case12,1830540.0,1836526.40389
Case12,1795320.0,1834533.66289
Case12,1792560.0,1799879.6737
Case12,1771740.0,1796059.37725
Case12,1612440.0,1771448.18235
Case12,1587720.0,1628430.45603
Case12,1586940.0,1600035.87945
Case12,1566060.0,1586940.00146
Case12,1566000.0,1574634.50061
Case12,1559700.0,1574179.56634
Case12,1533780.0,1558640.92173
Case12,1523940.0,1532899.80912
Case12,1521060.0,1529622.931
Case12,1516560.0,1520289.8226
Case12,1040400.0,1521168.56228
Case12,1035900.0,1070372.63124
Case12,990000.0,1062000.09631
Case12,982800.0,1011962.95956
Case12,954000.0,1002593.60514
Case12,949500.0,971657.516136
Case12,918420.0,965705.740984
Case12,908400.0,933147.803705
Case12,907980.0,921999.281299
Case12,904380.0,920636.466821
Case12,867600.0,916173.934545
Case12,867600.0,878592.749586
Case12,863100.0,877899.846393
Case12,863100.0,872763.550085
Case12,818280.0,872182.980415
Case12,817920.0,826920.842167
Case12,817740.0,826067.825134
Case12,817680.0,825432.479667
Case12,817680.0,824951.219489
Case12,811020.0,824560.941912
Case12,809700.0,817558.254164
Case12,807720.0,815905.155328
Case12,292200.0,813617.935834
Case12,285000.0,303925.553421
Case12,223440.0,296140.428637
Case12,217260.0,223440.000061
Case12,34080.0,227175.510371
Case12,34020.0,43435.013703
Case12,3600.0,43014.2735487
Case12,0.0,12150.1290995
Case120,1547520.0,1547520.0
Case120,1530180.0,1530180.0
Case120,1529580.0,1529580.0
Case120,1503900.0,1503900.0
Case120,1499580.0,1499580.0
Case120,1476960.0,1507711.53484
Case120,606960.0,1483965.14476
Case120,603240.0,862225.417383
Case120,589140.0,608924.328802
Case120,585000.0,616568.138318
Case120,148740.0,697564.692507
Case120,144000.0,271591.528572
Case120,94260.0,239258.140584
Case120,81900.0,172323.48925
Case120,81900.0,147117.019216
Case120,75900.0,137261.872716
Case120,74940.0,123760.984808
Case120,62280.0,116676.56015
Case120,62220.0,99377.749437
Case120,61740.0,95103.5271321
Case120,60000.0,91107.4915197
Case120,50100.0,86428.5943915
Case120,4500.0,74256.9779255
Case120,0.0,27700.1594053
Case121,1954980.0,1954980.0
Case121,1947840.0,1947840.0
Case121,1947840.0,1947840.0
Case121,1947780.0,1947780.0
Case121,1943280.0,1943280.0
Case121,1936980.0,1948327.83244
Case121,1922760.0,1939667.95902
Case121,1921560.0,1925779.56108
Case121,1917960.0,1923531.81438
Case121,1910400.0,1919441.51181
Case121,1215960.0,1911641.00133
Case121,1215840.0,1502925.97465
Case121,1211340.0,1365766.01248
Case121,1201920.0,1314946.06793
Case121,1184820.0,1283061.90497
Case121,1177680.0,1252106.22257
Case121,1177620.0,1198550.71788
Case121,1171860.0,1227036.75001
Case121,1137780.0,1215463.5705
Case121,1135500.0,1177961.74649
Case121,1043280.0,1171405.81948
Case121,1041840.0,1079096.65203
Case121,881220.0,1073973.30115
Case121,881160.0,914348.943014
Case121,881040.0,910911.673156
Case121,875460.0,907957.056868
Case121,875460.0,900030.365599
Case121,868800.0,897931.97033
Case121,795600.0,889547.007674
Case121,788580.0,815867.133254
Case121,788460.0,807343.740893
Case121,776640.0,805821.600092
Case121,621120.0,792893.361152
Case121,613860.0,638162.209169
Case121,94680.0,629720.808855
Case121,85020.0,116155.680897
Case121,25380.0,105005.415592
Case121,22980.0,43732.2059569
Case121,21780.0,40224.0548907
Case121,0.0,38015.530297
