id,startTime,event,resource
13,1330772400,19,14
13,1330810560,19,12
13,1330813560,19,14
13,1330836360,19,12
13,1330838400,1,9
13,1330840260,1,9
13,1331011320,1,9
13,1331011680,19,11
13,1331011740,1,9
13,1331011740,19,11
13,1331161680,19,14
13,1331173020,19,14
13,1331183460,19,11
13,1331199420,19,11
13,1331199420,19,11
13,1331214720,19,11
13,1331214840,19,1
13,1331242800,19,1
13,1331250480,19,14
13,1331268600,1,9
13,1331268660,19,14
13,1331271120,1,9
13,1331272740,19,20
13,1331288820,19,20
13,1331377200,19,0
13,1331414760,19,11
13,1331440500,19,11
13,1331441700,19,14
13,1331441880,1,9
13,1331444520,1,9
13,1331445720,1,9
13,1331450220,1,9
13,1331456040,19,0
13,1331474940,19,14
13,1331475060,19,20
13,1331489520,19,20
13,1331532000,1,9
13,1331532480,1,9
13,1331532780,1,9
13,1331537280,1,9
13,1331537280,1,9
13,1331537580,1,9
13,1331845800,19,11
13,1331873220,19,11
13,1331873880,1,9
13,1331874780,19,14
13,1331879520,1,9
13,1331894940,19,14
13,1331983440,19,0
13,1332021240,19,12
13,1332030360,19,12
13,1332063000,19,0
13,1332152940,2,3
13,1332165960,2,3
13,1332167040,9,17
13,1332171780,9,17
13,1332185340,2,16
13,1332189120,2,16
13,1332219120,1,9
13,1332220560,9,17
13,1332229440,1,9
13,1332229560,3,3
13,1332236160,1,9
13,1332237480,3,3
13,1332238380,9,17
13,1332240300,1,9
13,1332240660,1,9
13,1332243660,1,9
13,1332394380,19,11
13,1332408600,1,9
13,1332409560,1,9
13,1332409860,19,11
13,1332409860,19,11
13,1332411300,3,21
13,1332415800,19,11
13,1332416520,3,3
13,1332419580,3,21
13,1332426120,3,3
13,1332426120,9,3
13,1332426600,19,11
13,1332430620,9,3
13,1332451800,19,11
13,1332453600,3,4
13,1332458100,3,4
13,1332478980,1,9
13,1332479520,19,11
13,1332480240,1,9
13,1332495480,3,3
13,1332495540,3,3
13,1332499320,19,11
13,1332529140,19,1
13,1332565200,19,1
13,1332588780,19,0
13,1332622260,19,11
13,1332639300,19,11
13,1332669480,19,0
13,1332709200,3,4
13,1332713700,3,4
13,1332734580,2,4
13,1332735360,2,4
13,1332795600,3,4
13,1332800100,3,4
13,1332917220,1,9
13,1332917280,1,9
13,1332929220,4,5
13,1332932100,4,5
13,1332933180,4,15
13,1332939420,4,15
13,1332939660,4,17
13,1332954540,4,22
13,1332954720,4,17
13,1332968400,6,7
13,1332968400,6,7
13,1332972000,6,7
13,1332972000,6,7
13,1332987960,4,22
13,1332988200,4,5
13,1332993000,4,5
13,1332993540,4,15
13,1332998340,9,3
13,1332998400,9,3
13,1332998460,3,3
13,1333002000,5,9
13,1333002960,3,3
13,1333004280,4,15
13,1333006140,5,9
13,1333006740,4,5
13,1333024980,4,5
13,1333025940,4,17
13,1333032780,4,17
13,1333054800,6,24
13,1333058400,6,24
13,1333081260,5,9
13,1333092480,5,9
14,1331579400,20,0
14,1331590380,20,0
14,1331590380,20,0
14,1331613540,20,0
14,1331615400,20,1
14,1331647800,20,1
14,1331648040,20,20
14,1331660520,20,20
14,1331660640,20,0
14,1331700300,20,0
14,1331701080,20,1
14,1331715540,20,1
14,1331725800,8,6
14,1331730300,8,6
14,1332407640,0,0
14,1332431400,0,0
14,1332439200,0,1
14,1332478800,0,1
14,1332478800,0,11
14,1332479340,20,11
14,1332499260,0,11
14,1332499260,20,11
14,1332563460,20,0
14,1332589860,0,0
14,1332597120,0,0
14,1332597180,20,0
14,1332622320,0,11
14,1332647100,0,11
14,1332648360,0,1
14,1332678720,0,1
14,1332694440,0,0
14,1332733380,0,0
14,1332735660,1,6
14,1332742920,1,6
14,1332765720,2,3
14,1332766800,2,3
14,1332766920,2,4
14,1332772980,2,4
14,1332798660,0,1
14,1332820800,1,6
14,1332820800,1,6
14,1332822900,1,6
14,1332823920,0,1
14,1332834960,0,1
14,1332835140,1,6
14,1332835800,2,3
14,1332843960,2,3
14,1332906960,0,1
15,1331179980,7,12
15,1331182260,7,12
15,1331640060,7,8
15,1331653680,7,8
15,1331666880,7,10
15,1331673000,7,10
15,1331701200,1,18
15,1331705700,7,8
15,1331707200,1,18
15,1331708520,7,8
15,1331708520,7,8
15,1331724060,7,8
15,1331734200,7,10
15,1331740260,7,10
15,1331750580,7,11
15,1331786880,7,11
15,1331792520,7,8
15,1331797380,7,8
15,1331797440,7,8
15,1331824920,7,8
15,1331838240,7,11
15,1331873220,7,11
15,1332033480,7,12
15,1332046200,7,12
15,1332064800,1,18
15,1332064800,1,18
15,1332066780,1,18
15,1332066780,1,18
15,1332067320,2,21
15,1332075300,2,21
15,1332078180,3,3
15,1332087000,3,3
15,1332099480,17,12
15,1332109140,17,12
15,1332109140,17,12
15,1332119400,17,12
15,1332119520,17,14
15,1332132360,17,14
15,1332134760,17,21
15,1332167940,17,21
15,1332184680,17,12
15,1332218880,17,12
15,1332220800,17,8
15,1332235800,5,18
15,1332243000,5,18
15,1332252000,5,18
15,1332253980,5,18
15,1332258720,17,8
15,1332271800,17,12
15,1332280800,6,7
15,1332280800,6,7
15,1332284400,6,7
15,1332284400,6,7
15,1332293340,17,12
15,1332311460,1,18
15,1332316800,1,18
15,1332316860,2,21
15,1332325920,2,21
15,1332336660,17,10
15,1332344580,17,10
15,1332354540,17,12
15,1332387120,17,12
15,1332394920,21,4
15,1332398520,21,4
15,1332399720,21,4
15,1332403200,3,21
15,1332411720,21,4
15,1332419580,3,21
15,1332658140,5,18
15,1332680580,5,18
15,1332968400,6,7
15,1332972000,6,7
15,1333000800,5,18
15,1333002840,5,18
16,1331773740,22,0
16,1331786940,22,0
16,1331787960,16,14
16,1331819760,16,14
16,1331874180,1,6
16,1331888640,1,6
16,1331889300,2,3
16,1331890740,2,3
17,1330473780,19,11
17,1330491180,19,11
17,1330491360,1,9
17,1330492200,19,21
17,1330495260,19,21
17,1330496340,1,9
17,1330539360,19,11
17,1330566480,19,11
17,1330898400,1,9
17,1330902900,1,9
17,1330962000,1,9
17,1330962060,1,9
17,1331099760,1,9
17,1331100240,1,9
18,1330933260,0,0
18,1330956060,0,0
18,1330985100,0,14
18,1331008140,0,14
18,1331009940,0,0
18,1331015700,0,0
18,1331015700,0,0
18,1331020080,0,0
18,1331020140,0,0
18,1331022600,1,18
18,1331028000,1,18
18,1331028000,1,18
18,1331031000,1,18
18,1331034480,0,0
18,1331210760,9,4
18,1331214720,9,4
18,1331244000,9,4
18,1331248500,9,4
18,1331276700,9,4
18,1331281020,9,4
18,1331442000,1,18
18,1331445600,1,18
18,1331451960,3,4
18,1331457240,3,4
18,1331491260,18,23
18,1331498940,18,23
18,1331499000,18,23
18,1331502600,18,23
18,1331502660,18,22
18,1331528400,18,22
18,1331528400,15,18
18,1331528400,18,19
18,1331531460,15,18
18,1331559900,18,19
18,1331561220,18,23
18,1331564700,18,23
18,1331564760,18,23
18,1331568960,18,23
18,1332320220,15,18
18,1332326400,15,18
18,1332326460,2,21
18,1332332640,2,21
18,1332655200,5,18
18,1332658800,5,18
18,1332709200,6,7
18,1332712800,6,7
19,1329886200,14,17
19,1329902940,14,17
19,1329902940,14,17
19,1329921420,14,17
19,1329921540,14,15
19,1329932280,14,15
19,1329948000,6,7
19,1329951600,6,7
19,1329973260,14,17
19,1329975600,5,2
19,1329979200,5,2
19,1329980640,14,17
19,1329980700,14,17
19,1330004820,14,17
19,1330264140,14,17
19,1330293060,14,17
19,1330351200,14,17
19,1330378140,14,17
19,1330436700,14,17
19,1330441560,14,17
19,1330466400,6,7
19,1330470000,6,7
19,1330491600,5,18
19,1330495140,5,18
20,1329948000,6,7
20,1329948000,6,7
20,1329951600,6,7
20,1329951600,6,7
20,1329983160,23,6
20,1329987660,23,6
21,1332626400,19,20
21,1332630900,19,20
21,1332954600,19,11
21,1332961860,19,11
21,1332961920,19,11
21,1332973740,19,11
21,1333091880,1,18
21,1333096860,1,18
22,1332220320,17,10
22,1332251820,17,10
22,1332333300,17,10
22,1332336600,17,10
22,1332393480,17,10
22,1332431280,17,10
22,1332458160,17,12
22,1332478260,17,12
22,1332649140,17,10
22,1332686700,17,10
22,1332739800,17,10
22,1332774000,17,10
22,1332825420,17,10
22,1332859620,17,10
22,1332873360,17,11
22,1332897660,17,11
22,1332908400,17,10
22,1332945420,17,10
22,1332958440,17,11
22,1332992520,17,11
22,1332994680,17,10
22,1333030680,17,10
23,1327538280,24,12
23,1327554000,24,12
23,1327558620,24,10
23,1327565340,24,10
23,1327569060,8,9
23,1327571820,8,9
23,1327572000,24,10
23,1327602540,24,10
23,1327602660,24,12
23,1327637880,24,12
23,1327640640,24,8
23,1327661460,24,8
23,1327820760,24,12
23,1327845480,24,12
23,1327846260,24,8
23,1327867140,24,8
23,1327867200,24,8
23,1327873500,24,8
23,1327899420,24,12
23,1327909260,24,12
23,1327912140,8,9
23,1327916640,8,9
23,1328392800,7,25
23,1328397300,7,25
23,1328443200,3,3
23,1328450400,3,3
23,1328479200,9,4
23,1328483700,9,4
23,1328514780,9,4
23,1328524800,9,4
23,1328525220,2,3
23,1328528820,2,3
23,1328565600,9,4
23,1328565600,9,4
23,1328570100,9,4
23,1328570100,9,4
23,1328614920,5,9
23,1328615280,2,3
23,1328615460,9,4
23,1328615520,9,4
23,1328615520,9,4
23,1328622180,9,4
23,1328623500,5,9
23,1328625480,2,3
23,1329141000,5,9
23,1329148200,5,9
23,1329209760,5,9
23,1329215940,5,9
23,1329399120,5,9
23,1329399180,5,9
23,1329429600,6,7
23,1329433200,6,7
24,1330247940,16,14
24,1330265280,16,14
24,1330265880,16,20
24,1330291560,16,20
24,1330295880,16,11
24,1330318500,16,11
24,1331188500,1,6
24,1331192220,1,6
24,1331206320,2,3
24,1331210460,2,3
24,1331646720,3,3
24,1331651460,3,3
24,1331701200,13,15
24,1331713560,13,15
24,1331713560,13,15
24,1331719560,13,15
24,1331720520,4,19
24,1331733180,4,19
24,1331733240,4,19
24,1331733720,4,19
24,1331735460,4,23
24,1331745360,4,23
24,1331790960,5,6
24,1331795460,5,6
25,1330977600,16,14
25,1330984740,16,14
25,1330984740,16,14
25,1330984800,8,25
25,1330989300,8,25
25,1330995600,16,14
25,1331009820,16,20
25,1331011020,8,6
25,1331014620,8,6
25,1331022180,16,20
25,1331716620,0,14
25,1331716740,0,16
25,1331721240,0,16
25,1331730660,0,14
25,1331747760,0,0
25,1331754900,0,0
25,1331754960,0,0
25,1331760720,0,0
25,1331794800,1,6
25,1331797080,1,6
25,1331889300,2,3
25,1331890740,2,3
25,1332051360,25,3
25,1332051420,25,3
25,1332051540,9,3
25,1332057120,9,3
25,1332057120,3,3
25,1332063780,3,3
25,1332136980,4,23
25,1332144000,4,23
25,1332144120,4,23
25,1332155940,4,23
25,1332311460,15,6
25,1332318720,15,6
25,1332834300,3,3
25,1332843960,3,3
25,1332903600,4,22
25,1332906000,4,22
25,1332907200,4,5
25,1332928980,4,5
26,1330848840,16,20
26,1330858620,16,20
26,1330858680,16,20
26,1330876740,16,20
26,1330923180,16,20
26,1330942440,16,20
26,1330942500,16,20
26,1330946400,1,2
26,1330951800,1,2
26,1330955760,16,20
26,1331098740,1,6
26,1331102340,1,6
26,1331104080,2,3
26,1331108580,2,3
26,1331110680,25,3
26,1331110740,9,4
26,1331115180,25,3
26,1331115240,9,4
26,1331125560,3,3
26,1331129520,3,3
26,1331143860,18,5
26,1331152560,18,5
26,1331152560,18,5
26,1331166060,18,5
26,1331622000,15,18
26,1331635800,15,18
26,1331640000,15,18
26,1331642640,15,18
26,1332280800,3,4
26,1332285300,3,4
26,1332311100,3,3
26,1332317400,3,3
26,1332330720,18,23
26,1332337560,18,23
26,1332339600,18,19
26,1332345300,18,19
26,1332345360,18,19
26,1332359700,18,19
26,1332491400,5,2
26,1332499860,5,2
26,1332648000,5,2
26,1332654000,5,2
26,1332654000,2,3
26,1332659400,2,3
26,1332695280,11,17
26,1332701700,11,17
26,1332734400,5,2
26,1332740400,5,2
26,1332833400,5,2
26,1332835200,5,2
26,1332882000,6,7
26,1332885600,6,7
27,1331676000,0,20
27,1331680500,0,20
27,1331760600,0,0
27,1331769600,0,0
27,1331769600,0,0
27,1331785800,0,0
27,1331789460,0,1
27,1331794260,0,1
27,1331800740,0,1
27,1331826960,0,1
27,1331833740,0,0
27,1331854020,0,0
27,1331854080,0,0
27,1331861400,0,0
27,1331861460,0,0
27,1331866020,0,0
27,1331874600,0,1
27,1331874720,0,1
27,1331874720,0,1
27,1331879460,1,6
27,1331883120,1,6
27,1331894880,0,1
27,1331983320,0,0
27,1332024960,0,12
27,1332025020,0,12
27,1332025020,0,12
27,1332030360,0,12
27,1332046500,0,0
27,1332046800,1,6
27,1332047580,0,0
27,1332055140,0,0
27,1332055200,0,0
27,1332055200,0,0
27,1332055260,0,0
27,1332056460,1,6
27,1332063000,0,0
27,1332075780,2,21
27,1332078780,2,21
28,1332219540,0,0
28,1332246840,0,0
28,1332246900,0,0
28,1332251880,0,0
28,1332251940,0,20
28,1332258840,0,20
28,1332258840,0,1
28,1332275760,0,1
28,1332325680,1,18
28,1332331620,1,18
28,1332338460,2,3
28,1332339600,2,3
28,1332394320,3,21
28,1332395160,3,21
28,1332491460,5,18
28,1332497760,5,18
28,1332658800,5,18
28,1332659700,5,18
28,1332709200,6,7
28,1332712800,6,7
29,1332973800,19,11
29,1332992520,19,11
29,1332995160,19,1
29,1333016520,19,1
29,1333016700,1,9
29,1333024980,19,1
29,1333025880,19,1
29,1333026180,1,9
29,1333028700,19,20
29,1333031340,19,20
30,1332280800,0,20
30,1332285300,0,20
30,1332354420,0,1
30,1332391860,0,1
30,1332392220,0,0
30,1332392400,1,18
30,1332395820,0,0
30,1332395880,0,0
30,1332396000,1,18
30,1332407640,0,0
30,1332429300,1,18
30,1332431580,1,18
30,1332679200,2,3
30,1332679260,2,3
30,1332709200,3,4
30,1332713700,3,4
30,1332739080,3,3
30,1332741900,3,4
30,1332742440,3,3
30,1332744720,3,4
30,1332792000,13,17
30,1332794700,13,17
30,1332820560,13,15
30,1332823680,13,15
30,1332823680,13,15
30,1332833040,13,15
30,1332843960,5,18
30,1332851220,5,18
30,1332882000,6,7
30,1332885600,6,7
31,1330846020,19,11
31,1330866840,19,11
31,1330866840,19,11
31,1330869540,19,11
31,1330877520,19,1
31,1330884480,19,1
31,1330884540,19,14
31,1330922580,19,14
31,1330923360,1,9
31,1330927200,1,9
31,1330927440,19,11
31,1330956060,19,11
31,1330971120,19,14
31,1330971240,19,14
31,1330980840,19,14
31,1330984800,3,4
31,1330985520,19,14
31,1330987080,19,16
31,1330989300,3,4
31,1331007900,19,16
31,1331010060,1,9
31,1331010420,19,11
31,1331012100,1,9
31,1331022540,19,11
31,1331022540,19,11
31,1331033640,1,9
31,1331033700,3,3
31,1331038140,1,9
31,1331039520,3,3
31,1331041980,19,11
31,1331062320,19,16
31,1331069640,2,5
31,1331071200,6,7
31,1331074800,6,7
31,1331077380,2,5
31,1331095800,19,16
31,1331096340,19,11
31,1331097180,1,9
31,1331098260,1,9
31,1331098320,5,9
31,1331102820,5,9
31,1331127720,19,11
31,1331129160,5,9
31,1331131320,1,9
31,1331131380,1,9
31,1331133660,5,9
31,1331210520,3,3
31,1331214900,3,3
31,1331231160,2,5
31,1331237340,2,5
31,1331530500,1,9
31,1331530920,1,9
31,1331532540,1,9
31,1331532660,1,9
31,1331537580,5,9
31,1331542800,5,9
31,1331544840,5,9
31,1331547420,5,9
31,1331547540,3,3
31,1331547600,3,3
31,1331547600,2,3
31,1331547660,5,9
31,1331547660,2,3
31,1331549340,5,9
31,1331589600,6,7
31,1331593200,6,7
31,1331642640,2,19
31,1331644500,2,19
31,1331762400,3,4
31,1331766900,3,4
31,1331810820,3,4
31,1331812740,3,4
31,1332158760,5,9
31,1332165240,5,9
31,1332165600,5,9
31,1332172680,5,9
31,1332194400,6,7
31,1332198000,6,7
31,1332219780,5,9
31,1332220680,5,9
32,1331021880,10,13
32,1331041800,1,18
32,1331049000,1,18
32,1331050860,10,13
32,1331124120,10,13
32,1331139540,10,13
32,1331144340,10,16
32,1331150760,10,16
32,1331182800,1,18
32,1331188800,1,18
32,1331282640,3,3
32,1331287140,3,3
32,1331287200,3,18
32,1331288100,3,18
32,1332108000,6,7
32,1332111600,6,7
32,1332165600,5,18
32,1332167400,5,18
32,1332224820,2,3
32,1332227460,2,3
33,1326800820,24,8
33,1326806220,24,8
33,1326807060,24,8
33,1326808560,24,8
33,1326810180,24,10
33,1326820980,24,10
33,1326837600,6,7
33,1326841200,6,7
33,1326862200,8,9
33,1326865380,8,9
33,1326865500,2,15
33,1326867900,2,15
33,1326875220,5,9
33,1326879720,5,9
34,1331156700,19,14
34,1331161680,19,14
35,1332882000,0,20
35,1332886500,0,20
35,1332954240,0,0
35,1332985380,0,0
35,1332985440,0,0
35,1332992400,0,0
35,1332992700,0,1
35,1333026180,0,1
36,1333032540,0,0
36,1333039740,0,0
36,1333039800,0,0
36,1333054800,0,0
36,1333075500,0,1
36,1333095900,0,1
36,1333140180,0,0
36,1333161900,0,0
37,1332360000,16,14
37,1332390600,16,14
37,1332392460,16,20
37,1332401100,16,21
37,1332403140,16,21
37,1332411420,16,20
37,1332439980,16,14
37,1332458580,16,14
37,1332464160,16,14
37,1332464220,16,14
37,1332464220,16,14
37,1332477060,16,14
37,1332478800,16,20
37,1332498540,16,20
37,1332588720,16,0
37,1332596940,16,0
37,1332597600,16,11
37,1332622140,16,11
37,1332622200,16,11
37,1332647100,16,11
37,1332648480,16,14
37,1332661140,16,14
37,1332666540,16,14
37,1332667620,16,14
37,1332693540,16,20
37,1332707760,16,20
37,1332708120,16,11
37,1332733080,16,11
37,1332733980,16,14
37,1332734400,1,6
37,1332738000,1,6
37,1332742260,16,14
37,1332753000,16,14
37,1332765660,16,14
37,1332766200,16,20
37,1332794220,16,20
37,1332794580,16,11
37,1332819180,16,11
37,1332820800,16,1
37,1332825900,1,6
37,1332829560,1,6
37,1332849600,16,1
37,1332849600,16,1
37,1332853200,16,1
37,1332853620,16,20
37,1332860880,16,20
37,1332867060,16,0
37,1332880380,16,0
37,1332880380,16,0
37,1332886560,16,0
37,1332886560,16,0
37,1332906000,16,0
37,1332910140,16,1
37,1332917220,1,6
37,1332935280,1,6
37,1332940140,16,1
37,1332940380,16,20
37,1332967200,16,20
37,1332968040,16,0
37,1332992460,16,0
37,1332992700,16,1
37,1333011840,1,6
37,1333022700,1,6
37,1333026240,16,1
37,1333028820,16,20
37,1333052880,16,20
37,1333054860,16,0
37,1333075500,16,0
37,1333075500,16,1
37,1333077060,1,6
37,1333080660,1,6
37,1333096020,16,1
38,1333037700,19,11
38,1333053240,19,11
38,1333053240,19,11
38,1333076100,19,11
38,1333078560,1,9
38,1333081260,1,9
39,1332861660,0,20
39,1332880680,0,20
39,1332886620,0,0
39,1332897060,0,0
39,1332910200,0,1
39,1332940140,0,1
39,1333094100,1,2
39,1333097400,1,2
40,1332771180,0,1
40,1332774060,0,1
40,1332780120,0,0
40,1332798240,0,0
40,1332798300,0,0
40,1332819240,0,0
40,1332824760,0,1
40,1332853440,0,1
