Id,concept:name_1,lifecycle:transition_1,org:resource_1,Activity_1,Resource_1,Work_Order_Qty_1,Part_Desc__1,Worker_ID_1,Report_Type_1,Qty_Completed_1,Qty_Rejected_1,Qty_for_MRB_1,concept:name_2,lifecycle:transition_2,org:resource_2,Activity_2,Resource_2,Work_Order_Qty_2,Part_Desc__2,Worker_ID_2,Report_Type_2,Qty_Completed_2,Qty_Rejected_2,Qty_for_MRB_2,concept:name_3,lifecycle:transition_3,org:resource_3,Activity_3,Resource_3,Work_Order_Qty_3,Part_Desc__3,Worker_ID_3,Report_Type_3,Qty_Completed_3,Qty_Rejected_3,Qty_for_MRB_3,concept:name_4,lifecycle:transition_4,org:resource_4,Activity_4,Resource_4,Work_Order_Qty_4,Part_Desc__4,Worker_ID_4,Report_Type_4,Qty_Completed_4,Qty_Rejected_4,Qty_for_MRB_4,concept:name_5,lifecycle:transition_5,org:resource_5,Activity_5,Resource_5,Work_Order_Qty_5,Part_Desc__5,Worker_ID_5,Report_Type_5,Qty_Completed_5,Qty_Rejected_5,Qty_for_MRB_5,concept:name_6,lifecycle:transition_6,org:resource_6,Activity_6,Resource_6,Work_Order_Qty_6,Part_Desc__6,Worker_ID_6,Report_Type_6,Qty_Completed_6,Qty_Rejected_6,Qty_for_MRB_6,concept:name_7,lifecycle:transition_7,org:resource_7,Activity_7,Resource_7,Work_Order_Qty_7,Part_Desc__7,Worker_ID_7,Report_Type_7,Qty_Completed_7,Qty_Rejected_7,Qty_for_MRB_7,concept:name_8,lifecycle:transition_8,org:resource_8,Activity_8,Resource_8,Work_Order_Qty_8,Part_Desc__8,Worker_ID_8,Report_Type_8,Qty_Completed_8,Qty_Rejected_8,Qty_for_MRB_8,concept:name_9,lifecycle:transition_9,org:resource_9,Activity_9,Resource_9,Work_Order_Qty_9,Part_Desc__9,Worker_ID_9,Report_Type_9,Qty_Completed_9,Qty_Rejected_9,Qty_for_MRB_9,concept:name_10,lifecycle:transition_10,org:resource_10,Activity_10,Resource_10,Work_Order_Qty_10,Part_Desc__10,Worker_ID_10,Report_Type_10,Qty_Completed_10,Qty_Rejected_10,Qty_for_MRB_10,concept:name_11,lifecycle:transition_11,org:resource_11,Activity_11,Resource_11,Work_Order_Qty_11,Part_Desc__11,Worker_ID_11,Report_Type_11,Qty_Completed_11,Qty_Rejected_11,Qty_for_MRB_11,concept:name_12,lifecycle:transition_12,org:resource_12,Activity_12,Resource_12,Work_Order_Qty_12,Part_Desc__12,Worker_ID_12,Report_Type_12,Qty_Completed_12,Qty_Rejected_12,Qty_for_MRB_12,concept:name_13,lifecycle:transition_13,org:resource_13,Activity_13,Resource_13,Work_Order_Qty_13,Part_Desc__13,Worker_ID_13,Report_Type_13,Qty_Completed_13,Qty_Rejected_13,Qty_for_MRB_13,concept:name_14,lifecycle:transition_14,org:resource_14,Activity_14,Resource_14,Work_Order_Qty_14,Part_Desc__14,Worker_ID_14,Report_Type_14,Qty_Completed_14,Qty_Rejected_14,Qty_for_MRB_14,remainingTime,prediction
237,17,1,29,17,18,208,209,29,6,210,7,7,17,13,29,17,18,208,209,29,6,210,7,7,9,1,14,9,10,208,209,14,6,69,7,7,9,13,14,9,10,208,209,14,6,69,7,7,17,1,29,17,18,208,209,29,6,211,7,7,17,13,29,17,18,208,209,29,6,211,7,7,17,1,29,17,18,208,209,29,6,7,50,7,17,13,29,17,18,208,209,29,6,7,50,7,21,1,20,21,22,208,209,20,6,4,7,7,21,1,2,21,22,208,209,2,6,82,7,7,21,13,20,21,22,208,209,20,6,4,7,7,21,13,2,21,22,208,209,2,6,82,7,7,155,1,154,155,156,208,209,154,11,7,7,7,155,13,154,155,156,208,209,154,11,7,7,7,4336020.0,-838518.453097
240,75,1,32,75,76,217,218,32,11,7,7,7,75,13,32,75,76,217,218,32,11,7,7,7,75,1,43,75,76,217,218,43,11,12,7,7,75,13,43,75,76,217,218,43,11,12,7,7,75,1,86,75,76,217,218,86,6,66,7,7,75,13,86,75,76,217,218,86,6,66,7,7,75,1,32,75,76,217,218,32,6,53,7,7,75,13,32,75,76,217,218,32,6,53,7,7,75,1,43,75,76,217,218,43,6,101,7,7,75,13,43,75,76,217,218,43,6,101,7,7,75,1,86,75,76,217,218,86,6,66,7,7,75,13,86,75,76,217,218,86,6,66,7,7,35,1,2,35,36,217,218,2,6,7,7,7,35,13,2,35,36,217,218,2,6,7,7,7,776700.0,2001700.27296
242,75,1,32,75,76,101,27,32,11,67,7,7,75,13,32,75,76,101,27,32,11,67,7,7,75,1,32,75,76,101,27,32,6,50,7,7,75,13,32,75,76,101,27,32,6,50,7,7,75,1,14,75,76,101,27,14,6,34,7,7,75,13,14,75,76,101,27,14,6,34,7,7,75,1,43,75,76,101,27,43,6,31,7,7,75,13,43,75,76,101,27,43,6,31,7,7,75,1,32,75,76,101,27,32,6,12,7,7,75,13,32,75,76,101,27,32,6,12,7,7,17,1,52,17,18,101,27,52,6,98,12,7,17,13,52,17,18,101,27,52,6,98,12,7,17,1,52,17,18,101,27,52,6,7,12,7,17,13,52,17,18,101,27,52,6,7,12,7,604440.0,3163293.34054
244,0,1,60,0,3,108,5,60,6,67,7,7,0,13,60,0,3,108,5,60,6,67,7,7,0,1,60,0,3,108,5,60,6,50,7,7,0,13,60,0,3,108,5,60,6,50,7,7,106,1,60,106,107,108,5,60,11,7,7,7,106,13,60,106,107,108,5,60,11,7,7,7,106,1,60,106,107,108,5,60,6,7,7,7,106,13,60,106,107,108,5,60,6,7,7,7,106,1,60,106,107,108,5,60,6,12,7,7,59,1,52,59,18,108,5,52,6,7,7,7,106,13,60,106,107,108,5,60,6,12,7,7,106,1,60,106,107,108,5,60,49,7,7,7,106,13,60,106,107,108,5,60,49,7,7,7,106,1,60,106,107,108,5,60,6,34,7,7,303720.0,3223430.19732
245,23,1,28,23,25,108,5,28,11,7,7,7,23,1,28,23,25,108,5,28,49,7,7,7,23,13,28,23,25,108,5,28,49,7,7,7,17,1,16,17,18,108,5,16,11,7,7,7,17,13,16,17,18,108,5,16,11,7,7,7,23,13,28,23,25,108,5,28,11,7,7,7,23,1,28,23,25,108,5,28,11,12,7,7,23,13,28,23,25,108,5,28,11,12,7,7,23,1,28,23,25,108,5,28,6,34,7,7,23,13,28,23,25,108,5,28,6,34,7,7,23,1,71,23,25,108,5,71,11,12,7,7,23,13,71,23,25,108,5,71,11,12,7,7,23,1,71,23,25,108,5,71,6,34,7,7,23,13,71,23,25,108,5,71,6,34,7,7,2403600.0,2764473.47325
25,109,1,86,109,110,63,111,86,11,34,7,7,109,13,86,109,110,63,111,86,11,34,7,7,109,1,86,109,110,63,111,86,6,19,7,7,109,13,86,109,110,63,111,86,6,19,7,7,109,1,86,109,110,63,111,86,11,7,7,7,109,13,86,109,110,63,111,86,11,7,7,7,109,1,43,109,110,63,111,43,11,12,7,7,109,13,43,109,110,63,111,43,11,12,7,7,109,1,43,109,110,63,111,43,6,42,7,7,109,13,43,109,110,63,111,43,6,42,7,7,109,1,86,109,110,63,111,86,6,108,7,7,109,13,86,109,110,63,111,86,6,108,7,7,17,1,16,17,18,63,111,16,6,63,7,7,17,13,16,17,18,63,111,16,6,63,7,7,2854200.0,505867.772007
263,40,1,39,40,41,37,234,39,11,7,7,7,40,13,39,40,41,37,234,39,11,7,7,7,40,1,39,40,41,37,234,39,11,7,7,7,40,13,39,40,41,37,234,39,11,7,7,7,40,1,39,40,41,37,234,39,11,12,7,7,17,1,52,17,18,37,234,52,6,7,7,7,40,13,39,40,41,37,234,39,11,12,7,7,40,1,39,40,41,37,234,39,49,7,7,7,17,13,52,17,18,37,234,52,6,7,7,7,40,13,39,40,41,37,234,39,49,7,7,7,40,1,39,40,41,37,234,39,6,44,7,7,40,13,39,40,41,37,234,39,6,44,7,7,40,1,39,40,41,37,234,39,6,12,7,7,40,13,39,40,41,37,234,39,6,12,7,7,1533240.0,-2441191.04627
267,9,1,14,9,10,163,164,14,11,7,7,7,9,13,14,9,10,163,164,14,11,7,7,7,9,1,32,9,10,163,164,32,11,67,7,7,9,13,32,9,10,163,164,32,11,67,7,7,9,1,32,9,10,163,164,32,6,61,7,7,9,13,32,9,10,163,164,32,6,61,7,7,9,1,14,9,10,163,164,14,6,89,7,7,17,1,29,17,18,163,164,29,6,7,7,7,17,13,29,17,18,163,164,29,6,7,7,7,9,13,14,9,10,163,164,14,6,89,7,7,9,1,43,9,10,163,164,43,6,79,7,7,9,13,43,9,10,163,164,43,6,79,7,7,9,1,43,9,10,163,164,43,6,79,7,7,9,13,43,9,10,163,164,43,6,79,7,7,7090200.0,1296373.08884
268,40,1,45,40,41,117,239,45,11,12,7,7,40,13,45,40,41,117,239,45,11,12,7,7,40,1,45,40,41,117,239,45,11,7,7,7,17,1,29,17,18,117,239,29,6,7,7,7,40,13,45,40,41,117,239,45,11,7,7,7,17,13,29,17,18,117,239,29,6,7,7,7,40,1,45,40,41,117,239,45,11,7,7,7,17,1,29,17,18,117,239,29,6,7,7,7,17,13,29,17,18,117,239,29,6,7,7,7,40,13,45,40,41,117,239,45,11,7,7,7,40,1,45,40,41,117,239,45,6,66,7,7,40,13,45,40,41,117,239,45,6,66,7,7,40,1,99,40,41,117,239,99,6,44,7,7,40,13,99,40,41,117,239,99,6,44,7,7,1755840.0,3015851.83178
27,40,1,45,40,41,93,38,45,11,7,7,7,40,13,45,40,41,93,38,45,11,7,7,7,40,1,45,40,41,93,38,45,11,12,7,7,40,13,45,40,41,93,38,45,11,12,7,7,40,1,45,40,41,93,38,45,11,7,7,7,40,13,45,40,41,93,38,45,11,7,7,7,40,1,45,40,41,93,38,45,6,44,7,7,40,13,45,40,41,93,38,45,6,44,7,7,40,1,45,40,41,93,38,45,11,7,7,7,40,13,45,40,41,93,38,45,11,7,7,7,40,1,45,40,41,93,38,45,6,7,7,7,40,13,45,40,41,93,38,45,6,7,7,7,40,1,45,40,41,93,38,45,6,93,7,7,40,13,45,40,41,93,38,45,6,93,7,7,258780.0,885979.580096
272,23,1,28,23,25,89,27,28,11,7,7,7,23,13,28,23,25,89,27,28,11,7,7,7,23,1,71,23,25,89,27,71,11,12,7,7,23,13,71,23,25,89,27,71,11,12,7,7,23,1,71,23,25,89,27,71,6,66,7,7,23,13,71,23,25,89,27,71,6,66,7,7,23,1,28,23,25,89,27,28,6,50,7,7,17,1,29,17,18,89,27,29,6,37,67,7,23,13,28,23,25,89,27,28,6,50,7,7,17,13,29,17,18,89,27,29,6,37,67,7,35,1,20,35,36,89,27,20,6,37,7,7,35,13,20,35,36,89,27,20,6,37,7,7,17,1,29,17,18,89,27,29,6,7,7,7,21,1,20,21,22,89,27,20,6,37,7,7,343620.0,-1888959.34833
273,23,1,28,23,25,93,27,28,11,12,7,7,23,13,28,23,25,93,27,28,11,12,7,7,23,1,28,23,25,93,27,28,6,50,7,7,23,1,24,23,25,93,27,24,6,15,7,7,23,13,24,23,25,93,27,24,6,15,7,7,17,1,29,17,18,93,27,29,6,93,7,7,23,13,28,23,25,93,27,28,6,50,7,7,17,13,29,17,18,93,27,29,6,93,7,7,35,1,20,35,36,93,27,20,6,93,7,7,35,13,20,35,36,93,27,20,6,93,7,7,21,1,20,21,22,93,27,20,6,93,7,7,21,13,20,21,22,93,27,20,6,93,7,7,0,1,20,0,3,93,27,20,6,93,7,7,0,13,20,0,3,93,27,20,6,93,7,7,187200.0,-385556.526213
277,225,1,224,225,226,50,5,224,6,50,7,7,225,13,224,225,226,50,5,224,6,50,7,7,17,1,81,17,18,50,5,81,6,50,7,7,17,13,81,17,18,50,5,81,6,50,7,7,0,1,60,0,3,50,5,60,6,50,7,7,0,13,60,0,3,50,5,60,6,50,7,7,94,1,60,94,95,50,5,60,11,7,7,7,94,13,60,94,95,50,5,60,11,7,7,7,94,1,60,94,95,50,5,60,6,7,7,7,94,13,60,94,95,50,5,60,6,7,7,7,94,1,60,94,95,50,5,60,6,50,7,7,94,13,60,94,95,50,5,60,6,50,7,7,0,1,60,0,3,50,5,60,6,50,7,7,0,13,60,0,3,50,5,60,6,50,7,7,103740.0,-2653609.92741
28,75,1,32,75,76,153,38,32,11,7,7,7,75,13,32,75,76,153,38,32,11,7,7,7,75,1,32,75,76,153,38,32,11,50,7,7,75,13,32,75,76,153,38,32,11,50,7,7,75,1,14,75,76,153,38,14,11,67,7,7,17,1,29,17,18,153,38,29,6,7,7,7,17,13,29,17,18,153,38,29,6,7,7,7,75,13,14,75,76,153,38,14,11,67,7,7,17,1,29,17,18,153,38,29,6,7,7,7,17,13,29,17,18,153,38,29,6,7,7,7,75,1,14,75,76,153,38,14,11,50,7,7,75,13,14,75,76,153,38,14,11,50,7,7,75,1,45,75,76,153,38,45,6,66,7,7,75,13,45,75,76,153,38,45,6,66,7,7,2917560.0,2494332.05314
31,9,1,8,9,10,79,5,8,11,7,7,7,9,13,8,9,10,79,5,8,11,7,7,7,9,1,8,9,10,79,5,8,11,12,7,7,9,13,8,9,10,79,5,8,11,12,7,7,9,1,8,9,10,79,5,8,6,50,7,7,9,13,8,9,10,79,5,8,6,50,7,7,9,1,43,9,10,79,5,43,6,169,7,7,9,13,43,9,10,79,5,43,6,169,7,7,17,1,16,17,18,79,5,16,6,92,12,7,17,13,16,17,18,79,5,16,6,92,12,7,17,1,16,17,18,79,5,16,6,7,12,7,17,13,16,17,18,79,5,16,6,7,12,7,21,1,20,21,22,79,5,20,6,92,7,7,21,13,20,21,22,79,5,20,6,92,7,7,2685960.0,2974004.31666
37,40,1,45,40,41,80,38,45,11,12,7,7,104,1,71,104,25,80,38,71,6,7,7,7,104,13,71,104,25,80,38,71,6,7,7,7,40,13,45,40,41,80,38,45,11,12,7,7,40,1,45,40,41,80,38,45,11,12,7,7,40,13,45,40,41,80,38,45,11,12,7,7,40,1,32,40,41,80,38,32,6,44,7,7,40,13,32,40,41,80,38,32,6,44,7,7,40,1,240,40,41,80,38,240,6,196,7,7,40,13,240,40,41,80,38,240,6,196,7,7,40,1,45,40,41,80,38,45,11,7,7,7,40,13,45,40,41,80,38,45,11,7,7,7,40,1,45,40,41,80,38,45,6,63,7,7,40,13,45,40,41,80,38,45,6,63,7,7,1753380.0,936943.28899
38,9,1,14,9,10,181,5,14,11,7,7,7,9,13,14,9,10,181,5,14,11,7,7,7,109,1,86,109,110,181,5,86,11,12,7,7,109,13,86,109,110,181,5,86,11,12,7,7,9,1,8,9,10,181,5,8,11,7,7,7,9,13,8,9,10,181,5,8,11,7,7,7,9,1,8,9,10,181,5,8,6,67,7,7,9,13,8,9,10,181,5,8,6,67,7,7,9,1,8,9,10,181,5,8,11,7,7,7,9,13,8,9,10,181,5,8,11,7,7,7,9,1,8,9,10,181,5,8,6,66,7,7,9,13,8,9,10,181,5,8,6,66,7,7,109,1,45,109,110,181,5,45,6,7,7,7,9,1,45,9,10,181,5,45,6,67,7,7,4765320.0,2362292.22885
47,40,1,39,40,41,4,38,39,11,12,7,7,40,13,39,40,41,4,38,39,11,12,7,7,40,1,39,40,41,4,38,39,49,7,7,7,17,1,29,17,18,4,38,29,6,7,7,7,40,13,39,40,41,4,38,39,49,7,7,7,40,1,39,40,41,4,38,39,6,19,7,7,17,13,29,17,18,4,38,29,6,7,7,7,40,13,39,40,41,4,38,39,6,19,7,7,40,1,39,40,41,4,38,39,11,7,7,7,40,13,39,40,41,4,38,39,11,7,7,7,40,1,39,40,41,4,38,39,6,7,7,7,40,13,39,40,41,4,38,39,6,7,7,7,17,1,29,17,18,4,38,29,6,4,7,7,17,13,29,17,18,4,38,29,6,4,7,7,1273680.0,1956710.5926
52,40,1,45,40,41,229,38,45,6,63,7,7,40,13,45,40,41,229,38,45,6,63,7,7,40,1,39,40,41,229,38,39,11,7,7,7,40,13,39,40,41,229,38,39,11,7,7,7,40,1,39,40,41,229,38,39,49,7,7,7,40,13,39,40,41,229,38,39,49,7,7,7,40,1,39,40,41,229,38,39,11,7,7,7,40,13,39,40,41,229,38,39,11,7,7,7,40,1,39,40,41,229,38,39,11,12,7,7,40,13,39,40,41,229,38,39,11,12,7,7,40,1,39,40,41,229,38,39,49,7,7,7,40,13,39,40,41,229,38,39,49,7,7,7,40,1,39,40,41,229,38,39,6,248,7,7,40,13,39,40,41,229,38,39,6,248,7,7,543480.0,3629702.30874
59,75,1,32,75,76,4,38,32,11,67,7,7,75,13,32,75,76,4,38,32,11,67,7,7,75,1,86,75,76,4,38,86,6,42,7,7,75,13,86,75,76,4,38,86,6,42,7,7,75,1,43,75,76,4,38,43,6,12,7,7,75,13,43,75,76,4,38,43,6,12,7,7,17,1,29,17,18,4,38,29,6,42,7,7,17,13,29,17,18,4,38,29,6,42,7,7,21,1,90,21,22,4,38,90,6,42,7,7,21,13,90,21,22,4,38,90,6,42,7,7,0,1,251,0,3,4,38,251,6,42,7,7,0,13,251,0,3,4,38,251,6,42,7,7,56,1,57,56,56,4,38,57,6,42,7,7,56,13,57,56,56,4,38,57,6,42,7,7,131580.0,-2215784.51357
6,40,1,45,40,41,252,218,45,11,12,7,7,40,1,45,40,41,252,218,45,11,7,7,7,40,13,45,40,41,252,218,45,11,12,7,7,40,13,45,40,41,252,218,45,11,7,7,7,40,1,39,40,41,252,218,39,11,7,7,7,40,13,39,40,41,252,218,39,11,7,7,7,40,1,39,40,41,252,218,39,11,12,7,7,40,13,39,40,41,252,218,39,11,12,7,7,40,1,45,40,41,252,218,45,11,7,7,7,40,13,45,40,41,252,218,45,11,7,7,7,40,1,45,40,41,252,218,45,6,46,7,7,40,13,45,40,41,252,218,45,6,46,7,7,17,1,29,17,18,252,218,29,6,7,7,7,17,1,29,17,18,252,218,29,6,7,7,7,1621500.0,2938679.72189
