Id,concept:name_1,lifecycle:transition_1,org:resource_1,Activity_1,Resource_1,Work_Order_Qty_1,Part_Desc__1,Worker_ID_1,Report_Type_1,Qty_Completed_1,Qty_Rejected_1,Qty_for_MRB_1,concept:name_2,lifecycle:transition_2,org:resource_2,Activity_2,Resource_2,Work_Order_Qty_2,Part_Desc__2,Worker_ID_2,Report_Type_2,Qty_Completed_2,Qty_Rejected_2,Qty_for_MRB_2,concept:name_3,lifecycle:transition_3,org:resource_3,Activity_3,Resource_3,Work_Order_Qty_3,Part_Desc__3,Worker_ID_3,Report_Type_3,Qty_Completed_3,Qty_Rejected_3,Qty_for_MRB_3,concept:name_4,lifecycle:transition_4,org:resource_4,Activity_4,Resource_4,Work_Order_Qty_4,Part_Desc__4,Worker_ID_4,Report_Type_4,Qty_Completed_4,Qty_Rejected_4,Qty_for_MRB_4,concept:name_5,lifecycle:transition_5,org:resource_5,Activity_5,Resource_5,Work_Order_Qty_5,Part_Desc__5,Worker_ID_5,Report_Type_5,Qty_Completed_5,Qty_Rejected_5,Qty_for_MRB_5,concept:name_6,lifecycle:transition_6,org:resource_6,Activity_6,Resource_6,Work_Order_Qty_6,Part_Desc__6,Worker_ID_6,Report_Type_6,Qty_Completed_6,Qty_Rejected_6,Qty_for_MRB_6,concept:name_7,lifecycle:transition_7,org:resource_7,Activity_7,Resource_7,Work_Order_Qty_7,Part_Desc__7,Worker_ID_7,Report_Type_7,Qty_Completed_7,Qty_Rejected_7,Qty_for_MRB_7,concept:name_8,lifecycle:transition_8,org:resource_8,Activity_8,Resource_8,Work_Order_Qty_8,Part_Desc__8,Worker_ID_8,Report_Type_8,Qty_Completed_8,Qty_Rejected_8,Qty_for_MRB_8,concept:name_9,lifecycle:transition_9,org:resource_9,Activity_9,Resource_9,Work_Order_Qty_9,Part_Desc__9,Worker_ID_9,Report_Type_9,Qty_Completed_9,Qty_Rejected_9,Qty_for_MRB_9,concept:name_10,lifecycle:transition_10,org:resource_10,Activity_10,Resource_10,Work_Order_Qty_10,Part_Desc__10,Worker_ID_10,Report_Type_10,Qty_Completed_10,Qty_Rejected_10,Qty_for_MRB_10,concept:name_11,lifecycle:transition_11,org:resource_11,Activity_11,Resource_11,Work_Order_Qty_11,Part_Desc__11,Worker_ID_11,Report_Type_11,Qty_Completed_11,Qty_Rejected_11,Qty_for_MRB_11,concept:name_12,lifecycle:transition_12,org:resource_12,Activity_12,Resource_12,Work_Order_Qty_12,Part_Desc__12,Worker_ID_12,Report_Type_12,Qty_Completed_12,Qty_Rejected_12,Qty_for_MRB_12,concept:name_13,lifecycle:transition_13,org:resource_13,Activity_13,Resource_13,Work_Order_Qty_13,Part_Desc__13,Worker_ID_13,Report_Type_13,Qty_Completed_13,Qty_Rejected_13,Qty_for_MRB_13,concept:name_14,lifecycle:transition_14,org:resource_14,Activity_14,Resource_14,Work_Order_Qty_14,Part_Desc__14,Worker_ID_14,Report_Type_14,Qty_Completed_14,Qty_Rejected_14,Qty_for_MRB_14,remainingTime,prediction
1,9,1,8,9,10,4,5,8,11,12,7,7,9,13,8,9,10,4,5,8,11,12,7,7,9,1,8,9,10,4,5,8,6,12,7,7,9,13,8,9,10,4,5,8,6,12,7,7,9,1,14,9,10,4,5,14,11,7,7,7,9,13,14,9,10,4,5,14,11,7,7,7,9,1,14,9,10,4,5,14,6,15,7,7,9,13,14,9,10,4,5,14,6,15,7,7,17,1,16,17,18,4,5,16,6,19,12,7,17,13,16,17,18,4,5,16,6,19,12,7,21,1,20,21,22,4,5,20,6,19,7,7,21,13,20,21,22,4,5,20,6,19,7,7,0,1,2,0,3,4,5,2,6,7,7,7,0,1,2,0,3,4,5,2,6,7,7,7,262800.0,427714.8
103,40,1,39,40,41,53,54,39,49,7,7,7,40,13,39,40,41,53,54,39,49,7,7,7,40,1,45,40,41,53,54,45,11,7,7,7,40,13,45,40,41,53,54,45,11,7,7,7,40,1,39,40,41,53,54,39,11,7,7,7,40,13,39,40,41,53,54,39,11,7,7,7,40,1,45,40,41,53,54,45,11,7,7,7,40,13,45,40,41,53,54,45,11,7,7,7,40,1,45,40,41,53,54,45,6,55,7,7,40,13,45,40,41,53,54,45,6,55,7,7,17,1,29,17,18,53,54,29,6,7,7,7,40,1,39,40,41,53,54,39,6,15,7,7,40,13,39,40,41,53,54,39,6,15,7,7,17,13,29,17,18,53,54,29,6,7,7,7,483720.0,1113799.2
138,9,1,14,9,10,101,5,14,11,7,7,7,9,13,14,9,10,101,5,14,11,7,7,7,9,1,8,9,10,101,5,8,11,12,7,7,9,13,8,9,10,101,5,8,11,12,7,7,9,1,8,9,10,101,5,8,6,66,7,7,9,13,8,9,10,101,5,8,6,66,7,7,9,1,14,9,10,101,5,14,6,37,7,7,9,13,14,9,10,101,5,14,6,37,7,7,109,1,86,109,110,101,5,86,6,108,7,7,109,13,86,109,110,101,5,86,6,108,7,7,17,1,16,17,18,101,5,16,6,7,12,7,17,13,16,17,18,101,5,16,6,7,12,7,17,1,16,17,18,101,5,16,6,7,67,7,17,13,16,17,18,101,5,16,6,7,67,7,13380.0,732577.2
140,109,1,86,109,110,108,5,86,11,67,7,7,109,13,86,109,110,108,5,86,11,67,7,7,109,1,14,109,110,108,5,14,6,50,7,7,109,13,14,109,110,108,5,14,6,50,7,7,17,1,81,17,18,108,5,81,6,50,67,7,17,13,81,17,18,108,5,81,6,50,67,7,21,1,2,21,22,108,5,2,6,50,7,7,21,13,2,21,22,108,5,2,6,50,7,7,0,1,20,0,3,108,5,20,6,50,7,7,0,13,20,0,3,108,5,20,6,50,7,7,119,1,120,119,121,108,5,120,11,12,7,7,119,13,120,119,121,108,5,120,11,12,7,7,119,1,120,119,121,108,5,120,6,67,7,7,119,13,120,119,121,108,5,120,6,67,7,7,230220.0,344296.8
145,123,1,39,123,41,117,122,39,11,67,7,7,123,13,39,123,41,117,122,39,11,67,7,7,123,1,45,123,41,117,122,45,6,46,7,7,123,13,45,123,41,117,122,45,6,46,7,7,123,1,39,123,41,117,122,39,6,7,7,7,123,13,39,123,41,117,122,39,6,7,7,7,123,1,39,123,41,117,122,39,6,103,7,7,123,13,39,123,41,117,122,39,6,103,7,7,30,1,29,30,18,117,122,29,6,117,7,7,30,13,29,30,18,117,122,29,6,117,7,7,35,1,20,35,36,117,122,20,6,117,7,7,35,13,20,35,36,117,122,20,6,117,7,7,0,1,20,0,3,117,122,20,6,117,7,7,0,13,20,0,3,117,122,20,6,117,7,7,840300.0,368070.0
179,157,1,99,157,95,147,5,99,6,7,7,7,157,13,99,157,95,147,5,99,6,7,7,7,59,1,16,59,18,147,5,16,6,4,7,7,59,13,16,59,18,147,5,16,6,4,7,7,56,1,57,56,56,147,5,57,6,4,7,7,56,13,57,56,56,147,5,57,6,4,7,7,158,1,60,158,107,147,5,60,6,7,7,7,158,13,60,158,107,147,5,60,6,7,7,7,59,1,16,59,18,147,5,16,6,7,7,7,59,13,16,59,18,147,5,16,6,7,7,7,56,1,57,56,56,147,5,57,6,67,7,7,56,13,57,56,56,147,5,57,6,67,7,7,59,1,16,59,18,147,5,16,6,67,12,7,59,13,16,59,18,147,5,16,6,67,12,7,0.0,464550.0
182,17,1,29,17,18,160,38,29,6,7,7,7,17,13,29,17,18,160,38,29,6,7,7,7,158,1,60,158,107,160,38,60,6,7,7,7,158,13,60,158,107,160,38,60,6,7,7,7,59,1,29,59,18,160,38,29,6,108,12,7,59,13,29,59,18,160,38,29,6,108,12,7,17,1,29,17,18,160,38,29,6,7,50,7,17,13,29,17,18,160,38,29,6,7,50,7,56,1,57,56,56,160,38,57,6,108,7,7,56,13,57,56,56,160,38,57,6,108,7,7,17,1,29,17,18,160,38,29,6,67,7,7,17,13,29,17,18,160,38,29,6,67,7,7,75,1,112,75,76,160,38,112,6,108,7,7,75,13,112,75,76,160,38,112,6,108,7,7,749940.0,567687.6
200,173,1,112,173,72,64,5,112,6,12,7,7,173,13,112,173,72,64,5,112,6,12,7,7,157,1,99,157,95,64,5,99,6,7,7,7,157,13,99,157,95,64,5,99,6,7,7,7,59,1,81,59,18,64,5,81,6,12,7,7,59,13,81,59,18,64,5,81,6,12,7,7,59,1,81,59,18,64,5,81,6,7,12,7,59,13,81,59,18,64,5,81,6,7,12,7,56,1,57,56,56,64,5,57,6,12,7,7,56,13,57,56,56,64,5,57,6,12,7,7,0,1,120,0,3,64,5,120,6,12,7,7,155,1,120,155,156,64,5,120,6,12,7,7,0,13,120,0,3,64,5,120,6,12,7,7,155,13,120,155,156,64,5,120,6,12,7,7,0.0,412789.2
218,194,1,193,194,195,191,179,193,6,196,7,7,194,13,193,194,195,191,179,193,6,196,7,7,194,1,197,194,195,191,179,197,6,117,7,7,194,13,197,194,195,191,179,197,6,117,7,7,194,1,197,194,195,191,179,197,6,196,7,7,194,13,197,194,195,191,179,197,6,196,7,7,194,1,193,194,195,191,179,193,6,188,7,7,194,13,193,194,195,191,179,193,6,188,7,7,59,1,52,59,18,191,179,52,6,7,7,7,59,13,52,59,18,191,179,52,6,7,7,7,56,1,57,56,56,191,179,57,6,192,7,7,56,13,57,56,56,191,179,57,6,192,7,7,21,1,20,21,22,191,179,20,6,192,7,7,59,1,52,59,18,191,179,52,6,192,7,7,3000.0,507589.2
246,23,1,71,23,25,80,219,71,6,4,7,7,23,13,71,23,25,80,219,71,6,4,7,7,23,1,28,23,25,80,219,28,6,42,7,7,23,13,28,23,25,80,219,28,6,42,7,7,23,1,71,23,25,80,219,71,6,55,7,7,23,13,71,23,25,80,219,71,6,55,7,7,17,1,52,17,18,80,219,52,6,69,67,7,17,13,52,17,18,80,219,52,6,69,67,7,21,1,2,21,22,80,219,2,6,69,7,7,21,13,2,21,22,80,219,2,6,69,7,7,35,1,20,35,36,80,219,20,6,61,7,7,35,13,20,35,36,80,219,20,6,61,7,7,35,1,2,35,36,80,219,2,6,7,7,7,35,13,2,35,36,80,219,2,6,7,7,7,344700.0,514328.4
248,23,1,28,23,25,51,47,28,11,12,7,7,23,13,28,23,25,51,47,28,11,12,7,7,23,1,28,23,25,51,47,28,6,42,7,7,23,13,28,23,25,51,47,28,6,42,7,7,23,1,71,23,25,51,47,71,6,66,7,7,23,13,71,23,25,51,47,71,6,66,7,7,0,1,2,0,3,51,47,2,6,7,7,7,0,13,2,0,3,51,47,2,6,7,7,7,17,1,81,17,18,51,47,81,6,51,7,7,17,13,81,17,18,51,47,81,6,51,7,7,21,1,20,21,22,51,47,20,6,51,7,7,21,13,20,21,22,51,47,20,6,51,7,7,35,1,20,35,36,51,47,20,6,4,7,7,35,1,20,35,36,51,47,20,6,55,7,7,669000.0,848016.0
249,40,1,45,40,41,220,38,45,11,12,7,7,40,13,45,40,41,220,38,45,11,12,7,7,40,1,45,40,41,220,38,45,11,7,7,7,40,13,45,40,41,220,38,45,11,7,7,7,17,1,52,17,18,220,38,52,6,7,7,7,17,13,52,17,18,220,38,52,6,7,7,7,40,1,45,40,41,220,38,45,6,37,7,7,40,13,45,40,41,220,38,45,6,37,7,7,40,1,45,40,41,220,38,45,6,222,7,7,40,13,45,40,41,220,38,45,6,222,7,7,40,1,8,40,41,220,38,8,6,103,7,7,40,13,8,40,41,220,38,8,6,103,7,7,17,1,52,17,18,220,38,52,6,221,7,7,17,13,52,17,18,220,38,52,6,221,7,7,513900.0,437853.6
264,75,1,90,75,76,235,218,90,11,67,7,7,75,13,90,75,76,235,218,90,11,67,7,7,75,1,90,75,76,235,218,90,6,67,7,7,75,1,43,75,76,235,218,43,6,34,7,7,75,13,90,75,76,235,218,90,6,67,7,7,75,13,43,75,76,235,218,43,6,34,7,7,75,1,32,75,76,235,218,32,6,114,7,7,75,13,32,75,76,235,218,32,6,114,7,7,17,1,29,17,18,235,218,29,6,7,7,7,17,13,29,17,18,235,218,29,6,7,7,7,75,1,14,75,76,235,218,14,6,92,7,7,75,13,14,75,76,235,218,14,6,92,7,7,75,1,86,75,76,235,218,86,6,108,7,7,75,13,86,75,76,235,218,86,6,108,7,7,151980.0,528704.4
273,23,1,28,23,25,93,27,28,11,12,7,7,23,13,28,23,25,93,27,28,11,12,7,7,23,1,28,23,25,93,27,28,6,50,7,7,23,1,24,23,25,93,27,24,6,15,7,7,23,13,24,23,25,93,27,24,6,15,7,7,17,1,29,17,18,93,27,29,6,93,7,7,23,13,28,23,25,93,27,28,6,50,7,7,17,13,29,17,18,93,27,29,6,93,7,7,35,1,20,35,36,93,27,20,6,93,7,7,35,13,20,35,36,93,27,20,6,93,7,7,21,1,20,21,22,93,27,20,6,93,7,7,21,13,20,21,22,93,27,20,6,93,7,7,0,1,20,0,3,93,27,20,6,93,7,7,0,13,20,0,3,93,27,20,6,93,7,7,187200.0,464888.4
52,40,1,45,40,41,229,38,45,6,63,7,7,40,13,45,40,41,229,38,45,6,63,7,7,40,1,39,40,41,229,38,39,11,7,7,7,40,13,39,40,41,229,38,39,11,7,7,7,40,1,39,40,41,229,38,39,49,7,7,7,40,13,39,40,41,229,38,39,49,7,7,7,40,1,39,40,41,229,38,39,11,7,7,7,40,13,39,40,41,229,38,39,11,7,7,7,40,1,39,40,41,229,38,39,11,12,7,7,40,13,39,40,41,229,38,39,11,12,7,7,40,1,39,40,41,229,38,39,49,7,7,7,40,13,39,40,41,229,38,39,49,7,7,7,40,1,39,40,41,229,38,39,6,248,7,7,40,13,39,40,41,229,38,39,6,248,7,7,543480.0,1101282.0
53,40,1,45,40,41,4,249,45,11,7,7,7,40,13,45,40,41,4,249,45,11,7,7,7,40,1,39,40,41,4,249,39,11,7,7,7,40,13,39,40,41,4,249,39,11,7,7,7,40,1,39,40,41,4,249,39,49,7,7,7,40,13,39,40,41,4,249,39,49,7,7,7,40,1,39,40,41,4,249,39,11,12,7,7,40,13,39,40,41,4,249,39,11,12,7,7,40,1,39,40,41,4,249,39,6,19,7,7,40,13,39,40,41,4,249,39,6,19,7,7,40,1,39,40,41,4,249,39,11,7,7,7,40,13,39,40,41,4,249,39,11,7,7,7,40,1,45,40,41,4,249,45,11,7,7,7,17,1,52,17,18,4,249,52,6,7,7,7,842400.0,1066210.8
59,75,1,32,75,76,4,38,32,11,67,7,7,75,13,32,75,76,4,38,32,11,67,7,7,75,1,86,75,76,4,38,86,6,42,7,7,75,13,86,75,76,4,38,86,6,42,7,7,75,1,43,75,76,4,38,43,6,12,7,7,75,13,43,75,76,4,38,43,6,12,7,7,17,1,29,17,18,4,38,29,6,42,7,7,17,13,29,17,18,4,38,29,6,42,7,7,21,1,90,21,22,4,38,90,6,42,7,7,21,13,90,21,22,4,38,90,6,42,7,7,0,1,251,0,3,4,38,251,6,42,7,7,0,13,251,0,3,4,38,251,6,42,7,7,56,1,57,56,56,4,38,57,6,42,7,7,56,13,57,56,56,4,38,57,6,42,7,7,131580.0,774898.8
66,123,1,39,123,41,4,122,39,11,12,7,7,123,13,39,123,41,4,122,39,11,12,7,7,123,1,39,123,41,4,122,39,6,19,7,7,123,13,39,123,41,4,122,39,6,19,7,7,30,1,29,30,18,4,122,29,6,4,7,7,30,13,29,30,18,4,122,29,6,4,7,7,35,1,20,35,36,4,122,20,6,4,7,7,35,13,20,35,36,4,122,20,6,4,7,7,0,1,20,0,3,4,122,20,6,4,7,7,0,13,20,0,3,4,122,20,6,4,7,7,204,1,206,204,205,4,122,206,6,4,7,7,204,13,206,204,205,4,122,206,6,4,7,7,30,1,29,30,18,4,122,29,6,7,7,7,30,13,29,30,18,4,122,29,6,7,7,7,235980.0,416686.8
72,40,1,39,40,41,93,27,39,11,7,7,7,40,13,39,40,41,93,27,39,11,7,7,7,40,1,39,40,41,93,27,39,6,93,7,7,40,13,39,40,41,93,27,39,6,93,7,7,17,1,29,17,18,93,27,29,6,93,7,7,17,13,29,17,18,93,27,29,6,93,7,7,35,1,2,35,36,93,27,2,6,7,7,7,35,13,2,35,36,93,27,2,6,7,7,7,35,1,20,35,36,93,27,20,6,12,7,7,35,13,20,35,36,93,27,20,6,12,7,7,21,1,20,21,22,93,27,20,6,93,7,7,35,1,2,35,36,93,27,2,6,44,7,7,21,13,20,21,22,93,27,20,6,93,7,7,35,13,2,35,36,93,27,2,6,44,7,7,162720.0,454545.6
83,109,1,86,109,110,184,47,86,11,7,7,7,109,13,86,109,110,184,47,86,11,7,7,7,109,1,86,109,110,184,47,86,11,12,7,7,109,13,86,109,110,184,47,86,11,12,7,7,109,1,14,109,110,184,47,14,11,12,7,7,109,13,14,109,110,184,47,14,11,12,7,7,109,1,43,109,110,184,47,43,6,79,7,7,109,13,43,109,110,184,47,43,6,79,7,7,109,1,86,109,110,184,47,86,6,4,7,7,17,1,52,17,18,184,47,52,6,7,7,7,17,13,52,17,18,184,47,52,6,7,7,7,109,13,86,109,110,184,47,86,6,4,7,7,109,1,8,109,110,184,47,8,6,46,7,7,109,13,8,109,110,184,47,8,6,46,7,7,346320.0,531248.4
86,75,1,32,75,76,250,38,32,11,7,7,7,75,13,32,75,76,250,38,32,11,7,7,7,75,1,90,75,76,250,38,90,11,34,7,7,75,13,90,75,76,250,38,90,11,34,7,7,75,1,43,75,76,250,38,43,6,34,7,7,75,13,43,75,76,250,38,43,6,34,7,7,75,1,32,75,76,250,38,32,6,182,7,7,75,13,32,75,76,250,38,32,6,182,7,7,75,1,90,75,76,250,38,90,6,4,7,7,75,13,90,75,76,250,38,90,6,4,7,7,75,1,90,75,76,250,38,90,6,12,7,7,75,13,90,75,76,250,38,90,6,12,7,7,17,1,52,17,18,250,38,52,6,4,7,7,17,13,52,17,18,250,38,52,6,4,7,7,72420.0,709671.6
