Id,concept:name_1,lifecycle:transition_1,org:resource_1,Activity_1,Resource_1,Work_Order_Qty_1,Part_Desc__1,Worker_ID_1,Report_Type_1,Qty_Completed_1,Qty_Rejected_1,Qty_for_MRB_1,concept:name_2,lifecycle:transition_2,org:resource_2,Activity_2,Resource_2,Work_Order_Qty_2,Part_Desc__2,Worker_ID_2,Report_Type_2,Qty_Completed_2,Qty_Rejected_2,Qty_for_MRB_2,concept:name_3,lifecycle:transition_3,org:resource_3,Activity_3,Resource_3,Work_Order_Qty_3,Part_Desc__3,Worker_ID_3,Report_Type_3,Qty_Completed_3,Qty_Rejected_3,Qty_for_MRB_3,concept:name_4,lifecycle:transition_4,org:resource_4,Activity_4,Resource_4,Work_Order_Qty_4,Part_Desc__4,Worker_ID_4,Report_Type_4,Qty_Completed_4,Qty_Rejected_4,Qty_for_MRB_4,concept:name_5,lifecycle:transition_5,org:resource_5,Activity_5,Resource_5,Work_Order_Qty_5,Part_Desc__5,Worker_ID_5,Report_Type_5,Qty_Completed_5,Qty_Rejected_5,Qty_for_MRB_5,concept:name_6,lifecycle:transition_6,org:resource_6,Activity_6,Resource_6,Work_Order_Qty_6,Part_Desc__6,Worker_ID_6,Report_Type_6,Qty_Completed_6,Qty_Rejected_6,Qty_for_MRB_6,concept:name_7,lifecycle:transition_7,org:resource_7,Activity_7,Resource_7,Work_Order_Qty_7,Part_Desc__7,Worker_ID_7,Report_Type_7,Qty_Completed_7,Qty_Rejected_7,Qty_for_MRB_7,concept:name_8,lifecycle:transition_8,org:resource_8,Activity_8,Resource_8,Work_Order_Qty_8,Part_Desc__8,Worker_ID_8,Report_Type_8,Qty_Completed_8,Qty_Rejected_8,Qty_for_MRB_8,concept:name_9,lifecycle:transition_9,org:resource_9,Activity_9,Resource_9,Work_Order_Qty_9,Part_Desc__9,Worker_ID_9,Report_Type_9,Qty_Completed_9,Qty_Rejected_9,Qty_for_MRB_9,concept:name_10,lifecycle:transition_10,org:resource_10,Activity_10,Resource_10,Work_Order_Qty_10,Part_Desc__10,Worker_ID_10,Report_Type_10,Qty_Completed_10,Qty_Rejected_10,Qty_for_MRB_10,remainingTime,prediction
29,67,12,26,67,68,175,5,26,14,9,9,9,67,1,26,67,68,175,5,26,14,9,9,9,67,12,70,67,68,175,5,70,14,9,9,9,67,1,70,67,68,175,5,70,14,9,9,9,67,12,23,67,68,175,5,23,14,9,9,9,67,1,23,67,68,175,5,23,14,9,9,9,67,12,70,67,68,175,5,70,6,41,9,9,67,1,70,67,68,175,5,70,6,41,9,9,67,12,70,67,68,175,5,70,6,27,9,9,67,1,70,67,68,175,5,70,6,27,9,9,3422340.0,6538646.4
38,11,12,15,11,13,174,5,15,14,9,9,9,11,1,15,11,13,174,5,15,14,9,9,9,48,12,51,48,49,174,5,51,14,8,9,9,48,1,51,48,49,174,5,51,14,8,9,9,11,12,10,11,13,174,5,10,14,9,9,9,11,1,10,11,13,174,5,10,14,9,9,9,11,12,10,11,13,174,5,10,6,65,9,9,11,1,10,11,13,174,5,10,6,65,9,9,11,12,10,11,13,174,5,10,14,9,9,9,11,1,10,11,13,174,5,10,14,9,9,9,4795980.0,5607050.4
61,17,12,23,17,19,98,158,23,14,8,9,9,17,12,23,17,19,98,158,23,39,9,9,9,17,1,23,17,19,98,158,23,39,9,9,9,17,1,23,17,19,98,158,23,14,8,9,9,17,12,23,17,19,98,158,23,6,75,9,9,17,1,23,17,19,98,158,23,6,75,9,9,17,12,10,17,19,98,158,10,6,36,9,9,17,1,10,17,19,98,158,10,6,36,9,9,17,12,23,17,19,98,158,23,6,7,9,9,0,12,42,0,3,98,158,42,14,9,9,9,3559860.0,5488575.6
63,11,12,34,11,13,243,5,34,14,9,9,9,11,1,34,11,13,243,5,34,14,9,9,9,11,12,34,11,13,243,5,34,14,9,9,9,11,1,34,11,13,243,5,34,14,9,9,9,11,12,51,11,13,243,5,51,6,7,9,9,0,12,2,0,3,243,5,2,14,9,9,9,0,1,2,0,3,243,5,2,14,9,9,9,11,1,51,11,13,243,5,51,6,7,9,9,11,12,18,11,13,243,5,18,6,116,9,9,11,12,10,11,13,243,5,10,6,78,9,9,4044720.0,5875938.0
1,11,12,10,11,13,4,5,10,14,8,9,9,11,1,10,11,13,4,5,10,14,8,9,9,11,12,10,11,13,4,5,10,6,8,9,9,11,1,10,11,13,4,5,10,6,8,9,9,11,12,15,11,13,4,5,15,14,9,9,9,11,1,15,11,13,4,5,15,14,9,9,9,11,12,15,11,13,4,5,15,6,16,9,9,11,1,15,11,13,4,5,15,6,16,9,9,0,12,2,0,3,4,5,2,6,7,8,9,0,1,2,0,3,4,5,2,6,7,8,9,1419000.0,531555.6
102,31,12,30,31,32,41,21,30,14,9,9,9,31,1,30,31,32,41,21,30,14,9,9,9,31,12,30,31,32,41,21,30,14,9,9,9,31,1,30,31,32,41,21,30,14,9,9,9,31,12,40,31,32,41,21,40,14,9,9,9,31,1,40,31,32,41,21,40,14,9,9,9,31,12,40,31,32,41,21,40,14,9,9,9,0,12,42,0,3,41,21,42,6,9,9,9,0,1,42,0,3,41,21,42,6,9,9,9,31,1,40,31,32,41,21,40,14,9,9,9,1241280.0,533025.6
111,76,12,10,76,13,77,5,10,14,8,9,9,76,1,10,76,13,77,5,10,14,8,9,9,76,12,10,76,13,77,5,10,6,78,9,9,76,1,10,76,13,77,5,10,6,78,9,9,76,12,15,76,13,77,5,15,6,79,9,9,76,1,15,76,13,77,5,15,6,79,9,9,76,12,51,76,13,77,5,51,6,80,9,9,76,1,51,76,13,77,5,51,6,80,9,9,76,12,10,76,13,77,5,10,6,69,9,9,76,1,10,76,13,77,5,10,6,69,9,9,1210260.0,362610.0
116,92,12,91,92,93,88,89,91,14,9,9,9,92,1,91,92,93,88,89,91,14,9,9,9,92,12,91,92,93,88,89,91,6,94,9,9,92,1,91,92,93,88,89,91,6,94,9,9,92,12,95,92,93,88,89,95,6,36,9,9,92,1,95,92,93,88,89,95,6,36,9,9,97,12,96,97,97,88,89,96,6,90,9,9,97,1,96,97,97,88,89,96,6,90,9,9,92,12,91,92,93,88,89,91,6,65,9,9,87,12,2,87,3,88,89,2,6,90,9,9,519540.0,241509.6
153,92,12,91,92,93,131,37,91,14,9,9,9,92,1,91,92,93,131,37,91,14,9,9,9,92,12,91,92,93,131,37,91,6,103,9,9,92,1,91,92,93,131,37,91,6,103,9,9,87,12,42,87,3,131,37,42,6,9,9,9,87,1,42,87,3,131,37,42,6,9,9,9,87,12,42,87,3,131,37,42,6,103,9,9,87,1,42,87,3,131,37,42,6,103,9,9,97,12,96,97,97,131,37,96,6,103,9,9,97,1,96,97,97,131,37,96,6,103,9,9,0.0,473589.6
156,17,12,70,17,19,133,134,70,14,9,9,9,17,1,70,17,19,133,134,70,14,9,9,9,17,12,70,17,19,133,134,70,6,98,9,9,17,1,70,17,19,133,134,70,6,98,9,9,17,12,70,17,19,133,134,70,14,8,9,9,17,1,70,17,19,133,134,70,14,8,9,9,17,12,70,17,19,133,134,70,6,103,9,9,17,1,70,17,19,133,134,70,6,103,9,9,17,12,70,17,19,133,134,70,6,9,9,9,17,1,70,17,19,133,134,70,6,9,9,9,1102740.0,456681.6
182,0,12,24,0,3,151,29,24,6,9,9,9,0,1,24,0,3,151,29,24,6,9,9,9,148,12,91,148,149,151,29,91,6,9,9,9,148,1,91,148,149,151,29,91,6,9,9,9,87,12,24,87,3,151,29,24,6,102,8,9,87,1,24,87,3,151,29,24,6,102,8,9,0,12,24,0,3,151,29,24,6,9,75,9,0,1,24,0,3,151,29,24,6,9,75,9,97,12,96,97,97,151,29,96,6,102,9,9,97,1,96,97,97,151,29,96,6,102,9,9,1787640.0,640268.4
188,58,12,57,58,59,153,154,57,6,155,9,9,114,12,54,114,115,153,154,54,6,9,9,9,114,1,54,114,115,153,154,54,6,9,9,9,114,12,54,114,115,153,154,54,6,9,9,9,58,1,57,58,59,153,154,57,6,155,9,9,114,1,54,114,115,153,154,54,6,9,9,9,114,12,57,114,115,153,154,57,6,155,9,9,114,1,57,114,115,153,154,57,6,155,9,9,0,12,24,0,3,153,154,24,6,36,9,9,0,1,24,0,3,153,154,24,6,36,9,9,1827660.0,358051.2
22,17,12,70,17,19,102,29,70,6,103,9,9,17,1,70,17,19,102,29,70,6,103,9,9,17,12,23,17,19,102,29,23,14,65,9,9,17,1,23,17,19,102,29,23,14,65,9,9,17,12,23,17,19,102,29,23,6,75,9,9,17,1,23,17,19,102,29,23,6,75,9,9,17,12,23,17,19,102,29,23,14,9,9,9,17,1,23,17,19,102,29,23,14,9,9,9,17,12,70,17,19,102,29,70,14,8,9,9,17,1,70,17,19,102,29,70,14,8,9,9,448080.0,578914.8
228,31,12,40,31,32,4,29,40,6,4,9,9,31,1,40,31,32,4,29,40,6,4,9,9,31,12,40,31,32,4,29,40,14,9,9,9,31,1,40,31,32,4,29,40,14,9,9,9,31,12,40,31,32,4,29,40,6,7,9,9,31,1,40,31,32,4,29,40,6,7,9,9,0,12,24,0,3,4,29,24,6,7,8,9,0,1,24,0,3,4,29,24,6,7,8,9,0,12,24,0,3,4,29,24,6,9,9,9,0,1,24,0,3,4,29,24,6,9,9,9,377760.0,774873.6
244,114,12,91,114,115,102,5,91,6,65,9,9,114,1,91,114,115,102,5,91,6,65,9,9,114,12,91,114,115,102,5,91,6,75,9,9,114,1,91,114,115,102,5,91,6,75,9,9,195,12,91,195,149,102,5,91,14,9,9,9,195,1,91,195,149,102,5,91,14,9,9,9,195,12,91,195,149,102,5,91,6,9,9,9,195,1,91,195,149,102,5,91,6,9,9,9,195,12,91,195,149,102,5,91,6,8,9,9,87,12,42,87,3,102,5,42,6,9,9,9,309600.0,369930.0
246,17,12,70,17,19,162,212,70,6,4,9,9,17,1,70,17,19,162,212,70,6,4,9,9,17,12,23,17,19,162,212,23,6,33,9,9,17,1,23,17,19,162,212,23,6,33,9,9,17,12,70,17,19,162,212,70,6,45,9,9,17,1,70,17,19,162,212,70,6,45,9,9,0,12,42,0,3,162,212,42,6,64,65,9,0,1,42,0,3,162,212,42,6,64,65,9,58,12,54,58,59,162,212,54,6,64,9,9,58,1,54,58,59,162,212,54,6,64,9,9,398340.0,377840.4
250,215,12,216,215,217,107,218,216,14,9,9,9,215,1,216,215,217,107,218,216,14,9,9,9,215,12,216,215,217,107,218,216,14,9,9,9,215,1,216,215,217,107,218,216,14,9,9,9,87,12,2,87,3,107,218,2,6,9,9,9,215,12,216,215,217,107,218,216,6,16,9,9,87,1,2,87,3,107,218,2,6,9,9,9,215,1,216,215,217,107,218,216,6,16,9,9,215,12,216,215,217,107,218,216,6,33,9,9,215,1,216,215,217,107,218,216,6,33,9,9,475200.0,545433.6
265,118,12,40,118,132,7,228,40,14,9,9,9,118,1,40,118,132,7,228,40,14,9,9,9,118,12,40,118,132,7,228,40,6,7,9,9,118,1,40,118,132,7,228,40,6,7,9,9,31,12,40,31,32,7,228,40,14,9,9,9,31,12,40,31,32,7,228,40,14,9,9,9,31,12,40,31,32,7,228,40,6,7,9,9,31,1,40,31,32,7,228,40,14,9,9,9,31,1,40,31,32,7,228,40,14,9,9,9,31,1,40,31,32,7,228,40,6,7,9,9,866400.0,515571.6
41,17,12,23,17,19,82,21,23,14,8,9,9,17,1,23,17,19,82,21,23,14,8,9,9,17,12,23,17,19,82,21,23,14,9,9,9,0,12,24,0,3,82,21,24,6,9,9,9,17,1,23,17,19,82,21,23,14,9,9,9,17,12,23,17,19,82,21,23,6,7,9,9,0,1,24,0,3,82,21,24,6,9,9,9,17,1,23,17,19,82,21,23,6,7,9,9,17,12,70,17,19,82,21,70,6,4,9,9,17,1,70,17,19,82,21,70,6,4,9,9,1606440.0,602622.0
43,31,12,30,31,32,160,29,30,14,9,9,9,31,1,30,31,32,160,29,30,14,9,9,9,31,12,40,31,32,160,29,40,14,8,9,9,0,12,24,0,3,160,29,24,6,9,9,9,31,1,40,31,32,160,29,40,14,8,9,9,0,1,24,0,3,160,29,24,6,9,9,9,31,12,40,31,32,160,29,40,6,33,9,9,31,1,40,31,32,160,29,40,6,33,9,9,31,12,30,31,32,160,29,30,6,28,9,9,31,1,30,31,32,160,29,30,6,28,9,9,359820.0,727268.4
47,31,12,30,31,32,4,29,30,14,8,9,9,31,1,30,31,32,4,29,30,14,8,9,9,31,12,30,31,32,4,29,30,39,9,9,9,0,12,24,0,3,4,29,24,6,9,9,9,31,1,30,31,32,4,29,30,39,9,9,9,31,12,30,31,32,4,29,30,6,7,9,9,0,1,24,0,3,4,29,24,6,9,9,9,31,1,30,31,32,4,29,30,6,7,9,9,31,12,30,31,32,4,29,30,14,9,9,9,31,1,30,31,32,4,29,30,14,9,9,9,1386060.0,811803.6
52,31,12,40,31,32,221,29,40,6,52,9,9,31,1,40,31,32,221,29,40,6,52,9,9,31,12,30,31,32,221,29,30,14,9,9,9,31,1,30,31,32,221,29,30,14,9,9,9,31,12,30,31,32,221,29,30,39,9,9,9,31,1,30,31,32,221,29,30,39,9,9,9,31,12,30,31,32,221,29,30,14,9,9,9,31,1,30,31,32,221,29,30,14,9,9,9,31,12,30,31,32,221,29,30,14,8,9,9,31,1,30,31,32,221,29,30,14,8,9,9,574860.0,772806.0
58,92,12,91,92,93,86,44,91,14,9,9,9,92,1,91,92,93,86,44,91,14,9,9,9,92,12,91,92,93,86,44,91,14,9,9,9,92,1,91,92,93,86,44,91,14,9,9,9,92,12,95,92,93,86,44,95,6,4,9,9,92,1,95,92,93,86,44,95,6,4,9,9,92,12,91,92,93,86,44,91,6,28,9,9,92,1,91,92,93,86,44,91,6,28,9,9,87,12,24,87,3,86,44,24,6,86,9,9,58,12,57,58,59,86,44,57,6,86,9,9,35460.0,419474.4
72,31,12,30,31,32,85,21,30,14,9,9,9,31,1,30,31,32,85,21,30,14,9,9,9,31,12,30,31,32,85,21,30,6,85,9,9,31,1,30,31,32,85,21,30,6,85,9,9,0,12,24,0,3,85,21,24,6,85,9,9,0,1,24,0,3,85,21,24,6,85,9,9,53,12,54,53,55,85,21,54,6,9,9,9,53,1,54,53,55,85,21,54,6,9,9,9,53,12,57,53,55,85,21,57,6,8,9,9,53,1,57,53,55,85,21,57,6,8,9,9,179520.0,475777.2
73,11,12,10,11,13,62,203,10,14,9,9,9,11,1,10,11,13,62,203,10,14,9,9,9,11,12,51,11,13,62,203,51,14,9,9,9,11,1,51,11,13,62,203,51,14,9,9,9,11,12,15,11,13,62,203,15,14,9,9,9,11,1,15,11,13,62,203,15,14,9,9,9,11,12,34,11,13,62,203,34,14,9,9,9,11,1,34,11,13,62,203,34,14,9,9,9,11,12,51,11,13,62,203,51,14,8,9,9,11,1,51,11,13,62,203,51,14,8,9,9,881340.0,428214.0
80,48,12,34,48,49,28,5,34,14,8,9,9,48,1,34,48,49,28,5,34,14,8,9,9,48,12,34,48,49,28,5,34,6,27,9,9,48,1,34,48,49,28,5,34,6,27,9,9,0,12,42,0,3,28,5,42,6,27,8,9,0,1,42,0,3,28,5,42,6,27,8,9,58,12,57,58,59,28,5,57,6,27,9,9,58,1,57,58,59,28,5,57,6,27,9,9,114,12,54,114,115,28,5,54,6,9,9,9,114,1,54,114,115,28,5,54,6,9,9,9,171900.0,431419.2
89,234,12,10,234,49,152,256,10,14,9,9,9,234,1,10,234,49,152,256,10,14,9,9,9,48,12,15,48,49,152,256,15,14,9,9,9,48,1,15,48,49,152,256,15,14,9,9,9,48,12,34,48,49,152,256,34,14,4,9,9,48,1,34,48,49,152,256,34,14,4,9,9,48,12,34,48,49,152,256,34,6,257,9,9,48,1,34,48,49,152,256,34,6,257,9,9,48,12,10,48,49,152,256,10,6,62,9,9,48,1,10,48,49,152,256,10,6,62,9,9,257340.0,463923.6
225,143,12,95,143,93,189,5,95,6,9,9,9,143,1,95,143,93,189,5,95,6,9,9,9,58,12,95,58,59,189,5,95,6,191,9,9,58,1,95,58,59,189,5,95,6,191,9,9,192,12,95,192,141,189,5,95,6,9,9,9,192,1,95,192,141,189,5,95,6,9,9,9,143,12,95,143,93,189,5,95,6,9,9,9,143,1,95,143,93,189,5,95,6,9,9,9,58,12,95,58,59,189,5,95,6,190,9,9,58,1,95,58,59,189,5,95,6,190,9,9,6912000.0,2825444.4
267,11,12,15,11,13,153,154,15,14,9,9,9,11,1,15,11,13,153,154,15,14,9,9,9,11,12,18,11,13,153,154,18,14,65,9,9,11,1,18,11,13,153,154,18,14,65,9,9,11,12,18,11,13,153,154,18,6,60,9,9,11,1,18,11,13,153,154,18,6,60,9,9,11,12,15,11,13,153,154,15,6,82,9,9,0,12,24,0,3,153,154,24,6,9,9,9,0,1,24,0,3,153,154,24,6,9,9,9,11,1,15,11,13,153,154,15,6,82,9,9,7214880.0,3002920.8
