Id,concept:name_1,lifecycle:transition_1,org:resource_1,Activity_1,Resource_1,Work_Order_Qty_1,Part_Desc__1,Worker_ID_1,Report_Type_1,Qty_Completed_1,Qty_Rejected_1,Qty_for_MRB_1,concept:name_2,lifecycle:transition_2,org:resource_2,Activity_2,Resource_2,Work_Order_Qty_2,Part_Desc__2,Worker_ID_2,Report_Type_2,Qty_Completed_2,Qty_Rejected_2,Qty_for_MRB_2,concept:name_3,lifecycle:transition_3,org:resource_3,Activity_3,Resource_3,Work_Order_Qty_3,Part_Desc__3,Worker_ID_3,Report_Type_3,Qty_Completed_3,Qty_Rejected_3,Qty_for_MRB_3,concept:name_4,lifecycle:transition_4,org:resource_4,Activity_4,Resource_4,Work_Order_Qty_4,Part_Desc__4,Worker_ID_4,Report_Type_4,Qty_Completed_4,Qty_Rejected_4,Qty_for_MRB_4,concept:name_5,lifecycle:transition_5,org:resource_5,Activity_5,Resource_5,Work_Order_Qty_5,Part_Desc__5,Worker_ID_5,Report_Type_5,Qty_Completed_5,Qty_Rejected_5,Qty_for_MRB_5,concept:name_6,lifecycle:transition_6,org:resource_6,Activity_6,Resource_6,Work_Order_Qty_6,Part_Desc__6,Worker_ID_6,Report_Type_6,Qty_Completed_6,Qty_Rejected_6,Qty_for_MRB_6,concept:name_7,lifecycle:transition_7,org:resource_7,Activity_7,Resource_7,Work_Order_Qty_7,Part_Desc__7,Worker_ID_7,Report_Type_7,Qty_Completed_7,Qty_Rejected_7,Qty_for_MRB_7,concept:name_8,lifecycle:transition_8,org:resource_8,Activity_8,Resource_8,Work_Order_Qty_8,Part_Desc__8,Worker_ID_8,Report_Type_8,Qty_Completed_8,Qty_Rejected_8,Qty_for_MRB_8,concept:name_9,lifecycle:transition_9,org:resource_9,Activity_9,Resource_9,Work_Order_Qty_9,Part_Desc__9,Worker_ID_9,Report_Type_9,Qty_Completed_9,Qty_Rejected_9,Qty_for_MRB_9,concept:name_10,lifecycle:transition_10,org:resource_10,Activity_10,Resource_10,Work_Order_Qty_10,Part_Desc__10,Worker_ID_10,Report_Type_10,Qty_Completed_10,Qty_Rejected_10,Qty_for_MRB_10,remainingTime,prediction
248,17,12,23,17,19,41,37,23,14,8,9,9,17,1,23,17,19,41,37,23,14,8,9,9,17,12,23,17,19,41,37,23,6,33,9,9,17,1,23,17,19,41,37,23,6,33,9,9,17,12,70,17,19,41,37,70,6,113,9,9,17,1,70,17,19,41,37,70,6,113,9,9,114,12,54,114,115,41,37,54,6,9,9,9,114,1,54,114,115,41,37,54,6,9,9,9,0,12,46,0,3,41,37,46,6,41,9,9,0,1,46,0,3,41,37,46,6,41,9,9,692040.0,2490963.75
252,71,12,18,71,72,85,29,18,14,65,9,9,71,1,18,71,72,85,29,18,14,65,9,9,71,12,18,71,72,85,29,18,14,9,9,9,71,12,24,71,72,85,29,24,6,9,9,9,71,1,18,71,72,85,29,18,14,9,9,9,71,1,24,71,72,85,29,24,6,9,9,9,0,12,24,0,3,85,29,24,6,9,9,9,0,1,24,0,3,85,29,24,6,9,9,9,71,12,18,71,72,85,29,18,6,4,9,9,71,1,18,71,72,85,29,18,6,4,9,9,299100.0,2553993.25
27,31,12,40,31,32,85,29,40,14,9,9,9,31,1,40,31,32,85,29,40,14,9,9,9,31,12,40,31,32,85,29,40,14,8,9,9,31,1,40,31,32,85,29,40,14,8,9,9,31,12,40,31,32,85,29,40,14,9,9,9,31,1,40,31,32,85,29,40,14,9,9,9,31,12,40,31,32,85,29,40,6,35,9,9,31,1,40,31,32,85,29,40,6,35,9,9,31,12,40,31,32,85,29,40,14,9,9,9,31,1,40,31,32,85,29,40,14,9,9,9,425760.0,1942909.75
4,234,12,10,234,49,60,5,10,14,9,9,9,234,1,10,234,49,60,5,10,14,9,9,9,48,12,34,48,49,60,5,34,14,8,9,9,0,12,46,0,3,60,5,46,6,8,9,9,48,1,34,48,49,60,5,34,14,8,9,9,48,12,34,48,49,60,5,34,6,9,9,9,0,1,46,0,3,60,5,46,6,8,9,9,48,1,34,48,49,60,5,34,6,9,9,9,48,12,51,48,49,60,5,51,6,7,9,9,48,1,51,48,49,60,5,51,6,7,9,9,45660.0,2102555.5
45,71,12,18,71,72,60,21,18,14,8,9,9,71,1,18,71,72,60,21,18,14,8,9,9,71,12,34,71,72,60,21,34,14,8,9,9,71,1,34,71,72,60,21,34,14,8,9,9,71,12,34,71,72,60,21,34,6,52,9,9,71,1,34,71,72,60,21,34,6,52,9,9,0,12,24,0,3,60,21,24,6,9,9,9,0,1,24,0,3,60,21,24,6,9,9,9,238,12,40,238,32,60,21,40,6,9,9,9,238,1,40,238,32,60,21,40,6,9,9,9,144660.0,2688192.5
64,48,12,51,48,49,244,5,51,14,65,9,9,48,1,51,48,49,244,5,51,14,65,9,9,48,12,10,48,49,244,5,10,6,22,9,9,48,1,10,48,49,244,5,10,6,22,9,9,48,12,34,48,49,244,5,34,6,74,9,9,48,1,34,48,49,244,5,34,6,74,9,9,48,12,10,48,49,244,5,10,6,43,9,9,48,1,10,48,49,244,5,10,6,43,9,9,48,12,10,48,49,244,5,10,6,109,9,9,48,1,10,48,49,244,5,10,6,109,9,9,50760.0,2427252.75
83,48,12,51,48,49,177,37,51,14,9,9,9,48,1,51,48,49,177,37,51,14,9,9,9,48,12,51,48,49,177,37,51,14,8,9,9,48,1,51,48,49,177,37,51,14,8,9,9,48,12,15,48,49,177,37,15,14,8,9,9,48,1,15,48,49,177,37,15,14,8,9,9,48,12,34,48,49,177,37,34,6,74,9,9,48,1,34,48,49,177,37,34,6,74,9,9,48,12,51,48,49,177,37,51,6,4,9,9,0,12,42,0,3,177,37,42,6,9,9,9,376800.0,1958567.5
85,71,12,18,71,72,94,29,18,14,65,9,9,71,1,18,71,72,94,29,18,14,65,9,9,71,12,18,71,72,94,29,18,6,103,9,9,71,1,18,71,72,94,29,18,6,103,9,9,71,12,34,71,72,94,29,34,6,103,9,9,71,12,105,71,72,94,29,105,6,9,102,9,71,12,40,71,72,94,29,40,6,4,9,9,71,1,34,71,72,94,29,34,6,103,9,9,71,1,105,71,72,94,29,105,6,9,102,9,71,1,40,71,72,94,29,40,6,4,9,9,15960.0,1936647.0
178,146,12,145,146,147,144,5,145,6,64,9,9,146,1,145,146,147,144,5,145,6,64,9,9,140,12,142,140,141,144,5,142,14,9,9,9,140,1,142,140,141,144,5,142,14,9,9,9,143,12,95,143,93,144,5,95,6,9,9,9,143,1,95,143,93,144,5,95,6,9,9,9,143,12,95,143,93,144,5,95,6,9,9,9,114,12,54,114,115,144,5,54,6,9,9,9,114,12,57,114,115,144,5,57,6,9,9,9,143,1,95,143,93,144,5,95,6,9,9,9,5053500.0,6163399.5
185,67,12,26,67,68,27,5,26,6,65,9,9,67,1,26,67,68,27,5,26,6,65,9,9,143,12,91,143,93,27,5,91,6,9,9,9,143,1,91,143,93,27,5,91,6,9,9,9,97,12,96,97,97,27,5,96,6,102,9,9,97,12,96,97,97,27,5,96,6,9,9,9,97,1,96,97,97,27,5,96,6,102,9,9,97,1,96,97,97,27,5,96,6,9,9,9,87,12,42,87,3,27,5,42,6,102,9,9,87,1,42,87,3,27,5,42,6,102,9,9,7338420.0,6169426.5
198,48,12,51,48,49,69,5,51,14,9,9,9,48,1,51,48,49,69,5,51,14,9,9,9,48,12,34,48,49,69,5,34,14,8,9,9,48,1,34,48,49,69,5,34,14,8,9,9,48,12,34,48,49,69,5,34,6,160,9,9,48,1,34,48,49,69,5,34,6,160,9,9,0,12,42,0,3,69,5,42,6,9,8,9,48,12,51,48,49,69,5,51,14,8,9,9,48,1,51,48,49,69,5,51,14,8,9,9,0,1,42,0,3,69,5,42,6,9,8,9,6067860.0,5312262.5
199,114,12,54,114,115,161,5,54,6,9,9,9,114,1,54,114,115,161,5,54,6,9,9,9,114,12,57,114,115,161,5,57,6,162,9,9,114,12,54,114,115,161,5,54,6,9,9,9,114,1,54,114,115,161,5,54,6,9,9,9,114,12,54,114,115,161,5,54,6,9,9,9,114,1,57,114,115,161,5,57,6,162,9,9,114,12,57,114,115,161,5,57,6,9,9,9,114,1,57,114,115,161,5,57,6,9,9,9,140,12,145,140,141,161,5,145,14,9,9,9,7498680.0,6752631.5
230,71,12,18,71,72,194,21,18,39,9,9,9,71,12,18,71,72,194,21,18,14,9,9,9,71,1,18,71,72,194,21,18,39,9,9,9,71,1,18,71,72,194,21,18,14,9,9,9,71,12,18,71,72,194,21,18,14,8,9,9,71,1,18,71,72,194,21,18,14,8,9,9,71,12,18,71,72,194,21,18,6,45,9,9,0,12,24,0,3,194,21,24,6,102,9,9,0,1,24,0,3,194,21,24,6,102,9,9,71,1,18,71,72,194,21,18,6,45,9,9,4483200.0,6228660.0
234,25,12,42,25,3,119,199,42,6,9,9,9,25,1,42,25,3,119,199,42,6,9,9,9,25,12,42,25,3,119,199,42,6,121,8,9,25,1,42,25,3,119,199,42,6,121,8,9,197,12,127,197,198,119,199,127,6,9,9,9,197,1,127,197,198,119,199,127,6,9,9,9,197,12,200,197,198,119,199,200,6,9,9,9,197,1,200,197,198,119,199,200,6,9,9,9,197,12,127,197,198,119,199,127,6,9,9,9,197,1,127,197,198,119,199,127,6,9,9,9,4727160.0,6339851.5
257,48,12,18,48,49,135,5,18,14,9,9,9,48,1,18,48,49,135,5,18,14,9,9,9,48,12,10,48,49,135,5,10,14,8,9,9,48,1,10,48,49,135,5,10,14,8,9,9,48,12,51,48,49,135,5,51,6,4,9,9,48,1,51,48,49,135,5,51,6,4,9,9,48,12,83,48,49,135,5,83,6,82,9,9,48,1,83,48,49,135,5,83,6,82,9,9,48,12,34,48,49,135,5,34,6,221,9,9,48,1,34,48,49,135,5,34,6,221,9,9,6745200.0,5032342.0
260,71,12,34,71,72,225,29,34,14,9,9,9,71,1,34,71,72,225,29,34,14,9,9,9,71,12,34,71,72,225,29,34,14,8,9,9,71,1,34,71,72,225,29,34,14,8,9,9,71,12,34,71,72,225,29,34,6,75,9,9,71,1,34,71,72,225,29,34,6,75,9,9,71,12,18,71,72,225,29,18,6,109,9,9,71,1,18,71,72,225,29,18,6,109,9,9,71,12,34,71,72,225,29,34,6,86,9,9,71,1,34,71,72,225,29,34,6,86,9,9,4551300.0,4874999.5
188,58,12,57,58,59,153,154,57,6,155,9,9,114,12,54,114,115,153,154,54,6,9,9,9,114,1,54,114,115,153,154,54,6,9,9,9,114,12,54,114,115,153,154,54,6,9,9,9,58,1,57,58,59,153,154,57,6,155,9,9,114,1,54,114,115,153,154,54,6,9,9,9,114,12,57,114,115,153,154,57,6,155,9,9,114,1,57,114,115,153,154,57,6,155,9,9,0,12,24,0,3,153,154,24,6,36,9,9,0,1,24,0,3,153,154,24,6,36,9,9,1827660.0,338704.84375
223,31,12,40,31,32,74,29,40,14,8,9,9,0,12,42,0,3,74,29,42,14,9,9,9,31,1,40,31,32,74,29,40,14,8,9,9,31,12,40,31,32,74,29,40,14,9,9,9,31,1,40,31,32,74,29,40,14,9,9,9,31,12,40,31,32,74,29,40,6,16,9,9,0,1,42,0,3,74,29,42,14,9,9,9,31,1,40,31,32,74,29,40,6,16,9,9,31,12,34,31,32,74,29,34,6,109,9,9,31,1,34,31,32,74,29,34,6,109,9,9,2053980.0,860278.1875
238,11,12,18,11,13,206,63,18,14,9,9,9,11,1,18,11,13,206,63,18,14,9,9,9,11,12,34,11,13,206,63,34,14,9,9,9,11,1,34,11,13,206,63,34,14,9,9,9,11,12,34,11,13,206,63,34,6,4,9,9,11,1,34,11,13,206,63,34,6,4,9,9,11,12,18,11,13,206,63,18,6,43,9,9,11,1,18,11,13,206,63,18,6,43,9,9,11,12,15,11,13,206,63,15,14,8,9,9,11,12,15,11,13,206,63,15,6,9,9,9,3864300.0,569322.0
25,48,12,51,48,49,52,104,51,14,103,9,9,48,1,51,48,49,52,104,51,14,103,9,9,48,12,51,48,49,52,104,51,6,7,9,9,48,1,51,48,49,52,104,51,6,7,9,9,48,12,51,48,49,52,104,51,14,9,9,9,48,1,51,48,49,52,104,51,14,9,9,9,48,12,34,48,49,52,104,34,14,8,9,9,48,1,34,48,49,52,104,34,14,8,9,9,48,12,34,48,49,52,104,34,6,33,9,9,48,1,34,48,49,52,104,34,6,33,9,9,3034980.0,613894.5625
251,48,12,51,48,49,102,5,51,14,9,9,9,48,1,51,48,49,102,5,51,14,9,9,9,48,12,10,48,49,102,5,10,14,8,9,9,48,1,10,48,49,102,5,10,14,8,9,9,48,12,10,48,49,102,5,10,6,103,9,9,48,1,10,48,49,102,5,10,6,103,9,9,0,12,2,0,3,102,5,2,6,102,9,9,0,1,2,0,3,102,5,2,6,102,9,9,58,12,57,58,59,102,5,57,6,102,9,9,58,1,57,58,59,102,5,57,6,102,9,9,3816780.0,266366.75
268,31,12,40,31,32,116,231,40,14,8,9,9,31,1,40,31,32,116,231,40,14,8,9,9,31,12,40,31,32,116,231,40,14,9,9,9,0,12,24,0,3,116,231,24,6,9,9,9,31,1,40,31,32,116,231,40,14,9,9,9,0,1,24,0,3,116,231,24,6,9,9,9,31,12,40,31,32,116,231,40,14,9,9,9,0,12,24,0,3,116,231,24,6,9,9,9,0,1,24,0,3,116,231,24,6,9,9,9,31,1,40,31,32,116,231,40,14,9,9,9,1799100.0,463545.53125
32,48,12,18,48,49,151,37,18,14,9,9,9,48,1,18,48,49,151,37,18,14,9,9,9,48,12,51,48,49,151,37,51,14,9,9,9,48,1,51,48,49,151,37,51,14,9,9,9,48,12,34,48,49,151,37,34,14,9,9,9,48,1,34,48,49,151,37,34,14,9,9,9,48,12,51,48,49,151,37,51,14,75,9,9,48,1,51,48,49,151,37,51,14,75,9,9,48,12,15,48,49,151,37,15,14,8,9,9,48,1,15,48,49,151,37,15,14,8,9,9,2423700.0,618854.3125
48,11,12,15,11,13,74,5,15,14,9,9,9,11,1,15,11,13,74,5,15,14,9,9,9,11,12,10,11,13,74,5,10,14,65,9,9,11,1,10,11,13,74,5,10,14,65,9,9,11,12,10,11,13,74,5,10,6,187,9,9,11,1,10,11,13,74,5,10,6,187,9,9,0,12,42,0,3,74,5,42,6,9,9,9,0,1,42,0,3,74,5,42,6,9,9,9,11,12,15,11,13,74,5,15,6,102,9,9,11,1,15,11,13,74,5,15,6,102,9,9,3118440.0,254865.59375
62,31,12,30,31,32,7,29,30,14,9,9,9,31,1,30,31,32,7,29,30,14,9,9,9,31,12,30,31,32,7,29,30,39,9,9,9,31,1,30,31,32,7,29,30,39,9,9,9,31,12,30,31,32,7,29,30,14,8,9,9,31,1,30,31,32,7,29,30,14,8,9,9,31,12,30,31,32,7,29,30,39,9,9,9,31,1,30,31,32,7,29,30,39,9,9,9,31,12,30,31,32,7,29,30,6,16,9,9,31,1,30,31,32,7,29,30,6,16,9,9,2397360.0,1428327.75
77,17,12,70,17,19,98,168,70,14,9,9,9,17,1,70,17,19,98,168,70,14,9,9,9,17,12,70,17,19,98,168,70,14,9,9,9,17,1,70,17,19,98,168,70,14,9,9,9,17,12,23,17,19,98,168,23,14,9,9,9,17,1,23,17,19,98,168,23,14,9,9,9,17,12,23,17,19,98,168,23,14,9,9,9,17,1,23,17,19,98,168,23,14,9,9,9,17,12,70,17,19,98,168,70,6,75,9,9,17,1,70,17,19,98,168,70,6,75,9,9,1476120.0,715227.5625
82,48,12,51,48,49,47,5,51,14,8,9,9,48,1,51,48,49,47,5,51,14,8,9,9,48,12,51,48,49,47,5,51,6,9,9,9,48,1,51,48,49,47,5,51,6,9,9,9,48,12,34,48,49,47,5,34,14,8,9,9,48,1,34,48,49,47,5,34,14,8,9,9,48,12,34,48,49,47,5,34,6,64,9,9,48,1,34,48,49,47,5,34,6,64,9,9,0,12,42,0,3,47,5,42,6,64,65,9,0,1,42,0,3,47,5,42,6,64,65,9,1445220.0,716907.1875
9,100,12,70,100,19,82,21,70,14,9,9,9,100,1,70,100,19,82,21,70,14,9,9,9,100,12,23,100,19,82,21,23,14,8,9,9,100,1,23,100,19,82,21,23,14,8,9,9,100,12,23,100,19,82,21,23,6,50,9,9,100,1,23,100,19,82,21,23,6,50,9,9,25,12,24,25,3,82,21,24,6,82,9,9,25,1,24,25,3,82,21,24,6,82,9,9,114,12,57,114,115,82,21,57,6,9,9,9,114,1,57,114,115,82,21,57,6,9,9,9,1690920.0,999369.5
95,11,12,34,11,13,259,154,34,14,9,9,9,11,1,34,11,13,259,154,34,14,9,9,9,11,12,10,11,13,259,154,10,14,65,9,9,11,1,10,11,13,259,154,10,14,65,9,9,0,12,24,0,3,259,154,24,6,9,9,9,11,12,15,11,13,259,154,15,14,7,9,9,0,1,24,0,3,259,154,24,6,9,9,9,11,1,15,11,13,259,154,15,14,7,9,9,11,12,34,11,13,259,154,34,6,102,9,9,11,1,34,11,13,259,154,34,6,102,9,9,2617980.0,361722.4375
