,id,timestamp,state,resource,next_state,next_time,next_dur,elapsed_time,total_time,remaining_time,history
47,109,1325529900,14,17,14,1325532600,2700,0,274500,274500,14
48,51,1325529900,14,17,5,1325689800,159900,6300,280800,274500,14_14_14_14
49,146,1325530380,16,0,16,1325538000,7620,3180,6670800,6667620,16_16_16
50,109,1325532600,14,17,14,1325534400,1800,2700,274500,271800,14_14
51,109,1325534400,14,17,14,1325540700,6300,4500,274500,270000,14_14_14
52,146,1325538000,16,0,16,1325538000,0,10800,6670800,6660000,16_16_16_16
53,146,1325538000,16,0,16,1325566800,28800,10800,6670800,6660000,16_16_16_16_16
54,120,1325540400,7,8,7,1325592840,52440,52800,576000,523200,7_7_7_7
55,109,1325540700,14,17,1,1325566200,25500,10800,274500,263700,14_14_14_14
56,76,1325541600,3,4,3,1325546100,4500,0,7552500,7552500,3
57,110,1325541600,1,9,1,1325546100,4500,0,5579400,5579400,1
58,150,1325541600,1,6,1,1325546100,4500,59400,626340,566940,41_41_1
59,65,1325541600,17,10,17,1325546100,4500,0,7544400,7544400,17
60,150,1325546100,1,6,3,1325772000,225900,63900,626340,562440,41_41_1_1
61,76,1325546100,3,4,3,1325571840,25740,4500,7552500,7548000,3_3
62,65,1325546100,17,10,34,1325689140,143040,4500,7544400,7539900,17_17
63,110,1325546100,1,9,0,1325566800,20700,4500,5579400,5574900,1_1
64,109,1325566200,1,9,14,1325566800,600,36300,274500,238200,14_14_14_14_1
65,149,1325566740,10,13,1,1325567100,360,71880,223140,151260,10_10_10
66,109,1325566800,14,15,1,1325569440,2640,36900,274500,237600,14_14_14_14_1_14
67,146,1325566800,16,0,16,1325567100,300,39600,6670800,6631200,16_16_16_16_16_16
68,110,1325566800,0,1,0,1325588400,21600,25200,5579400,5554200,1_1_0
69,111,1325566800,0,11,0,1325568840,2040,108000,3974400,3866400,0_0_0_0_0_0_0_0
70,68,1325566800,5,2,5,1325588400,21600,111600,262800,151200,1_1_1_1_1_1_5
71,105,1325566860,1,6,16,1325567040,180,0,1314480,1314480,1
72,105,1325567040,16,20,1,1325567160,120,180,1314480,1314300,1_16
73,149,1325567100,1,18,1,1325572800,5700,72240,223140,150900,10_10_10_1
74,146,1325567100,16,20,1,1325568240,1140,39900,6670800,6630900,16_16_16_16_16_16_16
75,105,1325567160,1,6,2,1325567400,240,300,1314480,1314180,1_16_1
76,105,1325567400,2,15,16,1325571540,4140,540,1314480,1313940,1_16_1_2
77,146,1325568240,1,6,16,1325572980,4740,41040,6670800,6629760,16_16_16_16_16_16_16_1
78,124,1325568600,41,38,41,1325599200,30600,0,754200,754200,41
79,111,1325568840,0,1,0,1325568900,60,110040,3974400,3864360,0_0_0_0_0_0_0_0_0
80,111,1325568900,0,1,0,1325569380,480,110100,3974400,3864300,0_0_0_0_0_0_0_0_0_0
81,111,1325569380,0,1,1,1325569440,60,110580,3974400,3863820,0_0_0_0_0_0_0_0_0_0_0
82,109,1325569440,1,9,14,1325584200,14760,39540,274500,234960,14_14_14_14_1_14_1
83,111,1325569440,1,9,0,1325573340,3900,110640,3974400,3863760,0_0_0_0_0_0_0_0_0_0_0_1
84,105,1325571540,16,20,2,1325571900,360,4680,1314480,1309800,1_16_1_2_16
85,76,1325571840,3,3,3,1325586300,14460,30240,7552500,7522260,3_3_3
86,105,1325571900,2,15,3,1326119340,547440,5040,1314480,1309440,1_16_1_2_16_2
87,149,1325572800,1,18,10,1325578320,5520,77940,223140,145200,10_10_10_1_1
88,146,1325572980,16,20,1,1325597760,24780,45780,6670800,6625020,16_16_16_16_16_16_16_1_16
89,111,1325573340,0,1,1,1325574660,1320,114540,3974400,3859860,0_0_0_0_0_0_0_0_0_0_0_1_0
90,111,1325574660,1,9,0,1325578620,3960,115860,3974400,3858540,0_0_0_0_0_0_0_0_0_0_0_1_0_1
91,87,1325577600,19,14,19,1325599200,21600,0,1090800,1090800,19
92,149,1325578320,10,13,10,1325578380,60,83460,223140,139680,10_10_10_1_1_10
93,149,1325578380,10,13,1,1325583000,4620,83520,223140,139620,10_10_10_1_1_10_10
94,111,1325578620,0,1,0,1325599620,21000,119820,3974400,3854580,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0
95,106,1325581200,46,12,46,1325598900,17700,0,1023180,1023180,46
96,149,1325583000,1,18,9,1325584200,1200,88140,223140,135000,10_10_10_1_1_10_10_1
97,149,1325584200,9,15,10,1325584260,60,89340,223140,133800,10_10_10_1_1_10_10_1_9
98,109,1325584200,14,15,14,1325599200,15000,54300,274500,220200,14_14_14_14_1_14_1_14
99,149,1325584260,10,13,1,1325585640,1380,89400,223140,133740,10_10_10_1_1_10_10_1_9_10
100,138,1325584320,10,13,10,1325606280,21960,96720,1785600,1688880,10_10_10
101,149,1325585640,1,18,9,1325586600,960,90780,223140,132360,10_10_10_1_1_10_10_1_9_10_1
102,76,1325586300,3,4,3,1325587800,1500,44700,7552500,7507800,3_3_3_3
103,149,1325586600,9,15,3,1325586600,0,91740,223140,131400,10_10_10_1_1_10_10_1_9_10_1_9
104,149,1325586600,3,15,3,1325590200,3600,91740,223140,131400,10_10_10_1_1_10_10_1_9_10_1_9_3
105,76,1325587800,3,4,3,1325589600,1800,46200,7552500,7506300,3_3_3_3_3
106,110,1325588400,0,1,1,1325628000,39600,46800,5579400,5532600,1_1_0_0
107,68,1325588400,5,2,5,1325664000,75600,133200,262800,129600,1_1_1_1_1_1_5_5
108,76,1325589600,3,4,3,1325597700,8100,48000,7552500,7504500,3_3_3_3_3_3
109,149,1325590200,14,15,14,1325599200,9000,95340,223140,127800,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14
110,149,1325590200,3,15,14,1325590200,0,95340,223140,127800,10_10_10_1_1_10_10_1_9_10_1_9_3_3
111,120,1325592840,7,12,7,1325597340,4500,105240,576000,470760,7_7_7_7_7
112,120,1325597340,7,12,1,1325653200,55860,109740,576000,466260,7_7_7_7_7_7
113,76,1325597700,3,3,3,1325598960,1260,56100,7552500,7496400,3_3_3_3_3_3_3_3
114,76,1325597700,3,3,3,1325597700,0,56100,7552500,7496400,3_3_3_3_3_3_3
115,146,1325597760,1,6,16,1325613660,15900,70560,6670800,6600240,16_16_16_16_16_16_16_1_16_1
116,106,1325598900,46,8,46,1325599200,300,17700,1023180,1005480,46_46
117,93,1325598900,3,3,3,1325603040,4140,0,1242300,1242300,3
118,76,1325598960,3,3,18,1325599020,60,57360,7552500,7495140,3_3_3_3_3_3_3_3_3
119,76,1325599020,18,5,3,1325599200,180,57420,7552500,7495080,3_3_3_3_3_3_3_3_3_18
120,87,1325599200,19,14,19,1325614500,15300,21600,1090800,1069200,19_19
121,124,1325599200,41,38,41,1325678400,79200,30600,754200,723600,41_41
122,76,1325599200,3,4,18,1325599500,300,57600,7552500,7494900,3_3_3_3_3_3_3_3_3_18_3
123,109,1325599200,14,17,14,1325626800,27600,69300,274500,205200,14_14_14_14_1_14_1_14_14
124,149,1325599200,14,15,15,1325664000,64800,104340,223140,118800,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14
125,106,1325599200,46,12,46,1325615040,15840,18000,1023180,1005180,46_46_46
126,76,1325599500,18,5,18,1325599620,120,57900,7552500,7494600,3_3_3_3_3_3_3_3_3_18_3_18
127,76,1325599620,18,5,18,1325609880,10260,58020,7552500,7494480,3_3_3_3_3_3_3_3_3_18_3_18_18
128,111,1325599620,0,1,0,1325614440,14820,140820,3974400,3833580,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0
129,93,1325603040,3,3,3,1325776020,172980,4140,1242300,1238160,3_3
130,128,1325603040,9,3,9,1325607780,4740,110940,346200,235260,2_2_9_9_9
131,138,1325606280,10,13,10,1325653140,46860,118680,1785600,1666920,10_10_10_10
132,128,1325607780,9,3,9,1325665680,57900,115680,346200,230520,2_2_9_9_9_9
133,76,1325609880,18,5,18,1325609940,60,68280,7552500,7484220,3_3_3_3_3_3_3_3_3_18_3_18_18_18
134,76,1325609940,18,5,18,1325621820,11880,68340,7552500,7484160,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18
135,146,1325613660,16,0,1,1325628000,14340,86460,6670800,6584340,16_16_16_16_16_16_16_1_16_1_16
136,111,1325614440,0,11,0,1325651520,37080,155640,3974400,3818760,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0
137,87,1325614500,19,11,19,1325617500,3000,36900,1090800,1053900,19_19_19
138,106,1325615040,46,8,46,1325615100,60,33840,1023180,989340,46_46_46_46
139,106,1325615100,46,8,46,1325626860,11760,33900,1023180,989280,46_46_46_46_46
140,87,1325617500,19,11,19,1325617560,60,39900,1090800,1050900,19_19_19_19
141,87,1325617560,19,11,19,1325651580,34020,39960,1090800,1050840,19_19_19_19_19
142,76,1325621820,18,5,3,1325628000,6180,80220,7552500,7472280,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18
143,109,1325626800,14,17,14,1325686440,59640,96900,274500,177600,14_14_14_14_1_14_1_14_14_14
144,106,1325626860,46,8,46,1325628240,1380,45660,1023180,977520,46_46_46_46_46_46
145,79,1325628000,15,6,1,1325628000,0,0,4151700,4151700,15
146,76,1325628000,3,4,3,1325632500,4500,86400,7552500,7466100,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18_3
147,146,1325628000,1,6,1,1325632500,4500,100800,6670800,6570000,16_16_16_16_16_16_16_1_16_1_16_1
148,79,1325628000,1,6,15,1325632500,4500,0,4151700,4151700,15_1
149,52,1325628000,15,6,15,1325632500,4500,0,608400,608400,15
150,110,1325628000,1,9,1,1325632500,4500,86400,5579400,5493000,1_1_0_0_1
151,95,1325628000,6,7,6,1325631600,3600,0,3600,3600,6
152,106,1325628240,46,0,46,1325644440,16200,47040,1023180,976140,46_46_46_46_46_46_46
153,95,1325631600,6,7,99,1325631600,0,3600,3600,0,6_6
154,76,1325632500,3,4,3,1325655540,23040,90900,7552500,7461600,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18_3_3
155,146,1325632500,1,6,16,1325652900,20400,105300,6670800,6565500,16_16_16_16_16_16_16_1_16_1_16_1_1
156,52,1325632500,15,6,33,1325826000,193500,4500,608400,603900,15_15
157,110,1325632500,1,9,1,1325656740,24240,90900,5579400,5488500,1_1_0_0_1_1
158,79,1325632500,15,6,1,1325632500,0,4500,4151700,4147200,15_1_15
159,79,1325632500,1,6,26,1325751000,118500,4500,4151700,4147200,15_1_15_1
160,106,1325644440,46,0,1,1325680200,35760,63240,1023180,959940,46_46_46_46_46_46_46_46
161,111,1325651520,0,11,1,1325652600,1080,192720,3974400,3781680,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0
162,87,1325651580,19,11,19,1325656800,5220,73980,1090800,1016820,19_19_19_19_19_19
163,111,1325652600,1,9,0,1325653980,1380,193800,3974400,3780600,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1
164,146,1325652900,16,0,1,1325653200,300,125700,6670800,6545100,16_16_16_16_16_16_16_1_16_1_16_1_1_16
165,138,1325653140,10,13,1,1325660400,7260,165540,1785600,1620060,10_10_10_10_10
166,141,1325653200,1,2,1,1325659200,6000,0,7406100,7406100,1
167,146,1325653200,1,6,16,1325654100,900,126000,6670800,6544800,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1
168,120,1325653200,1,18,1,1325659200,6000,165600,576000,410400,7_7_7_7_7_7_1
169,111,1325653980,0,1,1,1325654940,960,195180,3974400,3779220,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0
170,146,1325654100,16,20,16,1325679240,25140,126900,6670800,6543900,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16
171,111,1325654940,1,9,0,1325692980,38040,196140,3974400,3778260,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1
172,76,1325655540,3,19,1,1325660400,4860,113940,7552500,7438560,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18_3_3_3
173,110,1325656740,1,9,1,1325665440,8700,115140,5579400,5464260,1_1_0_0_1_1_1
174,87,1325656800,19,14,19,1325683800,27000,79200,1090800,1011600,19_19_19_19_19_19_19
175,60,1325658000,3,3,3,1325665500,7500,0,7401300,7401300,3
176,84,1325658900,17,12,17,1325685420,26520,0,3714840,3714840,17
177,141,1325659200,1,2,16,1325679300,20100,6000,7406100,7400100,1_1
178,120,1325659200,1,18,2,1325662740,3540,171600,576000,404400,7_7_7_7_7_7_1_1
179,138,1325660400,1,18,10,1325661480,1080,172800,1785600,1612800,10_10_10_10_10_1
180,76,1325660400,1,2,1,1325664000,3600,118800,7552500,7433700,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18_3_3_3_1
181,138,1325661480,10,13,10,1325661660,180,173880,1785600,1611720,10_10_10_10_10_1_10
182,138,1325661660,10,13,1,1325664000,2340,174060,1785600,1611540,10_10_10_10_10_1_10_10
183,100,1325662500,10,16,10,1325667060,4560,0,919500,919500,10
184,120,1325662740,2,4,2,1325665260,2520,175140,576000,400860,7_7_7_7_7_7_1_1_2
185,149,1325664000,15,18,15,1325667720,3720,169140,223140,54000,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15
186,76,1325664000,1,2,3,1325665500,1500,122400,7552500,7430100,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18_3_3_3_1_1
187,138,1325664000,1,18,10,1325667600,3600,176400,1785600,1609200,10_10_10_10_10_1_10_10_1
188,68,1325664000,5,2,5,1325674200,10200,208800,262800,54000,1_1_1_1_1_1_5_5_5
189,120,1325665260,2,4,9,1325667540,2280,177660,576000,398340,7_7_7_7_7_7_1_1_2_2
190,110,1325665440,1,9,2,1326269280,603840,123840,5579400,5455560,1_1_0_0_1_1_1_1
191,60,1325665500,3,3,18,1326021660,356160,7500,7401300,7393800,3_3
192,76,1325665500,3,19,17,1325709420,43920,123900,7552500,7428600,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18_3_3_3_1_1_3
193,128,1325665680,9,4,9,1325670840,5160,173580,346200,172620,2_2_9_9_9_9_9
194,100,1325667060,10,16,10,1326097800,430740,4560,919500,914940,10_10
195,140,1325667120,26,16,26,1325685540,18420,0,1300140,1300140,26
196,120,1325667540,9,3,9,1325692440,24900,179940,576000,396060,7_7_7_7_7_7_1_1_2_2_9
197,138,1325667600,10,13,10,1325686860,19260,180000,1785600,1605600,10_10_10_10_10_1_10_10_1_10_10
198,138,1325667600,10,13,10,1325667600,0,180000,1785600,1605600,10_10_10_10_10_1_10_10_1_10
199,149,1325667720,15,18,2,1325667900,180,172860,223140,50280,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15_15
200,149,1325667900,2,3,5,1325668320,420,173040,223140,50100,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15_15_2
201,149,1325668320,5,18,2,1325672400,4080,173460,223140,49680,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15_15_2_5
202,128,1325670840,9,4,5,1325683560,12720,178740,346200,167460,2_2_9_9_9_9_9_9
203,149,1325672400,2,3,5,1325674140,1740,177540,223140,45600,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15_15_2_5_2
204,149,1325674140,5,18,5,1325676000,1860,179280,223140,43860,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15_15_2_5_2_5
205,68,1325674200,5,2,6,1325714400,40200,219000,262800,43800,1_1_1_1_1_1_5_5_5_5
206,149,1325676000,5,18,5,1325676600,600,181140,223140,42000,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15_15_2_5_2_5_5
207,149,1325676600,5,18,6,1325714400,37800,181740,223140,41400,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15_15_2_5_2_5_5_5
208,124,1325678400,41,38,41,1325692800,14400,109800,754200,644400,41_41_41
209,146,1325679240,16,20,2,1325683620,4380,152040,6670800,6518760,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16
210,141,1325679300,16,20,16,1325686140,6840,26100,7406100,7380000,1_1_16
211,106,1325680200,1,18,1,1325689440,9240,99000,1023180,924180,46_46_46_46_46_46_46_46_1
212,128,1325683560,5,9,5,1325685420,1860,191460,346200,154740,2_2_9_9_9_9_9_9_5
213,146,1325683620,2,4,1,1325684460,840,156420,6670800,6514380,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16_2
214,87,1325683800,19,14,19,1325700480,16680,106200,1090800,984600,19_19_19_19_19_19_19_19
215,146,1325684460,1,6,1,1325684460,0,157260,6670800,6513540,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16_2_1
216,146,1325684460,1,6,16,1325684640,180,157260,6670800,6513540,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16_2_1_1
217,146,1325684640,16,20,1,1325684880,240,157440,6670800,6513360,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16_2_1_1_16
218,146,1325684880,1,6,2,1325685420,540,157680,6670800,6513120,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16_2_1_1_16_1
219,146,1325685420,2,4,16,1325689140,3720,158220,6670800,6512580,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16_2_1_1_16_1_2
220,128,1325685420,5,9,6,1325800800,115380,193320,346200,152880,2_2_9_9_9_9_9_9_5_5
221,84,1325685420,17,12,17,1325685480,60,26520,3714840,3688320,17_17
222,84,1325685480,17,8,17,1325709240,23760,26580,3714840,3688260,17_17_17
223,140,1325685540,26,16,26,1325741640,56100,18420,1300140,1281720,26_26
224,141,1325686140,16,20,16,1325699640,13500,32940,7406100,7373160,1_1_16_16
225,109,1325686440,14,17,14,1325689080,2640,156540,274500,117960,14_14_14_14_1_14_1_14_14_14_14
226,138,1325686860,10,13,10,1325738880,52020,199260,1785600,1586340,10_10_10_10_10_1_10_10_1_10_10_10
227,109,1325689080,14,17,5,1325749980,60900,159180,274500,115320,14_14_14_14_1_14_1_14_14_14_14_14
228,65,1325689140,34,17,34,1325694660,5520,147540,7544400,7396860,17_17_34
229,146,1325689140,16,20,2,1325705100,15960,161940,6670800,6508860,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16_2_1_1_16_1_2_16
230,106,1325689440,1,18,2,1325755380,65940,108240,1023180,914940,46_46_46_46_46_46_46_46_1_1
231,51,1325689800,5,18,5,1325692020,2220,166200,280800,114600,14_14_14_14_5
232,51,1325692020,5,18,5,1325743500,51480,168420,280800,112380,14_14_14_14_5_5
233,120,1325692440,9,3,9,1325714400,21960,204840,576000,371160,7_7_7_7_7_7_1_1_2_2_9_9
234,124,1325692800,41,38,5,1325739600,46800,124200,754200,630000,41_41_41_41
235,111,1325692980,0,1,0,1325700420,7440,234180,3974400,3740220,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0
236,65,1325694660,34,17,6,1325714400,19740,153060,7544400,7391340,17_17_34_34
237,141,1325699640,16,0,16,1325738700,39060,46440,7406100,7359660,1_1_16_16_16
238,111,1325700420,0,11,0,1325701080,660,241620,3974400,3732780,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0
239,87,1325700480,19,11,19,1325737620,37140,122880,1090800,967920,19_19_19_19_19_19_19_19_19
240,111,1325701080,0,11,0,1325701140,60,242280,3974400,3732120,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0
241,111,1325701140,0,0,0,1325717340,16200,242340,3974400,3732060,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0
242,146,1325705100,2,23,2,1325717880,12780,177900,6670800,6492900,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16_2_1_1_16_1_2_16_2
243,84,1325709240,17,8,17,1326054060,344820,50340,3714840,3664500,17_17_17_17
244,76,1325709420,17,8,17,1325713560,4140,167820,7552500,7384680,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18_3_3_3_1_1_3_17
245,76,1325713560,17,8,17,1325739120,25560,171960,7552500,7380540,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18_3_3_3_1_1_3_17_17
246,120,1325714400,9,4,9,1325718900,4500,226800,576000,349200,7_7_7_7_7_7_1_1_2_2_9_9_9
247,65,1325714400,6,7,6,1325714400,0,172800,7544400,7371600,17_17_34_34_6
248,65,1325714400,6,7,6,1325718000,3600,172800,7544400,7371600,17_17_34_34_6_6
249,149,1325714400,6,7,6,1325718000,3600,219540,223140,3600,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15_15_2_5_2_5_5_5_6
250,68,1325714400,6,7,6,1325718000,3600,259200,262800,3600,1_1_1_1_1_1_5_5_5_5_6
251,99,1325714400,6,7,6,1325718000,3600,0,28560,28560,6
252,111,1325717340,0,1,0,1325738760,21420,258540,3974400,3715860,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_0
253,146,1325717880,2,23,3,1326664800,946920,190680,6670800,6480120,16_16_16_16_16_16_16_1_16_1_16_1_1_16_1_16_16_2_1_1_16_1_2_16_2_2
254,65,1325718000,6,7,5,1325748600,30600,176400,7544400,7368000,17_17_34_34_6_6_6_6
255,99,1325718000,6,7,5,1325739600,21600,3600,28560,24960,6_6
256,149,1325718000,6,7,99,1325718000,0,223140,223140,0,10_10_10_1_1_10_10_1_9_10_1_9_3_3_14_14_15_15_2_5_2_5_5_5_6_6
257,65,1325718000,6,7,6,1325718000,0,176400,7544400,7368000,17_17_34_34_6_6_6
258,68,1325718000,6,7,99,1325718000,0,262800,262800,0,1_1_1_1_1_1_5_5_5_5_6_6
259,120,1325718900,9,4,9,1325744160,25260,231300,576000,344700,7_7_7_7_7_7_1_1_2_2_9_9_9_9
260,87,1325737620,19,11,1,1325739240,1620,160020,1090800,930780,19_19_19_19_19_19_19_19_19_19
261,141,1325738700,16,0,16,1325739960,1260,85500,7406100,7320600,1_1_16_16_16_16
262,111,1325738760,0,0,1,1325743200,4440,279960,3974400,3694440,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_0_0
263,138,1325738880,10,13,10,1325739960,1080,251280,1785600,1534320,10_10_10_10_10_1_10_10_1_10_10_10_10
264,76,1325739120,17,12,18,1325768940,29820,197520,7552500,7354980,3_3_3_3_3_3_3_3_3_18_3_18_18_18_18_18_3_3_3_1_1_3_17_17_17
265,87,1325739240,1,9,1,1325741700,2460,161640,1090800,929160,19_19_19_19_19_19_19_19_19_19_1
266,98,1325739420,34,15,34,1325771520,32100,0,7319880,7319880,34
267,99,1325739600,5,18,5,1325742960,3360,25200,28560,3360,6_6_5
268,124,1325739600,5,2,41,1325739600,0,171000,754200,583200,41_41_41_41_5
269,124,1325739600,41,38,5,1325760600,21000,171000,754200,583200,41_41_41_41_5_41
270,138,1325739960,10,13,10,1325745000,5040,252360,1785600,1533240,10_10_10_10_10_1_10_10_1_10_10_10_10_10
271,141,1325739960,16,20,1,1325764800,24840,86760,7406100,7319340,1_1_16_16_16_16_16
272,140,1325741640,26,16,26,1325744760,3120,74520,1300140,1225620,26_26_26
273,87,1325741700,1,9,19,1325743200,1500,164100,1090800,926700,19_19_19_19_19_19_19_19_19_19_1_1
274,99,1325742960,5,18,99,1325742960,0,28560,28560,0,6_6_5_5
275,111,1325743200,1,9,1,1325748180,4980,284400,3974400,3690000,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_1
276,87,1325743200,19,14,19,1325775600,32400,165600,1090800,925200,19_19_19_19_19_19_19_19_19_19_1_1_19
277,51,1325743500,5,18,5,1325745600,2100,219900,280800,60900,14_14_14_14_5_5_5
278,120,1325744160,9,3,9,1325752500,8340,256560,576000,319440,7_7_7_7_7_7_1_1_2_2_9_9_9_9_9
279,140,1325744760,26,16,10,1326085440,340680,77640,1300140,1222500,26_26_26_26
280,138,1325745000,10,16,1,1325752200,7200,257400,1785600,1528200,10_10_10_10_10_1_10_10_1_10_10_10_10_10_10
