,id,startTime,event,resource,datetime,eventString,resourceString
35,1,1326798900.0,8,1,2012-01-17T11:15:00.000+02:00,Turning Q.C.,Quality Check 1
36,1,1326828240.0,7,6,2012-01-17T19:24:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
37,1,1326830460.0,7,6,2012-01-17T20:01:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
38,1,1326830460.0,7,6,2012-01-17T20:01:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
39,1,1326843780.0,7,6,2012-01-17T23:43:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
40,1,1326844140.0,7,6,2012-01-17T23:49:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
41,1,1326868320.0,7,6,2012-01-18T06:32:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
42,1,1326869940.0,7,6,2012-01-18T06:59:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
43,1,1326871440.0,7,6,2012-01-18T07:24:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
44,1,1326904380.0,7,6,2012-01-18T16:33:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
45,1,1326909300.0,7,6,2012-01-18T17:55:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
46,1,1326909420.0,7,6,2012-01-18T17:57:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
47,1,1326917040.0,7,6,2012-01-18T20:04:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
48,1,1326917400.0,7,6,2012-01-18T20:10:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
49,1,1326954540.0,7,6,2012-01-19T06:29:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
50,1,1326989520.0,7,6,2012-01-19T16:12:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
51,1,1326996540.0,7,6,2012-01-19T18:09:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
52,1,1326996600.0,7,6,2012-01-19T18:10:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
53,1,1327003680.0,7,6,2012-01-19T20:08:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
54,1,1327003740.0,7,6,2012-01-19T20:09:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
55,1,1327036200.0,7,6,2012-01-20T05:10:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
56,1,1327200120.0,7,6,2012-01-22T02:42:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
57,1,1327214040.0,7,6,2012-01-22T06:34:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
58,1,1327215600.0,7,6,2012-01-22T07:00:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
59,1,1327216380.0,7,6,2012-01-22T07:13:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
60,1,1327222920.0,7,6,2012-01-22T09:02:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
61,1,1327254420.0,7,6,2012-01-22T17:47:00.000+02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling
62,1,1327305240.0,8,1,2012-01-23T07:54:00.000+02:00,Turning Q.C.,Quality Check 1
63,1,1327314360.0,8,1,2012-01-23T10:26:00.000+02:00,Turning Q.C.,Quality Check 1
64,1,1327483860.0,2,2,2012-01-25T09:31:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
65,1,1327489020.0,2,2,2012-01-25T10:57:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
66,1,1327489200.0,2,2,2012-01-25T11:00:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
67,1,1327496040.0,2,2,2012-01-25T12:54:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
68,1,1327497720.0,2,2,2012-01-25T13:22:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
69,1,1327500540.0,2,2,2012-01-25T14:09:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
70,1,1327660200.0,9,7,2012-01-27T10:30:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
71,1,1327669200.0,9,7,2012-01-27T13:00:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
72,1,1327824540.0,9,7,2012-01-29T08:09:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
73,1,1327849560.0,9,7,2012-01-29T15:06:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
74,1,1327936740.0,9,7,2012-01-30T15:19:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
75,1,1327942740.0,9,7,2012-01-30T16:59:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
76,1,1328186280.0,5,1,2012-02-02T12:38:00.000+02:00,Final Inspection Q.C.,Quality Check 1
77,1,1328192160.0,5,1,2012-02-02T14:16:00.000+02:00,Final Inspection Q.C.,Quality Check 1
78,1,1328227200.0,6,5,2012-02-03T00:00:00.000+02:00,Packing,Packing
79,1,1328230800.0,6,5,2012-02-03T01:00:00.000+02:00,Packing,Packing
80,2,1329757740.0,10,8,2012-02-20T17:09:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
81,2,1329760620.0,10,8,2012-02-20T17:57:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
82,2,1329778620.0,10,8,2012-02-20T22:57:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
83,2,1329793020.0,10,8,2012-02-21T02:57:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
84,2,1329806700.0,10,8,2012-02-21T06:45:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
85,2,1329822180.0,10,8,2012-02-21T11:03:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
86,2,1329822240.0,10,8,2012-02-21T11:04:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
87,2,1329826080.0,10,8,2012-02-21T12:08:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
88,2,1329922080.0,1,1,2012-02-22T14:48:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
89,2,1329923400.0,1,1,2012-02-22T15:10:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
90,2,1331463900.0,2,2,2012-03-11T11:05:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
91,2,1331463960.0,2,2,2012-03-11T11:06:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
92,2,1331468580.0,9,7,2012-03-11T12:23:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
93,2,1331469900.0,9,7,2012-03-11T12:45:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
94,2,1331469960.0,3,3,2012-03-11T12:46:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
95,2,1331471880.0,3,3,2012-03-11T13:18:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
96,2,1331634840.0,4,4,2012-03-13T10:34:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
97,2,1331635260.0,4,4,2012-03-13T10:41:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
98,2,1331635260.0,4,4,2012-03-13T10:41:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
99,2,1331651520.0,4,4,2012-03-13T15:12:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
100,2,1331897400.0,11,9,2012-03-16T11:30:00.000+02:00,Grinding Rework - Machine 12,Machine 12 - Grinding
101,2,1331901600.0,11,9,2012-03-16T12:40:00.000+02:00,Grinding Rework - Machine 12,Machine 12 - Grinding
102,2,1332156060.0,5,1,2012-03-19T11:21:00.000+02:00,Final Inspection Q.C.,Quality Check 1
103,2,1332165960.0,5,1,2012-03-19T14:06:00.000+02:00,Final Inspection Q.C.,Quality Check 1
104,2,1332288000.0,6,5,2012-03-21T00:00:00.000+02:00,Packing,Packing
105,2,1332291600.0,6,5,2012-03-21T01:00:00.000+02:00,Packing,Packing
106,2,1332313320.0,5,1,2012-03-21T07:02:00.000+02:00,Final Inspection Q.C.,Quality Check 1
107,2,1332313380.0,5,1,2012-03-21T07:03:00.000+02:00,Final Inspection Q.C.,Quality Check 1
108,3,1331664420.0,12,8,2012-03-13T18:47:00.000+02:00,Setup - Machine 8,Machine 8 - Turning & Milling
109,3,1331668980.0,12,8,2012-03-13T20:03:00.000+02:00,Setup - Machine 8,Machine 8 - Turning & Milling
110,3,1331671080.0,10,8,2012-03-13T20:38:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
111,3,1331679780.0,10,8,2012-03-13T23:03:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
112,3,1331679840.0,10,8,2012-03-13T23:04:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
113,3,1331682540.0,10,8,2012-03-13T23:49:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
114,3,1331682600.0,10,8,2012-03-13T23:50:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
115,3,1331687160.0,10,8,2012-03-14T01:06:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
116,3,1331687160.0,10,8,2012-03-14T01:06:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
117,3,1331706480.0,10,8,2012-03-14T06:28:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
118,3,1331708520.0,10,8,2012-03-14T07:02:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
119,3,1331711280.0,10,8,2012-03-14T07:48:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
120,3,1331711340.0,10,8,2012-03-14T07:49:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
121,3,1331723400.0,10,8,2012-03-14T11:10:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
122,3,1331723460.0,10,8,2012-03-14T11:11:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
123,3,1331731800.0,10,8,2012-03-14T13:30:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
124,3,1331731980.0,1,1,2012-03-14T13:33:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
125,3,1331736480.0,1,1,2012-03-14T14:48:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
126,3,1331805300.0,9,7,2012-03-15T09:55:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
127,3,1331808900.0,9,7,2012-03-15T10:55:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
128,3,1332500400.0,3,3,2012-03-23T11:00:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
129,3,1332506400.0,3,3,2012-03-23T12:40:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
130,3,1332627300.0,13,9,2012-03-24T22:15:00.000+02:00,Round Grinding - Machine 12,Machine 12 - Grinding
131,3,1332632700.0,13,9,2012-03-24T23:45:00.000+02:00,Round Grinding - Machine 12,Machine 12 - Grinding
132,3,1332632700.0,13,9,2012-03-24T23:45:00.000+02:00,Round Grinding - Machine 12,Machine 12 - Grinding
133,3,1332657900.0,13,9,2012-03-25T06:45:00.000+03:00,Round Grinding - Machine 12,Machine 12 - Grinding
134,3,1332658200.0,5,1,2012-03-25T06:50:00.000+03:00,Final Inspection Q.C.,Quality Check 1
135,3,1332669600.0,3,3,2012-03-25T10:00:00.000+03:00,Lapping - Machine 1,Machine 1 - Lapping
136,3,1332673200.0,3,3,2012-03-25T11:00:00.000+03:00,Lapping - Machine 1,Machine 1 - Lapping
137,3,1332674100.0,2,2,2012-03-25T11:15:00.000+03:00,Laser Marking - Machine 7,Machine 7- Laser Marking
138,3,1332674940.0,2,2,2012-03-25T11:29:00.000+03:00,Laser Marking - Machine 7,Machine 7- Laser Marking
139,3,1332675060.0,5,1,2012-03-25T11:31:00.000+03:00,Final Inspection Q.C.,Quality Check 1
140,3,1332720000.0,6,5,2012-03-26T00:00:00.000+03:00,Packing,Packing
141,3,1332723600.0,6,5,2012-03-26T01:00:00.000+03:00,Packing,Packing
142,4,1330360800.0,10,8,2012-02-27T16:40:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
143,4,1330376940.0,10,8,2012-02-27T21:09:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
144,4,1330379160.0,10,8,2012-02-27T21:46:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
145,4,1330392180.0,10,8,2012-02-28T01:23:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
146,4,1330426800.0,10,8,2012-02-28T11:00:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
147,4,1330435560.0,10,8,2012-02-28T13:26:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
148,4,1330438800.0,10,8,2012-02-28T14:20:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
149,4,1330439700.0,1,1,2012-02-28T14:35:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
150,4,1330442700.0,1,1,2012-02-28T15:25:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
151,4,1330445520.0,10,8,2012-02-28T16:12:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
152,4,1330445520.0,10,8,2012-02-28T16:12:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
153,4,1330451760.0,10,8,2012-02-28T17:56:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
154,4,1330464480.0,10,8,2012-02-28T21:28:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
155,4,1330478940.0,10,8,2012-02-29T01:29:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
156,4,1330479000.0,10,8,2012-02-29T01:30:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
157,4,1330489860.0,10,8,2012-02-29T04:31:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
158,4,1330500720.0,10,8,2012-02-29T07:32:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
159,4,1330513500.0,10,8,2012-02-29T11:05:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
160,4,1330513500.0,10,8,2012-02-29T11:05:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
161,4,1330527600.0,1,1,2012-02-29T15:00:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
162,4,1330531200.0,10,8,2012-02-29T16:00:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
163,4,1330531200.0,1,1,2012-02-29T16:00:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
164,4,1330531200.0,10,8,2012-02-29T16:00:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
165,4,1330531440.0,1,1,2012-02-29T16:04:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
166,4,1330533360.0,1,1,2012-02-29T16:36:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
167,4,1330535940.0,10,8,2012-02-29T17:19:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
168,4,1330536000.0,10,8,2012-02-29T17:20:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
169,4,1330537680.0,10,8,2012-02-29T17:48:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
170,4,1330554420.0,10,8,2012-02-29T22:27:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
171,4,1330560660.0,10,8,2012-03-01T00:11:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
172,4,1330594200.0,1,1,2012-03-01T09:30:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
173,4,1330598940.0,1,1,2012-03-01T10:49:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
174,4,1330992000.0,1,1,2012-03-06T00:00:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
175,4,1330996500.0,1,1,2012-03-06T01:15:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
176,4,1331213520.0,2,2,2012-03-08T13:32:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
177,4,1331217660.0,2,2,2012-03-08T14:41:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
178,4,1331251200.0,3,3,2012-03-09T00:00:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
179,4,1331255700.0,3,3,2012-03-09T01:15:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
180,4,1331458680.0,3,3,2012-03-11T09:38:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
181,4,1331463840.0,3,3,2012-03-11T11:04:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
182,4,1331493900.0,14,10,2012-03-11T19:25:00.000+02:00,Round Grinding - Manual,Machine 27 - Grinding
183,4,1331496000.0,14,10,2012-03-11T20:00:00.000+02:00,Round Grinding - Manual,Machine 27 - Grinding
184,4,1331496000.0,14,10,2012-03-11T20:00:00.000+02:00,Round Grinding - Manual,Machine 27 - Grinding
185,4,1331509200.0,14,10,2012-03-11T23:40:00.000+02:00,Round Grinding - Manual,Machine 27 - Grinding
186,4,1331535780.0,4,4,2012-03-12T07:03:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
187,4,1331538600.0,15,1,2012-03-12T07:50:00.000+02:00,Round Grinding - Q.C.,Quality Check 1
188,4,1331539320.0,4,4,2012-03-12T08:02:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
189,4,1331539440.0,4,4,2012-03-12T08:04:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
190,4,1331539740.0,4,4,2012-03-12T08:09:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
191,4,1331539740.0,15,1,2012-03-12T08:09:00.000+02:00,Round Grinding - Q.C.,Quality Check 1
192,4,1331539800.0,4,4,2012-03-12T08:10:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
193,4,1331546400.0,15,1,2012-03-12T10:00:00.000+02:00,Round Grinding - Q.C.,Quality Check 1
194,4,1331549820.0,15,1,2012-03-12T10:57:00.000+02:00,Round Grinding - Q.C.,Quality Check 1
195,4,1331549880.0,4,4,2012-03-12T10:58:00.000+02:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
196,4,1331560800.0,5,1,2012-03-12T14:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
197,4,1331571600.0,5,1,2012-03-12T17:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
198,4,1331625600.0,5,1,2012-03-13T08:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
199,4,1331625960.0,5,1,2012-03-13T08:06:00.000+02:00,Final Inspection Q.C.,Quality Check 1
200,4,1331683200.0,6,5,2012-03-14T00:00:00.000+02:00,Packing,Packing
201,4,1331686800.0,6,5,2012-03-14T01:00:00.000+02:00,Packing,Packing
202,5,1331025000.0,10,8,2012-03-06T09:10:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
203,5,1331029080.0,10,8,2012-03-06T10:18:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
204,5,1331180340.0,10,8,2012-03-08T04:19:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
205,5,1331189460.0,10,8,2012-03-08T06:51:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
206,5,1331201040.0,10,8,2012-03-08T10:04:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
207,5,1331224680.0,10,8,2012-03-08T16:38:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
208,5,1331238240.0,10,8,2012-03-08T20:24:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
209,5,1331267700.0,10,8,2012-03-09T04:35:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
210,5,1331267700.0,10,8,2012-03-09T04:35:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
211,5,1331278020.0,10,8,2012-03-09T07:27:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
212,5,1331278320.0,1,1,2012-03-09T07:32:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
213,5,1331278320.0,10,8,2012-03-09T07:32:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
214,5,1331288820.0,10,8,2012-03-09T10:27:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
215,5,1331289480.0,1,1,2012-03-09T10:38:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
216,5,1331451720.0,1,1,2012-03-11T07:42:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
217,5,1331453760.0,1,1,2012-03-11T08:16:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
218,5,1331456580.0,10,8,2012-03-11T09:03:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
219,5,1331462220.0,10,8,2012-03-11T10:37:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
220,5,1331462220.0,10,8,2012-03-11T10:37:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
221,5,1331466480.0,10,8,2012-03-11T11:48:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
222,5,1331466540.0,10,8,2012-03-11T11:49:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
223,5,1331482140.0,10,8,2012-03-11T16:09:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
224,5,1331483700.0,10,8,2012-03-11T16:35:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
225,5,1331490900.0,10,8,2012-03-11T18:35:00.000+02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling
226,5,1331540820.0,1,1,2012-03-12T08:27:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
227,5,1331540880.0,1,1,2012-03-12T08:28:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
228,5,1331632440.0,2,2,2012-03-13T09:54:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
229,5,1331635560.0,2,2,2012-03-13T10:46:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
230,5,1331645220.0,9,7,2012-03-13T13:27:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
231,5,1331647440.0,9,7,2012-03-13T14:04:00.000+02:00,Flat Grinding - Machine 11,Machine 11 - Grinding
232,5,1331647620.0,5,1,2012-03-13T14:07:00.000+02:00,Final Inspection Q.C.,Quality Check 1
233,5,1331661420.0,5,1,2012-03-13T17:57:00.000+02:00,Final Inspection Q.C.,Quality Check 1
234,5,1331708280.0,5,1,2012-03-14T06:58:00.000+02:00,Final Inspection Q.C.,Quality Check 1
235,5,1331721300.0,5,1,2012-03-14T10:35:00.000+02:00,Final Inspection Q.C.,Quality Check 1
