Id,concept:name_1,lifecycle:transition_1,org:resource_1,Activity_1,Resource_1,Work_Order_Qty_1,Part_Desc__1,Worker_ID_1,Report_Type_1,Qty_Completed_1,Qty_Rejected_1,Qty_for_MRB_1,concept:name_2,lifecycle:transition_2,org:resource_2,Activity_2,Resource_2,Work_Order_Qty_2,Part_Desc__2,Worker_ID_2,Report_Type_2,Qty_Completed_2,Qty_Rejected_2,Qty_for_MRB_2,concept:name_3,lifecycle:transition_3,org:resource_3,Activity_3,Resource_3,Work_Order_Qty_3,Part_Desc__3,Worker_ID_3,Report_Type_3,Qty_Completed_3,Qty_Rejected_3,Qty_for_MRB_3,concept:name_4,lifecycle:transition_4,org:resource_4,Activity_4,Resource_4,Work_Order_Qty_4,Part_Desc__4,Worker_ID_4,Report_Type_4,Qty_Completed_4,Qty_Rejected_4,Qty_for_MRB_4,concept:name_5,lifecycle:transition_5,org:resource_5,Activity_5,Resource_5,Work_Order_Qty_5,Part_Desc__5,Worker_ID_5,Report_Type_5,Qty_Completed_5,Qty_Rejected_5,Qty_for_MRB_5,concept:name_6,lifecycle:transition_6,org:resource_6,Activity_6,Resource_6,Work_Order_Qty_6,Part_Desc__6,Worker_ID_6,Report_Type_6,Qty_Completed_6,Qty_Rejected_6,Qty_for_MRB_6,concept:name_7,lifecycle:transition_7,org:resource_7,Activity_7,Resource_7,Work_Order_Qty_7,Part_Desc__7,Worker_ID_7,Report_Type_7,Qty_Completed_7,Qty_Rejected_7,Qty_for_MRB_7,concept:name_8,lifecycle:transition_8,org:resource_8,Activity_8,Resource_8,Work_Order_Qty_8,Part_Desc__8,Worker_ID_8,Report_Type_8,Qty_Completed_8,Qty_Rejected_8,Qty_for_MRB_8,concept:name_9,lifecycle:transition_9,org:resource_9,Activity_9,Resource_9,Work_Order_Qty_9,Part_Desc__9,Worker_ID_9,Report_Type_9,Qty_Completed_9,Qty_Rejected_9,Qty_for_MRB_9,concept:name_10,lifecycle:transition_10,org:resource_10,Activity_10,Resource_10,Work_Order_Qty_10,Part_Desc__10,Worker_ID_10,Report_Type_10,Qty_Completed_10,Qty_Rejected_10,Qty_for_MRB_10,concept:name_11,lifecycle:transition_11,org:resource_11,Activity_11,Resource_11,Work_Order_Qty_11,Part_Desc__11,Worker_ID_11,Report_Type_11,Qty_Completed_11,Qty_Rejected_11,Qty_for_MRB_11,concept:name_12,lifecycle:transition_12,org:resource_12,Activity_12,Resource_12,Work_Order_Qty_12,Part_Desc__12,Worker_ID_12,Report_Type_12,Qty_Completed_12,Qty_Rejected_12,Qty_for_MRB_12,concept:name_13,lifecycle:transition_13,org:resource_13,Activity_13,Resource_13,Work_Order_Qty_13,Part_Desc__13,Worker_ID_13,Report_Type_13,Qty_Completed_13,Qty_Rejected_13,Qty_for_MRB_13,remainingTime,prediction
240,75,1,32,75,76,217,218,32,11,7,7,7,75,13,32,75,76,217,218,32,11,7,7,7,75,1,43,75,76,217,218,43,11,12,7,7,75,13,43,75,76,217,218,43,11,12,7,7,75,1,85,75,76,217,218,85,6,69,7,7,75,13,85,75,76,217,218,85,6,69,7,7,75,1,32,75,76,217,218,32,6,53,7,7,75,13,32,75,76,217,218,32,6,53,7,7,75,1,43,75,76,217,218,43,6,100,7,7,75,13,43,75,76,217,218,43,6,100,7,7,75,1,85,75,76,217,218,85,6,69,7,7,75,13,85,75,76,217,218,85,6,69,7,7,35,1,2,35,36,217,218,2,6,7,7,7,781200.0,3351376.5
244,0,1,60,0,3,107,5,60,6,66,7,7,0,13,60,0,3,107,5,60,6,66,7,7,0,1,60,0,3,107,5,60,6,50,7,7,0,13,60,0,3,107,5,60,6,50,7,7,105,1,60,105,106,107,5,60,11,7,7,7,105,13,60,105,106,107,5,60,11,7,7,7,105,1,60,105,106,107,5,60,6,7,7,7,105,13,60,105,106,107,5,60,6,7,7,7,105,1,60,105,106,107,5,60,6,12,7,7,59,1,52,59,18,107,5,52,6,7,7,7,105,13,60,105,106,107,5,60,6,12,7,7,105,1,60,105,106,107,5,60,49,7,7,7,105,13,60,105,106,107,5,60,49,7,7,7,303720.0,642186.625
245,23,1,28,23,25,107,5,28,11,7,7,7,23,1,28,23,25,107,5,28,49,7,7,7,23,13,28,23,25,107,5,28,49,7,7,7,17,1,16,17,18,107,5,16,11,7,7,7,17,13,16,17,18,107,5,16,11,7,7,7,23,13,28,23,25,107,5,28,11,7,7,7,23,1,28,23,25,107,5,28,11,12,7,7,23,13,28,23,25,107,5,28,11,12,7,7,23,1,28,23,25,107,5,28,6,34,7,7,23,13,28,23,25,107,5,28,6,34,7,7,23,1,71,23,25,107,5,71,11,12,7,7,23,13,71,23,25,107,5,71,11,12,7,7,23,1,71,23,25,107,5,71,6,34,7,7,2410140.0,1465656.125
253,23,1,71,23,25,69,227,71,11,12,7,7,23,13,71,23,25,69,227,71,11,12,7,7,23,1,71,23,25,69,227,71,6,66,7,7,23,13,71,23,25,69,227,71,6,66,7,7,17,1,29,17,18,69,227,29,6,7,7,7,23,1,28,23,25,69,227,28,6,63,7,7,17,13,29,17,18,69,227,29,6,7,7,7,17,1,29,17,18,69,227,29,6,61,12,7,23,13,28,23,25,69,227,28,6,63,7,7,17,13,29,17,18,69,227,29,6,61,12,7,21,1,20,21,22,69,227,20,6,61,7,7,21,13,20,21,22,69,227,20,6,61,7,7,0,1,20,0,3,69,227,20,6,7,7,7,482760.0,726680.4375
261,40,1,45,40,41,126,218,45,11,7,7,7,40,13,45,40,41,126,218,45,11,7,7,7,40,1,45,40,41,126,218,45,6,79,7,7,40,13,45,40,41,126,218,45,6,79,7,7,17,1,29,17,18,126,218,29,6,7,7,7,17,13,29,17,18,126,218,29,6,7,7,7,40,1,39,40,41,126,218,39,6,79,7,7,40,13,39,40,41,126,218,39,6,79,7,7,17,1,29,17,18,126,218,29,6,126,7,7,17,13,29,17,18,126,218,29,6,126,7,7,35,1,2,35,36,126,218,2,6,7,7,7,35,13,2,35,36,126,218,2,6,7,7,7,21,1,20,21,22,126,218,20,6,126,7,7,510600.0,705794.9375
267,9,1,14,9,10,161,162,14,11,7,7,7,9,13,14,9,10,161,162,14,11,7,7,7,9,1,32,9,10,161,162,32,11,66,7,7,9,13,32,9,10,161,162,32,11,66,7,7,9,1,32,9,10,161,162,32,6,61,7,7,9,13,32,9,10,161,162,32,6,61,7,7,9,1,14,9,10,161,162,14,6,88,7,7,17,1,29,17,18,161,162,29,6,7,7,7,17,13,29,17,18,161,162,29,6,7,7,7,9,13,14,9,10,161,162,14,6,88,7,7,9,1,43,9,10,161,162,43,6,79,7,7,9,13,43,9,10,161,162,43,6,79,7,7,9,1,43,9,10,161,162,43,6,79,7,7,7149600.0,1350905.125
27,40,1,45,40,41,91,38,45,11,7,7,7,40,13,45,40,41,91,38,45,11,7,7,7,40,1,45,40,41,91,38,45,11,12,7,7,40,13,45,40,41,91,38,45,11,12,7,7,40,1,45,40,41,91,38,45,11,7,7,7,40,13,45,40,41,91,38,45,11,7,7,7,40,1,45,40,41,91,38,45,6,44,7,7,40,13,45,40,41,91,38,45,6,44,7,7,40,1,45,40,41,91,38,45,11,7,7,7,40,13,45,40,41,91,38,45,11,7,7,7,40,1,45,40,41,91,38,45,6,7,7,7,40,13,45,40,41,91,38,45,6,7,7,7,40,1,45,40,41,91,38,45,6,91,7,7,263880.0,786208.0625
277,225,1,224,225,226,50,5,224,6,50,7,7,225,13,224,225,226,50,5,224,6,50,7,7,17,1,80,17,18,50,5,80,6,50,7,7,17,13,80,17,18,50,5,80,6,50,7,7,0,1,60,0,3,50,5,60,6,50,7,7,0,13,60,0,3,50,5,60,6,50,7,7,93,1,60,93,94,50,5,60,11,7,7,7,93,13,60,93,94,50,5,60,11,7,7,7,93,1,60,93,94,50,5,60,6,7,7,7,93,13,60,93,94,50,5,60,6,7,7,7,93,1,60,93,94,50,5,60,6,50,7,7,93,13,60,93,94,50,5,60,6,50,7,7,0,1,60,0,3,50,5,60,6,50,7,7,104340.0,597329.5
29,70,1,24,70,72,181,5,24,11,7,7,7,70,13,24,70,72,181,5,24,11,7,7,7,70,1,71,70,72,181,5,71,11,7,7,7,70,13,71,70,72,181,5,71,11,7,7,7,70,1,28,70,72,181,5,28,11,7,7,7,70,13,28,70,72,181,5,28,11,7,7,7,70,1,71,70,72,181,5,71,6,51,7,7,70,13,71,70,72,181,5,71,6,51,7,7,70,1,71,70,72,181,5,71,6,31,7,7,70,13,71,70,72,181,5,71,6,31,7,7,70,1,71,70,72,181,5,71,6,42,7,7,70,13,71,70,72,181,5,71,6,42,7,7,17,1,80,17,18,181,5,80,6,140,7,7,2957640.0,5699519.0
33,75,1,32,75,76,79,38,32,11,12,7,7,75,13,32,75,76,79,38,32,11,12,7,7,17,1,29,17,18,79,38,29,6,7,7,7,75,1,32,75,76,79,38,32,11,12,7,7,17,13,29,17,18,79,38,29,6,7,7,7,75,13,32,75,76,79,38,32,11,12,7,7,75,1,32,75,76,79,38,32,6,66,7,7,75,13,32,75,76,79,38,32,6,66,7,7,75,1,14,75,76,79,38,14,6,88,7,7,75,13,14,75,76,79,38,14,6,88,7,7,75,1,43,75,76,79,38,43,6,102,7,7,75,13,43,75,76,79,38,43,6,102,7,7,17,1,29,17,18,79,38,29,6,7,12,7,1906020.0,1898275.25
37,40,1,45,40,41,78,38,45,11,12,7,7,103,1,71,103,25,78,38,71,6,7,7,7,103,13,71,103,25,78,38,71,6,7,7,7,40,13,45,40,41,78,38,45,11,12,7,7,40,1,45,40,41,78,38,45,11,12,7,7,40,13,45,40,41,78,38,45,11,12,7,7,40,1,32,40,41,78,38,32,6,44,7,7,40,13,32,40,41,78,38,32,6,44,7,7,40,1,240,40,41,78,38,240,6,195,7,7,40,13,240,40,41,78,38,240,6,195,7,7,40,1,45,40,41,78,38,45,11,7,7,7,40,13,45,40,41,78,38,45,11,7,7,7,40,1,45,40,41,78,38,45,6,63,7,7,1758060.0,1573465.625
38,9,1,14,9,10,180,5,14,11,7,7,7,9,13,14,9,10,180,5,14,11,7,7,7,108,1,85,108,109,180,5,85,11,12,7,7,108,13,85,108,109,180,5,85,11,12,7,7,9,1,8,9,10,180,5,8,11,7,7,7,9,13,8,9,10,180,5,8,11,7,7,7,9,1,8,9,10,180,5,8,6,66,7,7,9,13,8,9,10,180,5,8,6,66,7,7,9,1,8,9,10,180,5,8,11,7,7,7,9,13,8,9,10,180,5,8,11,7,7,7,9,1,8,9,10,180,5,8,6,69,7,7,9,13,8,9,10,180,5,8,6,69,7,7,108,1,45,108,109,180,5,45,6,7,7,7,4765380.0,3948602.0
39,70,1,71,70,72,4,27,71,11,12,7,7,70,13,71,70,72,4,27,71,11,12,7,7,70,1,71,70,72,4,27,71,11,12,7,7,17,1,52,17,18,4,27,52,6,7,7,7,17,13,52,17,18,4,27,52,6,7,7,7,70,13,71,70,72,4,27,71,11,12,7,7,70,1,71,70,72,4,27,71,6,15,7,7,17,1,52,17,18,4,27,52,6,4,7,7,70,13,71,70,72,4,27,71,6,15,7,7,17,13,52,17,18,4,27,52,6,4,7,7,70,1,71,70,72,4,27,71,11,7,7,7,70,13,71,70,72,4,27,71,11,7,7,7,70,1,24,70,72,4,27,24,11,66,7,7,431040.0,1419824.875
44,243,1,24,243,72,244,245,24,11,7,7,7,243,13,24,243,72,244,245,24,11,7,7,7,243,1,71,243,72,244,245,71,11,12,7,7,243,13,71,243,72,244,245,71,11,12,7,7,243,1,71,243,72,244,245,71,6,91,7,7,243,13,71,243,72,244,245,71,6,91,7,7,243,1,24,243,72,244,245,24,6,102,7,7,243,13,24,243,72,244,245,24,6,102,7,7,243,1,24,243,72,244,245,24,6,61,7,7,243,13,24,243,72,244,245,24,6,61,7,7,243,1,71,243,72,244,245,71,6,61,7,7,243,13,71,243,72,244,245,71,6,61,7,7,243,1,8,243,72,244,245,8,6,175,7,7,2052840.0,1459738.625
54,9,1,85,9,10,51,38,85,11,7,7,7,9,13,85,9,10,51,38,85,11,7,7,7,9,1,14,9,10,51,38,14,11,7,7,7,9,13,14,9,10,51,38,14,11,7,7,7,9,1,8,9,10,51,38,8,11,7,7,7,9,13,8,9,10,51,38,8,11,7,7,7,9,1,8,9,10,51,38,8,6,44,7,7,17,1,52,17,18,51,38,52,11,7,7,7,17,13,52,17,18,51,38,52,11,7,7,7,9,13,8,9,10,51,38,8,6,44,7,7,9,1,14,9,10,51,38,14,6,63,7,7,9,13,14,9,10,51,38,14,6,63,7,7,17,1,52,17,18,51,38,52,6,7,50,7,181800.0,666517.6875
55,243,1,24,243,72,250,218,24,11,12,7,7,243,13,24,243,72,250,218,24,11,12,7,7,243,1,71,243,72,250,218,71,11,7,7,7,243,13,71,243,72,250,218,71,11,7,7,7,243,1,71,243,72,250,218,71,6,44,7,7,243,13,71,243,72,250,218,71,6,44,7,7,17,1,52,17,18,250,218,52,6,7,7,7,243,1,28,243,72,250,218,28,6,4,7,7,17,13,52,17,18,250,218,52,6,7,7,7,243,13,28,243,72,250,218,28,6,4,7,7,243,1,24,243,72,250,218,24,6,61,7,7,243,13,24,243,72,250,218,24,6,61,7,7,243,1,71,243,72,250,218,71,6,12,7,7,3089820.0,2601143.25
6,40,1,45,40,41,252,218,45,11,12,7,7,40,1,45,40,41,252,218,45,11,7,7,7,40,13,45,40,41,252,218,45,11,12,7,7,40,13,45,40,41,252,218,45,11,7,7,7,40,1,39,40,41,252,218,39,11,7,7,7,40,13,39,40,41,252,218,39,11,7,7,7,40,1,39,40,41,252,218,39,11,12,7,7,40,13,39,40,41,252,218,39,11,12,7,7,40,1,45,40,41,252,218,45,11,7,7,7,40,13,45,40,41,252,218,45,11,7,7,7,40,1,45,40,41,252,218,45,6,46,7,7,40,13,45,40,41,252,218,45,6,46,7,7,17,1,29,17,18,252,218,29,6,7,7,7,1621500.0,1990066.875
61,23,1,28,23,25,100,165,28,11,12,7,7,23,1,28,23,25,100,165,28,49,7,7,7,23,13,28,23,25,100,165,28,49,7,7,7,23,13,28,23,25,100,165,28,11,12,7,7,23,1,28,23,25,100,165,28,6,50,7,7,23,13,28,23,25,100,165,28,6,50,7,7,23,1,8,23,25,100,165,8,6,46,7,7,23,13,8,23,25,100,165,8,6,46,7,7,23,1,28,23,25,100,165,28,6,19,7,7,17,1,52,17,18,100,165,52,11,7,7,7,23,13,28,23,25,100,165,28,6,19,7,7,17,13,52,17,18,100,165,52,11,7,7,7,23,1,71,23,25,100,165,71,11,7,7,7,3413160.0,1112132.25
67,108,1,85,108,109,146,5,85,11,12,7,7,108,1,85,108,109,146,5,85,6,91,7,7,108,13,85,108,109,146,5,85,11,12,7,7,108,13,85,108,109,146,5,85,6,91,7,7,108,1,8,108,109,146,5,8,6,140,7,7,9,1,8,9,10,146,5,8,11,7,7,7,9,13,8,9,10,146,5,8,11,7,7,7,108,13,8,108,109,146,5,8,6,140,7,7,108,1,14,108,109,146,5,14,6,58,7,7,108,13,14,108,109,146,5,14,6,58,7,7,108,1,8,108,109,146,5,8,6,64,7,7,108,13,8,108,109,146,5,8,6,64,7,7,9,1,71,9,10,146,5,71,6,195,7,7,4466460.0,1366226.5
75,40,1,45,40,41,4,38,45,11,7,7,7,40,13,45,40,41,4,38,45,11,7,7,7,40,1,45,40,41,4,38,45,11,7,7,7,40,13,45,40,41,4,38,45,11,7,7,7,40,1,39,40,41,4,38,39,6,4,7,7,40,13,39,40,41,4,38,39,6,4,7,7,40,1,39,40,41,4,38,39,11,7,7,7,40,13,39,40,41,4,38,39,11,7,7,7,40,1,45,40,41,4,38,45,11,7,7,7,40,13,45,40,41,4,38,45,11,7,7,7,40,1,45,40,41,4,38,45,6,4,7,7,40,13,45,40,41,4,38,45,6,4,7,7,17,1,80,17,18,4,38,80,6,4,7,7,1378200.0,1332874.5
77,23,1,71,23,25,100,174,71,11,7,7,7,23,13,71,23,25,100,174,71,11,7,7,7,23,1,71,23,25,100,174,71,11,7,7,7,23,13,71,23,25,100,174,71,11,7,7,7,23,1,28,23,25,100,174,28,11,7,7,7,23,13,28,23,25,100,174,28,11,7,7,7,23,1,28,23,25,100,174,28,11,7,7,7,23,13,28,23,25,100,174,28,11,7,7,7,23,1,71,23,25,100,174,71,6,50,7,7,23,13,71,23,25,100,174,71,6,50,7,7,23,1,24,23,25,100,174,24,6,42,7,7,17,1,16,17,18,100,174,16,6,58,12,7,17,13,16,17,18,100,174,16,6,58,12,7,1456800.0,712945.125
