concept:name_1,lifecycle:transition_1,org:resource_1,Activity_1,Resource_1,Work_Order_Qty_1,Part_Desc__1,Worker_ID_1,Report_Type_1,Qty_Completed_1,Qty_Rejected_1,Qty_for_MRB_1,concept:name_2,lifecycle:transition_2,org:resource_2,Activity_2,Resource_2,Work_Order_Qty_2,Part_Desc__2,Worker_ID_2,Report_Type_2,Qty_Completed_2,Qty_Rejected_2,Qty_for_MRB_2,concept:name_3,lifecycle:transition_3,org:resource_3,Activity_3,Resource_3,Work_Order_Qty_3,Part_Desc__3,Worker_ID_3,Report_Type_3,Qty_Completed_3,Qty_Rejected_3,Qty_for_MRB_3,concept:name_4,lifecycle:transition_4,org:resource_4,Activity_4,Resource_4,Work_Order_Qty_4,Part_Desc__4,Worker_ID_4,Report_Type_4,Qty_Completed_4,Qty_Rejected_4,Qty_for_MRB_4,concept:name_5,lifecycle:transition_5,org:resource_5,Activity_5,Resource_5,Work_Order_Qty_5,Part_Desc__5,Worker_ID_5,Report_Type_5,Qty_Completed_5,Qty_Rejected_5,Qty_for_MRB_5,concept:name_6,lifecycle:transition_6,org:resource_6,Activity_6,Resource_6,Work_Order_Qty_6,Part_Desc__6,Worker_ID_6,Report_Type_6,Qty_Completed_6,Qty_Rejected_6,Qty_for_MRB_6,concept:name_7,lifecycle:transition_7,org:resource_7,Activity_7,Resource_7,Work_Order_Qty_7,Part_Desc__7,Worker_ID_7,Report_Type_7,Qty_Completed_7,Qty_Rejected_7,Qty_for_MRB_7,concept:name_8,lifecycle:transition_8,org:resource_8,Activity_8,Resource_8,Work_Order_Qty_8,Part_Desc__8,Worker_ID_8,Report_Type_8,Qty_Completed_8,Qty_Rejected_8,Qty_for_MRB_8,concept:name_9,lifecycle:transition_9,org:resource_9,Activity_9,Resource_9,Work_Order_Qty_9,Part_Desc__9,Worker_ID_9,Report_Type_9,Qty_Completed_9,Qty_Rejected_9,Qty_for_MRB_9,concept:name_10,lifecycle:transition_10,org:resource_10,Activity_10,Resource_10,Work_Order_Qty_10,Part_Desc__10,Worker_ID_10,Report_Type_10,Qty_Completed_10,Qty_Rejected_10,Qty_for_MRB_10,concept:name_11,lifecycle:transition_11,org:resource_11,Activity_11,Resource_11,Work_Order_Qty_11,Part_Desc__11,Worker_ID_11,Report_Type_11,Qty_Completed_11,Qty_Rejected_11,Qty_for_MRB_11,concept:name_12,lifecycle:transition_12,org:resource_12,Activity_12,Resource_12,Work_Order_Qty_12,Part_Desc__12,Worker_ID_12,Report_Type_12,Qty_Completed_12,Qty_Rejected_12,Qty_for_MRB_12,concept:name_13,lifecycle:transition_13,org:resource_13,Activity_13,Resource_13,Work_Order_Qty_13,Part_Desc__13,Worker_ID_13,Report_Type_13,Qty_Completed_13,Qty_Rejected_13,Qty_for_MRB_13,remainingTime,prediction
82,1,8,82,10,81,5,8,11,12,7,7,82,13,8,82,10,81,5,8,11,12,7,7,82,1,8,82,10,81,5,8,6,83,7,7,82,13,8,82,10,81,5,8,6,83,7,7,82,1,14,82,10,81,5,14,6,84,7,7,82,13,14,82,10,81,5,14,6,84,7,7,82,1,85,82,10,81,5,85,6,86,7,7,82,13,85,82,10,81,5,85,6,86,7,7,82,1,8,82,10,81,5,8,6,73,7,7,82,13,8,82,10,81,5,8,6,73,7,7,82,1,14,82,10,81,5,14,6,46,7,7,82,13,14,82,10,81,5,14,6,46,7,7,30,1,80,30,18,81,5,80,6,81,7,7,1184760.0,712096.51334
23,1,71,23,25,87,38,71,11,7,7,7,23,13,71,23,25,87,38,71,11,7,7,7,23,1,28,23,25,87,38,28,11,12,7,7,23,13,28,23,25,87,38,28,11,12,7,7,23,1,24,23,25,87,38,24,11,50,7,7,23,13,24,23,25,87,38,24,11,50,7,7,17,1,52,17,18,87,38,52,6,7,50,7,23,1,28,23,25,87,38,28,49,7,7,7,17,13,52,17,18,87,38,52,6,7,50,7,23,13,28,23,25,87,38,28,49,7,7,7,23,1,28,23,25,87,38,28,11,50,7,7,23,13,28,23,25,87,38,28,11,50,7,7,23,1,24,23,25,87,38,24,6,50,7,7,1272240.0,1098553.96379
75,1,32,75,76,88,38,32,11,12,7,7,75,13,32,75,76,88,38,32,11,12,7,7,17,1,29,17,18,88,38,29,6,7,7,7,75,1,89,75,76,88,38,89,11,7,7,7,75,13,89,75,76,88,38,89,11,7,7,7,17,13,29,17,18,88,38,29,6,7,7,7,75,1,32,75,76,88,38,32,6,74,7,7,75,13,32,75,76,88,38,32,6,74,7,7,17,1,29,17,18,88,38,29,6,74,7,7,17,13,29,17,18,88,38,29,6,74,7,7,17,1,29,17,18,88,38,29,6,7,12,7,17,13,29,17,18,88,38,29,6,7,12,7,17,1,29,17,18,88,38,29,6,7,7,7,480.0,79041.5055465
9,1,8,9,10,90,38,8,11,7,7,7,9,13,8,9,10,90,38,8,11,7,7,7,9,1,43,9,10,90,38,43,6,64,7,7,9,13,43,9,10,90,38,43,6,64,7,7,9,1,8,9,10,90,38,8,6,91,7,7,9,13,8,9,10,90,38,8,6,91,7,7,9,1,8,9,10,90,38,8,11,7,7,7,9,13,8,9,10,90,38,8,11,7,7,7,9,1,8,9,10,90,38,8,6,92,7,7,17,1,52,17,18,90,38,52,6,7,7,7,17,13,52,17,18,90,38,52,6,7,7,7,17,1,52,17,18,90,38,52,6,90,7,7,17,13,52,17,18,90,38,52,6,90,7,7,1685400.0,1512987.24076
70,1,24,70,72,100,101,24,11,7,7,7,70,13,24,70,72,100,101,24,11,7,7,7,70,1,24,70,72,100,101,24,11,7,7,7,70,13,24,70,72,100,101,24,11,7,7,7,70,1,24,70,72,100,101,24,11,12,7,7,70,13,24,70,72,100,101,24,11,12,7,7,70,1,71,70,72,100,101,71,6,66,7,7,70,13,71,70,72,100,101,71,6,66,7,7,70,1,24,70,72,100,101,24,6,42,7,7,70,13,24,70,72,100,101,24,6,42,7,7,70,1,24,70,72,100,101,24,6,102,7,7,70,13,24,70,72,100,101,24,6,102,7,7,70,1,24,70,72,100,101,24,6,102,7,7,205260.0,511936.38733
9,1,85,9,10,112,5,85,11,7,7,7,9,13,85,9,10,112,5,85,11,7,7,7,9,1,8,9,10,112,5,8,11,7,7,7,9,13,8,9,10,112,5,8,11,7,7,7,9,1,8,9,10,112,5,8,6,113,7,7,9,13,8,9,10,112,5,8,6,113,7,7,9,1,14,9,10,112,5,14,6,7,7,7,9,13,14,9,10,112,5,14,6,7,7,7,9,1,14,9,10,112,5,14,6,86,7,7,9,13,14,9,10,112,5,14,6,86,7,7,9,1,8,9,10,112,5,8,11,12,7,7,9,13,8,9,10,112,5,8,11,12,7,7,9,1,8,9,10,112,5,8,6,66,7,7,224700.0,342666.653303
9,1,8,9,10,91,38,8,11,12,7,7,9,13,8,9,10,91,38,8,11,12,7,7,9,1,8,9,10,91,38,8,6,66,7,7,9,13,8,9,10,91,38,8,6,66,7,7,9,1,85,9,10,91,38,85,6,7,7,7,9,13,85,9,10,91,38,85,6,7,7,7,9,1,14,9,10,91,38,14,6,19,7,7,9,13,14,9,10,91,38,14,6,19,7,7,17,1,52,17,18,91,38,52,6,91,7,7,17,13,52,17,18,91,38,52,6,91,7,7,21,1,20,21,22,91,38,20,6,91,7,7,21,13,20,21,22,91,38,20,6,91,7,7,0,1,89,0,3,91,38,89,6,91,7,7,322080.0,529418.478716
9,1,85,9,10,4,47,85,11,7,7,7,9,13,85,9,10,4,47,85,11,7,7,7,9,1,14,9,10,4,47,14,11,66,7,7,9,13,14,9,10,4,47,14,11,66,7,7,9,1,8,9,10,4,47,8,11,7,7,7,17,1,52,17,18,4,47,52,6,7,12,7,9,13,8,9,10,4,47,8,11,7,7,7,9,1,8,9,10,4,47,8,6,15,7,7,17,13,52,17,18,4,47,52,6,7,12,7,9,13,8,9,10,4,47,8,6,15,7,7,17,1,52,17,18,4,47,52,6,19,7,7,17,13,52,17,18,4,47,52,6,19,7,7,21,1,20,21,22,4,47,20,6,19,7,7,206400.0,237037.242492
40,1,39,40,41,50,117,39,11,7,7,7,17,1,52,17,18,50,117,52,11,7,7,7,17,13,52,17,18,50,117,52,11,7,7,7,40,13,39,40,41,50,117,39,11,7,7,7,40,1,39,40,41,50,117,39,11,12,7,7,40,13,39,40,41,50,117,39,11,12,7,7,40,1,45,40,41,50,117,45,6,66,7,7,40,13,45,40,41,50,117,45,6,66,7,7,17,1,52,17,18,50,117,52,6,50,7,7,17,13,52,17,18,50,117,52,6,50,7,7,0,1,20,0,3,50,117,20,6,50,7,7,0,13,20,0,3,50,117,20,6,50,7,7,0,1,52,0,18,50,117,52,6,50,7,7,940260.0,744101.938991
103,1,28,103,25,88,27,28,11,7,7,7,103,13,28,103,25,88,27,28,11,7,7,7,103,1,28,103,25,88,27,28,6,66,7,7,103,13,28,103,25,88,27,28,6,66,7,7,103,1,24,103,25,88,27,24,6,37,7,7,103,13,24,103,25,88,27,24,6,37,7,7,56,1,57,56,56,88,27,57,6,88,7,7,56,13,57,56,56,88,27,57,6,88,7,7,30,1,29,30,18,88,27,29,6,88,7,7,30,13,29,30,18,88,27,29,6,88,7,7,21,1,98,21,22,88,27,98,6,88,7,7,21,13,98,21,22,88,27,98,6,88,7,7,59,1,29,59,18,88,27,29,6,88,7,7,4500.0,224440.437051
108,1,43,108,109,77,47,43,11,12,7,7,108,13,43,108,109,77,47,43,11,12,7,7,108,1,85,108,109,77,47,85,11,7,7,7,108,1,89,108,109,77,47,89,11,7,7,7,108,13,89,108,109,77,47,89,11,7,7,7,108,13,85,108,109,77,47,85,11,7,7,7,108,1,43,108,109,77,47,43,11,7,7,7,108,13,43,108,109,77,47,43,11,7,7,7,108,1,43,108,109,77,47,43,11,7,7,7,108,13,43,108,109,77,47,43,11,7,7,7,108,1,43,108,109,77,47,43,6,55,7,7,108,13,43,108,109,77,47,43,6,55,7,7,108,1,85,108,109,77,47,85,6,55,7,7,620820.0,483361.210657
108,1,85,108,109,107,5,85,11,66,7,7,108,13,85,108,109,107,5,85,11,66,7,7,108,1,14,108,109,107,5,14,6,50,7,7,108,13,14,108,109,107,5,14,6,50,7,7,17,1,80,17,18,107,5,80,6,50,66,7,17,13,80,17,18,107,5,80,6,50,66,7,21,1,2,21,22,107,5,2,6,50,7,7,21,13,2,21,22,107,5,2,6,50,7,7,0,1,20,0,3,107,5,20,6,50,7,7,0,13,20,0,3,107,5,20,6,50,7,7,118,1,119,118,120,107,5,119,11,12,7,7,118,13,119,118,120,107,5,119,11,12,7,7,118,1,119,118,120,107,5,119,6,66,7,7,233280.0,197511.675227
122,1,39,122,41,115,121,39,11,66,7,7,122,13,39,122,41,115,121,39,11,66,7,7,122,1,45,122,41,115,121,45,6,46,7,7,122,13,45,122,41,115,121,45,6,46,7,7,122,1,39,122,41,115,121,39,6,7,7,7,122,13,39,122,41,115,121,39,6,7,7,7,122,1,39,122,41,115,121,39,6,102,7,7,122,13,39,122,41,115,121,39,6,102,7,7,30,1,29,30,18,115,121,29,6,115,7,7,30,13,29,30,18,115,121,29,6,115,7,7,35,1,20,35,36,115,121,20,6,115,7,7,35,13,20,35,36,115,121,20,6,115,7,7,0,1,20,0,3,115,121,20,6,115,7,7,843000.0,601006.770477
23,1,71,23,25,143,144,71,11,7,7,7,23,13,71,23,25,143,144,71,11,7,7,7,23,1,71,23,25,143,144,71,6,100,7,7,23,13,71,23,25,143,144,71,6,100,7,7,23,1,71,23,25,143,144,71,11,12,7,7,23,13,71,23,25,143,144,71,11,12,7,7,23,1,71,23,25,143,144,71,6,34,7,7,23,13,71,23,25,143,144,71,6,34,7,7,23,1,71,23,25,143,144,71,6,7,7,7,23,13,71,23,25,143,144,71,6,7,7,7,17,1,29,17,18,143,144,29,6,7,7,7,17,13,29,17,18,143,144,29,6,7,7,7,59,1,29,59,18,143,144,29,6,7,7,7,755460.0,697168.824603
151,1,98,151,94,146,5,98,6,7,7,7,151,13,98,151,94,146,5,98,6,7,7,7,59,1,16,59,18,146,5,16,6,4,7,7,59,13,16,59,18,146,5,16,6,4,7,7,56,1,57,56,56,146,5,57,6,4,7,7,56,13,57,56,56,146,5,57,6,4,7,7,156,1,60,156,106,146,5,60,6,7,7,7,156,13,60,156,106,146,5,60,6,7,7,7,59,1,16,59,18,146,5,16,6,7,7,7,59,13,16,59,18,146,5,16,6,7,7,7,56,1,57,56,56,146,5,57,6,66,7,7,56,13,57,56,56,146,5,57,6,66,7,7,59,1,16,59,18,146,5,16,6,66,12,7,2400.0,117054.834939
17,1,29,17,18,158,38,29,6,7,7,7,17,13,29,17,18,158,38,29,6,7,7,7,156,1,60,156,106,158,38,60,6,7,7,7,156,13,60,156,106,158,38,60,6,7,7,7,59,1,29,59,18,158,38,29,6,107,12,7,59,13,29,59,18,158,38,29,6,107,12,7,17,1,29,17,18,158,38,29,6,7,50,7,17,13,29,17,18,158,38,29,6,7,50,7,56,1,57,56,56,158,38,57,6,107,7,7,56,13,57,56,56,158,38,57,6,107,7,7,17,1,29,17,18,158,38,29,6,66,7,7,17,13,29,17,18,158,38,29,6,66,7,7,75,1,111,75,76,158,38,111,6,107,7,7,754440.0,878366.296618
21,1,20,21,22,161,162,20,6,163,7,7,0,1,2,0,3,161,162,2,6,7,7,7,0,13,2,0,3,161,162,2,6,7,7,7,0,1,2,0,3,161,162,2,6,7,7,7,21,13,20,21,22,161,162,20,6,163,7,7,0,13,2,0,3,161,162,2,6,7,7,7,0,1,20,0,3,161,162,20,6,163,7,7,0,13,20,0,3,161,162,20,6,163,7,7,17,1,29,17,18,161,162,29,6,46,7,7,17,13,29,17,18,161,162,29,6,46,7,7,164,1,133,164,164,161,162,133,6,46,7,7,164,13,133,164,164,161,162,133,6,46,7,7,154,1,153,154,155,161,162,153,11,7,7,7,527940.0,520240.235465
108,1,14,108,109,160,5,14,11,12,7,7,108,13,14,108,109,160,5,14,11,12,7,7,17,1,16,17,18,160,5,16,11,7,7,7,17,13,16,17,18,160,5,16,11,7,7,7,9,1,8,9,10,160,5,8,6,113,7,7,9,13,8,9,10,160,5,8,6,113,7,7,17,1,16,17,18,160,5,16,6,160,7,7,17,13,16,17,18,160,5,16,6,160,7,7,21,1,20,21,22,160,5,20,6,160,7,7,21,13,20,21,22,160,5,20,6,160,7,7,0,1,2,0,3,160,5,2,6,7,7,7,0,13,2,0,3,160,5,2,6,7,7,7,0,1,2,0,3,160,5,2,6,68,7,7,243060.0,468631.335615
131,1,130,131,132,159,127,130,6,7,7,7,131,13,130,131,132,159,127,130,6,7,7,7,17,1,52,17,18,159,127,52,6,7,7,7,17,13,52,17,18,159,127,52,6,7,7,7,23,1,24,23,25,159,127,24,11,12,7,7,23,13,24,23,25,159,127,24,11,12,7,7,17,1,52,17,18,159,127,52,6,7,7,7,23,1,24,23,25,159,127,24,11,7,7,7,17,13,52,17,18,159,127,52,6,7,7,7,23,13,24,23,25,159,127,24,11,7,7,7,23,1,24,23,25,159,127,24,6,42,7,7,23,13,24,23,25,159,127,24,6,42,7,7,23,1,71,23,25,159,127,71,6,7,7,7,1533000.0,1391351.70409
17,1,52,17,18,112,166,52,6,112,7,7,17,13,52,17,18,112,166,52,6,112,7,7,35,1,2,35,36,112,166,2,6,7,7,7,35,13,2,35,36,112,166,2,6,7,7,7,0,1,20,0,3,112,166,20,6,100,7,7,0,13,20,0,3,112,166,20,6,100,7,7,0,1,20,0,3,112,166,20,6,100,7,7,35,1,2,35,36,112,166,2,6,104,7,7,0,13,20,0,3,112,166,20,6,100,7,7,35,13,2,35,36,112,166,2,6,104,7,7,35,1,2,35,36,112,166,2,6,44,7,7,35,13,2,35,36,112,166,2,6,44,7,7,118,1,119,118,120,112,166,119,11,7,7,7,488040.0,448155.914265
17,1,29,17,18,107,174,29,6,107,7,7,17,13,29,17,18,107,174,29,6,107,7,7,21,1,20,21,22,107,174,20,6,107,7,7,21,13,20,21,22,107,174,20,6,107,7,7,0,1,2,0,3,107,174,2,6,7,7,7,0,13,2,0,3,107,174,2,6,7,7,7,35,1,20,35,36,107,174,20,6,107,7,7,35,13,20,35,36,107,174,20,6,107,7,7,0,1,2,0,3,107,174,2,6,107,7,7,0,13,2,0,3,107,174,2,6,107,7,7,56,1,57,56,56,107,174,57,6,107,7,7,56,13,57,56,56,107,174,57,6,107,7,7,59,1,29,59,18,107,174,29,6,107,7,7,780.0,299985.875982
17,1,29,17,18,175,176,29,6,7,7,7,17,13,29,17,18,175,176,29,6,7,7,7,21,1,20,21,22,175,176,20,6,175,7,7,21,13,20,21,22,175,176,20,6,175,7,7,0,1,20,0,3,175,176,20,6,175,7,7,0,13,20,0,3,175,176,20,6,175,7,7,93,1,98,93,94,175,176,98,11,7,7,7,93,13,98,93,94,175,176,98,11,7,7,7,93,1,98,93,94,175,176,98,6,4,7,7,93,13,98,93,94,175,176,98,6,4,7,7,59,1,29,59,18,175,176,29,6,7,7,7,59,13,29,59,18,175,176,29,6,7,7,7,59,1,29,59,18,175,176,29,6,4,7,7,1015500.0,1065234.80907
75,1,85,75,76,177,178,85,11,7,7,7,75,1,43,75,76,177,178,43,11,12,7,7,75,13,85,75,76,177,178,85,11,7,7,7,75,13,43,75,76,177,178,43,11,12,7,7,75,1,85,75,76,177,178,85,11,7,7,7,75,1,43,75,76,177,178,43,6,34,7,7,75,13,85,75,76,177,178,85,11,7,7,7,75,13,43,75,76,177,178,43,6,34,7,7,75,1,43,75,76,177,178,43,6,44,7,7,75,13,43,75,76,177,178,43,6,44,7,7,75,1,32,75,76,177,178,32,11,12,7,7,75,13,32,75,76,177,178,32,11,12,7,7,75,1,43,75,76,177,178,43,11,7,7,7,1659600.0,1388505.48314
75,1,32,75,76,179,38,32,11,7,7,7,75,13,32,75,76,179,38,32,11,7,7,7,75,1,45,75,76,179,38,45,11,7,7,7,75,13,45,75,76,179,38,45,11,7,7,7,75,1,45,75,76,179,38,45,6,180,7,7,75,13,45,75,76,179,38,45,6,180,7,7,75,1,85,75,76,179,38,85,49,7,7,7,75,13,85,75,76,179,38,85,49,7,7,7,75,1,32,75,76,179,38,32,6,112,7,7,75,13,32,75,76,179,38,32,6,112,7,7,75,1,43,75,76,179,38,43,6,115,7,7,75,13,43,75,76,179,38,43,6,115,7,7,17,1,29,17,18,179,38,29,6,179,7,7,493320.0,687056.49002
