,id,timestamp,state,resource,next_state,next_time,next_dur,elapsed_time,total_time,remaining_time,history,total_q,queue_1,queue_4,queue_0,queue_3,queue_26,queue_41,queue_7,queue_10,queue_18,queue_2,queue_9,queue_14,queue_16,queue_17,queue_5,queue_19,queue_46,queue_15,queue_6,queue_34,queue_8,queue_33,queue_21,queue_35,queue_40,queue_39,queue_13,queue_29,queue_38,queue_24,queue_47,queue_36,queue_30,queue_27,queue_43,queue_48,queue_25,queue_42,queue_28,queue_50,queue_32,queue_11,queue_44,queue_37,queue_23,queue_22,queue_31,queue_52,queue_45,queue_54,queue_20,queue_53,queue_49,queue_12,queue_51
32,67,1325520000.0,3,3,3,1325523600,3600,13500,3120480,3106980,2_3_3_3_2_3_3,8,1,0,0,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,111,1325520000.0,0,0,0,1325534400,14400,54000,3974400,3920400,0_0_0_0_0_0,9,1,0,1,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,150,1325520000.0,41,27,1,1325548800,28800,30600,626340,595740,41_41,10,1,0,1,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,120,1325520000.0,7,6,7,1325547600,27600,25200,576000,550800,7_7_7,11,1,0,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,67,1325520000.0,3,3,3,1325520000,0,13500,3120480,3106980,2_3_3_3_2_3,11,1,0,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,68,1325520600.0,1,1,5,1325574000,53400,58200,262800,204600,1_1_1_1_1_1,11,1,0,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,149,1325522580.0,10,8,10,1325573940,51360,20520,223140,202620,10_10,11,1,0,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,67,1325523600.0,3,3,1,1326799080,1275480,17100,3120480,3103380,2_3_3_3_2_3_3_3,11,1,0,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,129,1325527200.0,26,22,8,1325771880,244680,39600,1188000,1148400,26_26,11,1,0,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,51,1325530800.0,14,10,14,1325533800,3000,0,280800,280800,14,12,1,0,1,2,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,51,1325533800.0,14,10,14,1325533800,0,3000,280800,277800,14_14,11,1,0,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,51,1325533800.0,14,10,14,1325537100,3300,3000,280800,277800,14_14_14,12,1,0,1,2,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,146,1325534400.0,16,11,16,1325535540,1140,0,6670800,6670800,16,12,1,0,0,2,1,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,111,1325534400.0,0,0,0,1325574000,39600,68400,3974400,3906000,0_0_0_0_0_0_0,13,1,0,1,2,1,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,146,1325535540.0,16,11,16,1325537580,2040,1140,6670800,6669660,16_16,13,1,0,1,2,1,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,109,1325537100.0,14,10,14,1325539800,2700,0,274500,274500,14,13,1,0,1,2,1,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,51,1325537100.0,14,10,5,1325697000,159900,6300,280800,274500,14_14_14_14,14,1,0,1,2,1,1,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,146,1325537580.0,16,11,16,1325545200,7620,3180,6670800,6667620,16_16_16,14,1,0,1,2,1,1,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,109,1325539800.0,14,10,14,1325541600,1800,2700,274500,271800,14_14,14,1,0,1,2,1,1,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,109,1325541600.0,14,10,14,1325547900,6300,4500,274500,270000,14_14_14,14,1,0,1,2,1,1,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,146,1325545200.0,16,11,16,1325545200,0,10800,6670800,6660000,16_16_16_16,13,1,0,1,2,1,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,146,1325545200.0,16,11,16,1325574000,28800,10800,6670800,6660000,16_16_16_16_16,14,1,0,1,2,1,1,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,120,1325547600.0,7,6,7,1325600040,52440,52800,576000,523200,7_7_7_7,14,1,0,1,2,1,1,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,109,1325547900.0,14,10,1,1325573400,25500,10800,274500,263700,14_14_14_14,14,1,0,1,2,1,1,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,76,1325548800.0,3,3,3,1325553300,4500,0,7556100,7556100,3,14,1,0,1,3,1,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,110,1325548800.0,1,1,1,1325553300,4500,0,5579400,5579400,1,15,2,0,1,3,1,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,150,1325548800.0,1,1,1,1325553300,4500,59400,626340,566940,41_41_1,16,3,0,1,3,1,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,65,1325548800.0,17,12,17,1325553300,4500,0,7548000,7548000,17,17,3,0,1,3,1,0,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,150,1325553300.0,1,1,3,1325779200,225900,63900,626340,562440,41_41_1_1,14,2,0,1,2,1,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,76,1325553300.0,3,3,3,1325579040,25740,4500,7556100,7551600,3_3,15,2,0,1,3,1,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,65,1325553300.0,17,12,34,1325696340,143040,4500,7548000,7543500,17_17,16,2,0,1,3,1,0,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,110,1325553300.0,1,1,0,1325574000,20700,4500,5579400,5574900,1_1,17,3,0,1,3,1,0,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,109,1325573400.0,1,1,14,1325574000,600,36300,274500,238200,14_14_14_14_1,17,4,0,1,3,1,0,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,149,1325573940.0,10,8,1,1325574300,360,71880,223140,151260,10_10_10,17,4,0,1,3,1,0,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,109,1325574000.0,14,10,1,1325576640,2640,36900,274500,237600,14_14_14_14_1_14,13,1,0,0,3,1,0,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,146,1325574000.0,16,11,16,1325574300,300,39600,6670800,6631200,16_16_16_16_16_16,14,1,0,0,3,1,0,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,110,1325574000.0,0,0,0,1325595600,21600,25200,5579400,5554200,1_1_0,15,1,0,1,3,1,0,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,111,1325574000.0,0,0,0,1325576040,2040,108000,3974400,3866400,0_0_0_0_0_0_0_0,16,1,0,2,3,1,0,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,68,1325574000.0,5,1,5,1325595600,21600,111600,262800,151200,1_1_1_1_1_1_5,17,1,0,2,3,1,0,1,2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,105,1325574060.0,1,1,16,1325574240,180,0,1314480,1314480,1,18,2,0,2,3,1,0,1,2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,105,1325574240.0,16,11,1,1325574360,120,180,1314480,1314300,1_16,18,1,0,2,3,1,0,1,2,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,149,1325574300.0,1,1,1,1325580000,5700,72240,223140,150900,10_10_10_1,17,2,0,2,3,1,0,1,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,146,1325574300.0,16,11,1,1325575440,1140,39900,6670800,6630900,16_16_16_16_16_16_16,18,2,0,2,3,1,0,1,1,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,105,1325574360.0,1,1,2,1325574600,240,300,1314480,1314180,1_16_1,18,3,0,2,3,1,0,1,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,105,1325574600.0,2,2,16,1325578740,4140,540,1314480,1313940,1_16_1_2,18,2,0,2,3,1,0,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,146,1325575440.0,1,1,16,1325580180,4740,41040,6670800,6629760,16_16_16_16_16_16_16_1,18,3,0,2,3,1,0,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,124,1325575800.0,41,27,41,1325606400,30600,0,754200,754200,41,19,3,0,2,3,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,111,1325576040.0,0,0,0,1325576100,60,110040,3974400,3864360,0_0_0_0_0_0_0_0_0,19,3,0,2,3,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,111,1325576100.0,0,0,0,1325576580,480,110100,3974400,3864300,0_0_0_0_0_0_0_0_0_0,19,3,0,2,3,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,111,1325576580.0,0,0,1,1325576640,60,110580,3974400,3863820,0_0_0_0_0_0_0_0_0_0_0,19,3,0,2,3,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,109,1325576640.0,1,1,14,1325591400,14760,39540,274500,234960,14_14_14_14_1_14_1,18,4,0,1,3,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,111,1325576640.0,1,1,0,1325580540,3900,110640,3974400,3863760,0_0_0_0_0_0_0_0_0_0_0_1,19,5,0,1,3,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,105,1325578740.0,16,11,2,1325579100,360,4680,1314480,1309800,1_16_1_2_16,19,5,0,1,3,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,76,1325579040.0,3,3,3,1325593500,14460,30240,7556100,7525860,3_3_3,19,5,0,1,3,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
